onset	duration	event_type	face_type	rep_status	rep_lag	trial	value	stim_file
36.10763636	n/a	show_face_initial	unfamiliar_face	first_show	n/a	1	3	u099.bmp
37.07763636	n/a	show_circle	n/a	n/a	n/a	1	0	circle.bmp
37.12945455	n/a	left_press	n/a	n/a	n/a	1	256	n/a
38.77763636	n/a	show_cross	n/a	n/a	n/a	2	1	cross.bmp
39.41581818	n/a	show_face	unfamiliar_face	immediate_repeat	1	2	14	u099.bmp
40.08036364	n/a	left_press	n/a	n/a	n/a	2	256	n/a
40.41309091	n/a	show_circle	n/a	n/a	n/a	2	0	circle.bmp
42.11309091	n/a	show_cross	n/a	n/a	n/a	3	1	cross.bmp
42.724	n/a	show_face	unfamiliar_face	first_show	n/a	3	13	u027.bmp
43.56763636	n/a	show_circle	n/a	n/a	n/a	3	0	circle.bmp
43.78490909	n/a	right_press	n/a	n/a	n/a	3	4096	n/a
45.26763636	n/a	show_cross	n/a	n/a	n/a	4	1	cross.bmp
45.83036364	n/a	show_face	unfamiliar_face	immediate_repeat	1	4	14	u027.bmp
46.53581818	n/a	right_press	n/a	n/a	n/a	4	4096	n/a
46.84854545	n/a	show_circle	n/a	n/a	n/a	4	0	circle.bmp
48.54854545	n/a	show_cross	n/a	n/a	n/a	5	1	cross.bmp
49.05490909	n/a	show_face	scrambled_face	first_show	n/a	5	17	s062.bmp
49.96854545	n/a	show_circle	n/a	n/a	n/a	5	0	circle.bmp
50.12309091	n/a	left_press	n/a	n/a	n/a	5	256	n/a
51.66854545	n/a	show_cross	n/a	n/a	n/a	6	1	cross.bmp
52.31218182	n/a	show_face	unfamiliar_face	first_show	n/a	6	13	u082.bmp
53.29763636	n/a	show_circle	n/a	n/a	n/a	6	0	circle.bmp
53.59763636	n/a	left_press	n/a	n/a	n/a	6	256	n/a
54.99763636	n/a	show_cross	n/a	n/a	n/a	7	1	cross.bmp
55.53581818	n/a	show_face	unfamiliar_face	immediate_repeat	1	7	14	u082.bmp
56.46945455	n/a	show_circle	n/a	n/a	n/a	7	0	circle.bmp
56.75036364	n/a	left_press	n/a	n/a	n/a	7	256	n/a
58.16945455	n/a	show_cross	n/a	n/a	n/a	8	1	cross.bmp
58.66036364	n/a	show_face	unfamiliar_face	first_show	n/a	8	13	u110.bmp
