onset	duration	event_type	face_type	rep_status	rep_lag	trial	value	stim_file
59.50490909	n/a	show_circle	n/a	n/a	n/a	8	0	circle.bmp
59.70036364	n/a	right_press	n/a	n/a	n/a	8	4096	n/a
61.20490909	n/a	show_cross	n/a	n/a	n/a	9	1	cross.bmp
61.75036364	n/a	show_face	unfamiliar_face	immediate_repeat	1	9	14	u110.bmp
62.72581818	n/a	show_circle	n/a	n/a	n/a	9	0	circle.bmp
64.42581818	n/a	show_cross	n/a	n/a	n/a	10	1	cross.bmp
64.94127273	n/a	show_face	scrambled_face	first_show	n/a	10	17	s076.bmp
65.69218182	n/a	right_press	n/a	n/a	n/a	10	4096	n/a
65.95036364	n/a	show_circle	n/a	n/a	n/a	10	0	circle.bmp
67.65036364	n/a	show_cross	n/a	n/a	n/a	11	1	cross.bmp
68.24854545	n/a	show_face	scrambled_face	immediate_repeat	1	11	18	s076.bmp
68.91218182	n/a	right_press	n/a	n/a	n/a	11	4096	n/a
69.20672727	n/a	show_circle	n/a	n/a	n/a	11	0	circle.bmp
70.90672727	n/a	show_cross	n/a	n/a	n/a	12	1	cross.bmp
71.47309091	n/a	show_face	scrambled_face	first_show	n/a	12	17	s022.bmp
72.314	n/a	show_circle	n/a	n/a	n/a	12	0	circle.bmp
72.44309091	n/a	right_press	n/a	n/a	n/a	12	4096	n/a
74.014	n/a	show_cross	n/a	n/a	n/a	13	1	cross.bmp
74.664	n/a	show_face	scrambled_face	first_show	n/a	13	17	s045.bmp
75.50763636	n/a	show_circle	n/a	n/a	n/a	13	0	circle.bmp
75.58218182	n/a	right_press	n/a	n/a	n/a	13	4096	n/a
77.20763636	n/a	show_cross	n/a	n/a	n/a	14	1	cross.bmp
77.77036364	n/a	show_face	scrambled_face	delayed_repeat	9	14	19	s062.bmp
78.59309091	n/a	show_circle	n/a	n/a	n/a	14	0	circle.bmp
79.08763636	n/a	right_press	n/a	n/a	n/a	14	4096	n/a
80.29309091	n/a	show_cross	n/a	n/a	n/a	15	1	cross.bmp
80.87763636	n/a	show_face	famous_face	first_show	n/a	15	5	f033.bmp
81.874	n/a	show_circle	n/a	n/a	n/a	15	0	circle.bmp
83.574	n/a	show_cross	n/a	n/a	n/a	16	1	cross.bmp
84.18581818	n/a	show_face	unfamiliar_face	first_show	n/a	16	13	u020.bmp
85.064	n/a	show_circle	n/a	n/a	n/a	16	0	circle.bmp
85.444	n/a	right_press	n/a	n/a	n/a	16	4096	n/a
86.764	n/a	show_cross	n/a	n/a	n/a	17	1	cross.bmp
87.25945455	n/a	show_face	unfamiliar_face	first_show	n/a	17	13	u120.bmp
88.244	n/a	show_circle	n/a	n/a	n/a	17	0	circle.bmp
88.25218182	n/a	right_press	n/a	n/a	n/a	17	4096	n/a
89.944	n/a	show_cross	n/a	n/a	n/a	18	1	cross.bmp
90.41672727	n/a	show_face	unfamiliar_face	immediate_repeat	1	18	14	u120.bmp
91.23581818	n/a	right_press	n/a	n/a	n/a	18	4096	n/a
91.28490909	n/a	show_circle	n/a	n/a	n/a	18	0	circle.bmp
92.98490909	n/a	show_cross	n/a	n/a	n/a	19	1	cross.bmp
93.60763636	n/a	show_face	scrambled_face	first_show	n/a	19	17	s099.bmp
94.61490909	n/a	show_circle	n/a	n/a	n/a	19	0	circle.bmp
96.31490909	n/a	show_cross	n/a	n/a	n/a	20	1	cross.bmp
96.91490909	n/a	show_face	scrambled_face	delayed_repeat	8	20	19	s022.bmp
97.79490909	n/a	show_circle	n/a	n/a	n/a	20	0	circle.bmp
98.16490909	n/a	right_press	n/a	n/a	n/a	20	4096	n/a
99.49490909	n/a	show_cross	n/a	n/a	n/a	21	1	cross.bmp
99.97218182	n/a	show_face	famous_face	first_show	n/a	21	5	f103.bmp
100.9003636	n/a	show_circle	n/a	n/a	n/a	21	0	circle.bmp
102.6003636	n/a	show_cross	n/a	n/a	n/a	22	1	cross.bmp
103.1794545	n/a	show_face	scrambled_face	delayed_repeat	9	22	19	s045.bmp
104.0194545	n/a	show_circle	n/a	n/a	n/a	22	0	circle.bmp
105.7194545	n/a	show_cross	n/a	n/a	n/a	23	1	cross.bmp
106.3367273	n/a	show_face	famous_face	first_show	n/a	23	5	f001.bmp
107.1585455	n/a	show_circle	n/a	n/a	n/a	23	0	circle.bmp
108.8585455	n/a	show_cross	n/a	n/a	n/a	24	1	cross.bmp
109.444	n/a	show_face	famous_face	immediate_repeat	1	24	6	f001.bmp
110.1749091	n/a	left_press	n/a	n/a	n/a	24	256	n/a
110.4603636	n/a	show_circle	n/a	n/a	n/a	24	0	circle.bmp
112.1603636	n/a	show_cross	n/a	n/a	n/a	25	1	cross.bmp
112.6512727	n/a	show_face	famous_face	delayed_repeat	10	25	7	f033.bmp
113.5776364	n/a	show_circle	n/a	n/a	n/a	25	0	circle.bmp
113.5894545	n/a	right_press	n/a	n/a	n/a	25	4096	n/a
115.2776364	n/a	show_cross	n/a	n/a	n/a	26	1	cross.bmp
115.8921818	n/a	show_face	unfamiliar_face	first_show	n/a	26	13	u025.bmp
116.7376364	n/a	right_press	n/a	n/a	n/a	26	4096	n/a
116.8712727	n/a	show_circle	n/a	n/a	n/a	26	0	circle.bmp
118.5712727	n/a	show_cross	n/a	n/a	n/a	27	1	cross.bmp
119.2003636	n/a	show_face	unfamiliar_face	delayed_repeat	11	27	15	u020.bmp
119.9358182	n/a	right_press	n/a	n/a	n/a	27	4096	n/a
120.154	n/a	show_circle	n/a	n/a	n/a	27	0	circle.bmp
121.854	n/a	show_cross	n/a	n/a	n/a	28	1	cross.bmp
122.3230909	n/a	show_face	unfamiliar_face	first_show	n/a	28	13	u135.bmp
123.2021818	n/a	show_circle	n/a	n/a	n/a	28	0	circle.bmp
123.2176364	n/a	right_press	n/a	n/a	n/a	28	4096	n/a
124.9021818	n/a	show_cross	n/a	n/a	n/a	29	1	cross.bmp
125.4803636	n/a	show_face	famous_face	first_show	n/a	29	5	f061.bmp
126.3121818	n/a	show_circle	n/a	n/a	n/a	29	0	circle.bmp
127.3794545	n/a	left_press	n/a	n/a	n/a	29	256	n/a
128.0121818	n/a	show_cross	n/a	n/a	n/a	30	1	cross.bmp
128.5376364	n/a	show_face	scrambled_face	delayed_repeat	11	30	19	s099.bmp
129.4858182	n/a	show_circle	n/a	n/a	n/a	30	0	circle.bmp
131.1858182	n/a	show_cross	n/a	n/a	n/a	31	1	cross.bmp
131.8121818	n/a	show_face	unfamiliar_face	first_show	n/a	31	13	u055.bmp
132.6949091	n/a	show_circle	n/a	n/a	n/a	31	0	circle.bmp
134.3949091	n/a	show_cross	n/a	n/a	n/a	32	1	cross.bmp
135.0358182	n/a	show_face	unfamiliar_face	immediate_repeat	1	32	14	u055.bmp
135.854	n/a	show_circle	n/a	n/a	n/a	32	0	circle.bmp
137.554	n/a	show_cross	n/a	n/a	n/a	33	1	cross.bmp
138.0930909	n/a	show_face	famous_face	delayed_repeat	12	33	7	f103.bmp
138.7158182	n/a	right_press	n/a	n/a	n/a	33	4096	n/a
139.014	n/a	show_circle	n/a	n/a	n/a	33	0	circle.bmp
140.714	n/a	show_cross	n/a	n/a	n/a	34	1	cross.bmp
141.1667273	n/a	show_face	scrambled_face	first_show	n/a	34	17	s106.bmp
142.0385455	n/a	show_circle	n/a	n/a	n/a	34	0	circle.bmp
142.1367273	n/a	right_press	n/a	n/a	n/a	34	4096	n/a
143.7385455	n/a	show_cross	n/a	n/a	n/a	35	1	cross.bmp
144.3412727	n/a	show_face	scrambled_face	immediate_repeat	1	35	18	s106.bmp
145.0467273	n/a	right_press	n/a	n/a	n/a	35	4096	n/a
145.3149091	n/a	show_circle	n/a	n/a	n/a	35	0	circle.bmp
147.0149091	n/a	show_cross	n/a	n/a	n/a	36	1	cross.bmp
147.5649091	n/a	show_face	famous_face	first_show	n/a	36	5	f076.bmp
148.4321818	n/a	right_press	n/a	n/a	n/a	36	4096	n/a
148.5330909	n/a	show_circle	n/a	n/a	n/a	36	0	circle.bmp
150.2330909	n/a	show_cross	n/a	n/a	n/a	37	1	cross.bmp
150.6885455	n/a	show_face	unfamiliar_face	delayed_repeat	11	37	15	u025.bmp
151.6130909	n/a	show_circle	n/a	n/a	n/a	37	0	circle.bmp
153.3130909	n/a	show_cross	n/a	n/a	n/a	38	1	cross.bmp
153.8967273	n/a	show_face	scrambled_face	first_show	n/a	38	17	s136.bmp
154.8712727	n/a	show_circle	n/a	n/a	n/a	38	0	circle.bmp
156.5712727	n/a	show_cross	n/a	n/a	n/a	39	1	cross.bmp
157.0367273	n/a	show_face	scrambled_face	immediate_repeat	1	39	18	s136.bmp
157.8730909	n/a	right_press	n/a	n/a	n/a	39	4096	n/a
157.9567273	n/a	show_circle	n/a	n/a	n/a	39	0	circle.bmp
159.6567273	n/a	show_cross	n/a	n/a	n/a	40	1	cross.bmp
160.2612727	n/a	show_face	unfamiliar_face	delayed_repeat	12	40	15	u135.bmp
161.2349091	n/a	show_circle	n/a	n/a	n/a	40	0	circle.bmp
161.3676364	n/a	right_press	n/a	n/a	n/a	40	4096	n/a
162.9349091	n/a	show_cross	n/a	n/a	n/a	41	1	cross.bmp
163.6021818	n/a	show_face	scrambled_face	first_show	n/a	41	17	s024.bmp
164.4494545	n/a	show_circle	n/a	n/a	n/a	41	0	circle.bmp
166.1494545	n/a	show_cross	n/a	n/a	n/a	42	1	cross.bmp
166.6921818	n/a	show_face	famous_face	delayed_repeat	13	42	7	f061.bmp
167.5867273	n/a	show_circle	n/a	n/a	n/a	42	0	circle.bmp
168.6549091	n/a	left_press	n/a	n/a	n/a	42	256	n/a
169.2867273	n/a	show_cross	n/a	n/a	n/a	43	1	cross.bmp
169.7994545	n/a	show_face	famous_face	first_show	n/a	43	5	f085.bmp
170.7512727	n/a	show_circle	n/a	n/a	n/a	43	0	circle.bmp
170.9094545	n/a	right_press	n/a	n/a	n/a	43	4096	n/a
172.4512727	n/a	show_cross	n/a	n/a	n/a	44	1	cross.bmp
173.0903636	n/a	show_face	famous_face	immediate_repeat	1	44	6	f085.bmp
173.9212727	n/a	show_circle	n/a	n/a	n/a	44	0	circle.bmp
174.0612727	n/a	right_press	n/a	n/a	n/a	44	4096	n/a
175.6212727	n/a	show_cross	n/a	n/a	n/a	45	1	cross.bmp
176.0803636	n/a	show_face	famous_face	first_show	n/a	45	5	f073.bmp
176.8703636	n/a	right_press	n/a	n/a	n/a	45	4096	n/a
176.9267273	n/a	show_circle	n/a	n/a	n/a	45	0	circle.bmp
178.6267273	n/a	show_cross	n/a	n/a	n/a	46	1	cross.bmp
179.1549091	n/a	show_face	famous_face	immediate_repeat	1	46	6	f073.bmp
179.8094545	n/a	right_press	n/a	n/a	n/a	46	4096	n/a
180.004	n/a	show_circle	n/a	n/a	n/a	46	0	circle.bmp
181.704	n/a	show_cross	n/a	n/a	n/a	47	1	cross.bmp
182.2785455	n/a	show_face	scrambled_face	first_show	n/a	47	17	s148.bmp
183.104	n/a	show_circle	n/a	n/a	n/a	47	0	circle.bmp
183.1058182	n/a	left_press	n/a	n/a	n/a	47	256	n/a
184.804	n/a	show_cross	n/a	n/a	n/a	48	1	cross.bmp
185.4521818	n/a	show_face	famous_face	delayed_repeat	12	48	7	f076.bmp
186.2294545	n/a	left_press	n/a	n/a	n/a	48	256	n/a
186.3876364	n/a	show_circle	n/a	n/a	n/a	48	0	circle.bmp
188.0876364	n/a	show_cross	n/a	n/a	n/a	49	1	cross.bmp
188.6930909	n/a	show_face	famous_face	first_show	n/a	49	5	f102.bmp
189.4985455	n/a	left_press	n/a	n/a	n/a	49	256	n/a
189.6294545	n/a	show_circle	n/a	n/a	n/a	49	0	circle.bmp
191.3294545	n/a	show_cross	n/a	n/a	n/a	50	1	cross.bmp
191.784	n/a	show_face	famous_face	immediate_repeat	1	50	6	f102.bmp
192.3776364	n/a	left_press	n/a	n/a	n/a	50	256	n/a
192.7849091	n/a	show_circle	n/a	n/a	n/a	50	0	circle.bmp
194.4849091	n/a	show_cross	n/a	n/a	n/a	51	1	cross.bmp
195.1076364	n/a	show_face	famous_face	first_show	n/a	51	5	f002.bmp
195.8421818	n/a	left_press	n/a	n/a	n/a	51	256	n/a
195.9967273	n/a	show_circle	n/a	n/a	n/a	51	0	circle.bmp
197.6967273	n/a	show_cross	n/a	n/a	n/a	52	1	cross.bmp
198.1994545	n/a	show_face	famous_face	immediate_repeat	1	52	6	f002.bmp
198.844	n/a	left_press	n/a	n/a	n/a	52	256	n/a
199.0685455	n/a	show_circle	n/a	n/a	n/a	52	0	circle.bmp
200.7685455	n/a	show_cross	n/a	n/a	n/a	53	1	cross.bmp
201.2385455	n/a	show_face	scrambled_face	delayed_repeat	12	53	19	s024.bmp
201.9858182	n/a	right_press	n/a	n/a	n/a	53	4096	n/a
202.2285455	n/a	show_circle	n/a	n/a	n/a	53	0	circle.bmp
