name	x	y	z
g1	28.754	82.43	-29.203
g2	24.501	87.002	-1.303
g3	25.123	87.377	50.837
g4	17.441	87.103	26.645
g5	55.213	72.48	-32.72
g6	45.951	82.732	-2.267
g7	44.39	81.232	28.165
g8	56.059	78.654	50.895
g9	72.806	68.273	-2.866
g10	78.395	59.256	37.496
g11	86.019	63.034	54.03
g12	104.425	40.806	33.929
g13	107.446	46.005	51.549
g14	114.107	17.755	28.865
g15	121.602	8.403	44.957
g16	78.499	32.18	-31.721
g17	119.205	-21.559	40.501
g18	113.47	-14.645	25.953
g19	102.728	-50.356	43.291
g20	100.663	-40.701	26.667
g21	78.966	-66.46	41.622
g22	79.801	-55.218	25.591
g23	63.331	-65.683	-17.086
g24	45.564	-74.499	39.563
g25	37.348	-77.838	11.066
g26	39.561	-73.838	-19.634
g27	41.502	-63.244	-45.296
g28	16.816	-81.941	39.654
g29	12.176	-78.598	17.336
g30	12.167	-78.649	-15.26
g31	12.999	-72.177	-42.823
g32	75.964	-24.484	-38.072
y1	17.076	86.243	83.239
y2	35.224	72.836	107.36
y3	20.304	57.226	134.225
y4	6.227	25.668	152.788
y5	42.875	79.665	79.2
y6	64.01	60.047	102.586
y7	47.926	48.168	127.202
y8	37.101	25.347	143.65
y9	69.957	67.734	75.032
y10	93.841	51.616	76.755
y11	85.148	44.281	101.322
y12	68.796	26.298	126.725
y13	114.411	25.478	75.959
y14	100.02	14.275	105.869
y15	119.198	-6.107	71.721
y16	78.126	-3.05	126.203
y17	98.724	-22.89	102.631
y18	109.394	-37.026	70.479
y19	50.261	-1.406	141.009
y20	66.439	-30.938	125.501
y21	81.482	-49.471	94.869
y22	88.57	-57.682	66.843
y23	64.437	-71.056	63.604
y24	37.269	-26.367	139.964
y25	45.134	-50.335	121.8
y26	56.362	-64.359	95.851
y27	38.305	-78.482	65.555
y28	-8.438	2.369	156.831
y29	5.402	-27.268	149.834
y30	17.977	-55.711	128.61
y31	28.726	-72.886	97.953
y32	12.416	-81.86	71.275
r1	-25.487	86.308	39.04
r2	-4.509	88.473	61.234
r3	-31.232	83.803	69.632
r4	-58.878	71.207	78.567
r5	-79.179	51.771	82.076
r6	-12.795	84.288	92.716
r7	-41.769	74.394	101.665
r8	-63.814	55.734	107.194
r9	-77.78	23.421	110.954
r10	5.996	76.129	117.5
r11	-24.819	67.322	127.506
r12	-47.694	47.856	133.579
r13	-62.4	13.015	132.211
r14	-7.576	50.62	144.491
r15	-29.63	26.047	152.782
r16	-39.618	-2.087	151.012
r17	-32.583	-30.845	145.501
r18	-10.844	-51.643	136.857
r19	-63.117	-18.174	128.971
r20	-49.308	-49.297	123.418
r21	-28.458	-67.013	114.241
r22	-3.839	-75.424	103.437
r23	-79.263	-4.285	112.237
r24	-76.943	-29.012	103.83
r25	-63.359	-55.511	95.873
r26	-41.61	-70.648	86.182
r27	-16.969	-80.079	76.908
r28	-74.081	-49.23	72.274
r29	-57.159	-64.405	64.808
r30	-37.341	-75.253	57.44
r31	-7.515	-81.582	46.561
r32	-25.017	-77.642	28.605
w1	-37.488	77.61	-8.82
w2	-62.556	66.006	0.335
w3	-81.425	50.687	8.869
w4	-96.246	27.071	12.067
w5	-33.413	83.63	11.957
w6	-54.608	75.574	18.677
w7	-73.499	61.716	28.626
w8	-85.851	49.451	32.753
w9	-98.568	23.304	33.459
w10	-46.409	80.049	46.241
w11	-70.246	66.235	52.16
w12	-85.743	49.656	58.222
w13	-99.582	26.565	58.952
w14	-92.544	26.544	87.047
w15	-96.296	-0.532	86.634
w16	-90.982	-26.592	78.376
w17	-103.159	-0.441	56.944
w18	-96.334	-26.73	56.105
w19	-79.877	-47.693	47.084
w20	-63.494	-62.79	41.181
w21	-44.22	-73.859	33.35
w22	-101.478	2.156	33.16
w23	-99.204	-16.144	31.026
w24	-81.92	-46.14	24.616
w25	-69.138	-57.376	16.575
w26	-53.913	-68.212	6.149
w27	-36.986	-73.89	0.35
w28	-100.073	-0.097	9.516
w29	-96.13	-27.182	3.47
w30	-74.615	-48.594	-1.089
w31	-57.724	-62.196	-16.064
w32	-35.147	-69.672	-24.01
n1	-28.801	65.641	-77.697
n2	-50.352	72.547	-48.003
n3	-80.147	54.497	-21.261
n4	-105.259	20.253	-9.427
n5	-105.861	-13.391	-10.486
n6	-80.532	-47.603	-25.112
n7	-53.257	-65.155	-43.842
n8	-25.991	-62.362	-72.747
n9	-51.369	70.635	-77.441
n10	-78.435	63.758	-45.859
n11	-102.147	40.76	-31.193
n12	-112.366	2.849	-23.041
n13	-100.274	-33.473	-32.03
n14	-79.843	-56.881	-44.137
n15	-51.556	-66.791	-72.382
n16	-74.604	70.15	-74.452
n17	-99.262	52.857	-48.763
n18	-122.041	18.756	-38.515
n19	-120.582	-14.236	-37.265
n20	-104.007	-45.905	-46.696
n21	-75.447	-65.317	-70.209
n22	-74.221	74.838	-97.041
n23	-98.928	66.188	-65.666
n24	-121.943	40.677	-52.054
n25	-131.125	-0.233	-46.384
n26	-129.592	-30.712	-47.212
n27	-108.764	-62.266	-60.979
n28	-79.349	-72.263	-88.146
n32	23.708	2.537	151.03
