probe_name	type	location	manufacturer	device_serial_number	electrode_count	width	height	depth	hemisphere	placement_picture	dimension_units	wires_material	wires_diameter	wires_length	wires_units	owner	array_rotation
UtahArray-8596-001139	utah array	M1	Blackrock Microsystems	8596-001139	100	4	4	1.5	R	https://www.nature.com/articles/sdata201855/figures/1	mm	Pt/Au	2.5e-05	0.04	m	RIKEN-BSI, Japan	239.0
