name	x	y	z
EEG001	-0.0433449	-0.0709881	0.0249297
EEG002	-0.00119966	0.105568	0.0442822
EEG003	0.0414443	-0.074401	0.0230121
EEG004	-0.0511199	0.0840959	0.0422322
EEG005	-0.0317367	0.0942149	0.0640896
EEG006	0.00126111	0.0985824	0.0737744
EEG007	0.0341083	0.0943473	0.0638387
EEG008	0.0511405	0.0853727	0.0357459
EEG009	-0.061411	0.0597808	0.0407864
EEG010	-0.0559124	0.0679604	0.0631865
EEG011	-0.044519	0.0722518	0.0816661
EEG012	-0.0224028	0.0750956	0.0965097
EEG013	0.00293145	0.0757808	0.102171
EEG014	0.02831	0.0736286	0.0957844
EEG015	0.0468126	0.0706105	0.0827457
EEG016	0.0593149	0.0686311	0.0614352
EEG017	0.0639015	0.0569932	0.0389039
EEG018	-0.0653844	0.0287243	0.0129417
EEG019	-0.0678298	0.0354644	0.0439056
EEG020	-0.0648008	0.0407141	0.0709672
EEG021	-0.049891	0.0435358	0.0953498
EEG022	-0.0277241	0.0463582	0.111411
EEG023	0.00307607	0.0473274	0.120179
EEG024	0.0333635	0.045731	0.111422
EEG025	0.0558113	0.0407413	0.0951766
EEG026	0.0705558	0.0368839	0.0662262
EEG027	0.0721342	0.0304185	0.0396047
EEG028	0.067722	0.0313945	0.00997132
EEG029	-0.0676089	0.00993609	0.0129653
EEG030	-0.071626	0.00550222	0.0432482
EEG031	-0.0700581	0.0113768	0.0784664
EEG032	-0.055782	0.0131223	0.104301
EEG033	-0.0316824	0.0152591	0.121779
EEG034	0.00143729	0.0122521	0.131456
EEG035	0.0340039	0.0144044	0.12145
EEG036	0.0571465	0.0110931	0.104526
EEG037	0.0723544	0.00918424	0.0766487
EEG038	0.0742952	0.00448033	0.0452778
EEG039	0.0712919	0.0104896	0.0130993
EEG040	-0.0668135	-0.0297345	0.0153684
EEG041	-0.0685811	-0.0233213	0.0454856
EEG042	-0.0674412	-0.0191322	0.0785777
EEG043	-0.0538368	-0.0166553	0.105469
EEG044	-0.032659	-0.0203769	0.121411
EEG045	0.000519983	-0.0246954	0.130636
EEG046	0.0362054	-0.020341	0.122719
EEG047	0.0565412	-0.0203037	0.104552
EEG048	0.0695799	-0.0200509	0.080297
EEG049	0.0712218	-0.0266868	0.0453258
EEG050	0.0713362	-0.0311797	0.0126938
EEG051	-0.0560417	-0.0520962	0.0200414
EEG052	-0.0593163	-0.047625	0.0534156
EEG053	-0.0554115	-0.0459731	0.0787878
EEG054	-0.0419108	-0.047469	0.0991959
EEG055	-0.0289128	-0.0491992	0.115159
EEG056	-0.00279927	-0.0536975	0.117384
EEG057	0.0303483	-0.0458257	0.111078
EEG058	0.0454397	-0.0489075	0.0969237
EEG059	0.0569486	-0.0483088	0.0739985
EEG060	0.0607517	-0.0513253	0.0491592
EEG065	0.0586269	-0.0542609	0.0175155
EEG066	-0.0435265	-0.0678826	0.0598944
EEG067	-0.0314941	-0.0679135	0.083181
EEG068	0.00170092	-0.0707476	0.0881202
EEG069	0.030231	-0.0695614	0.0824496
EEG070	0.0434412	-0.0710455	0.0558401
EEG071	-0.0265637	-0.0820685	0.0612334
EEG072	-0.000150288	-0.0875401	0.0594255
EEG073	0.0255328	-0.0841282	0.0595836
EEG074	-0.000410772	-0.0915952	0.0275083
