name	x	y	z
EEG001	-0.0421013	-0.0672668	0.0303571
EEG002	-0.00511655	0.100305	0.0423273
EEG003	0.0397232	-0.0660291	0.0299097
EEG004	-0.0500005	0.0742134	0.0370864
EEG005	-0.0352979	0.0813601	0.0668503
EEG006	-0.00221603	0.0912355	0.0740092
EEG007	0.0313395	0.0851842	0.067865
EEG008	0.0489154	0.0796226	0.0380336
EEG009	-0.0614076	0.0561399	0.0377594
EEG010	-0.0552915	0.0626717	0.0611119
EEG011	-0.0418781	0.0660911	0.0781407
EEG012	-0.0250462	0.0689173	0.0908658
EEG013	-0.00271714	0.0742844	0.0943508
EEG014	0.0213894	0.0680735	0.0941317
EEG015	0.0415571	0.0660954	0.0803912
EEG016	0.0546851	0.0642949	0.0606699
EEG017	0.0613462	0.0573172	0.037585
EEG018	-0.067731	0.0277088	0.0102381
EEG019	-0.0687235	0.0316203	0.0374031
EEG020	-0.065439	0.0356001	0.0654794
EEG021	-0.0507854	0.0387916	0.0885398
EEG022	-0.0289781	0.0422614	0.103277
EEG023	-0.000535211	0.0449856	0.110879
EEG024	0.0265201	0.0421676	0.107137
EEG025	0.0490831	0.0367184	0.0918079
EEG026	0.064809	0.0362224	0.0695551
EEG027	0.0703539	0.0300321	0.0414399
EEG028	0.0793608	0.0302982	0.0136718
EEG029	-0.069685	0.0110444	0.0143774
EEG030	-0.0724101	0.00455742	0.0410631
EEG031	-0.0701655	0.00602916	0.0702994
EEG032	-0.0543464	0.0107341	0.096626
EEG033	-0.0273895	0.0123839	0.11447
EEG034	-0.000317478	0.015267	0.119869
EEG035	0.0264135	0.0112998	0.11442
EEG036	0.0522368	0.00778939	0.0995003
EEG037	0.0705035	0.00496282	0.0721085
EEG038	0.0739897	0.000497505	0.0435503
EEG039	0.0717129	0.01207	0.017325
EEG040	-0.0682467	-0.0262509	0.0187772
EEG041	-0.0686788	-0.0235218	0.0497718
EEG042	-0.0668281	-0.0223892	0.0794209
EEG043	-0.0553395	-0.0188814	0.10114
EEG044	-0.0300603	-0.0199125	0.118363
EEG045	-0.000759863	-0.0171528	0.123727
EEG046	0.0266083	-0.0174773	0.119668
EEG047	0.05091	-0.0198038	0.102496
EEG048	0.0663715	-0.021442	0.0773041
EEG049	0.0694308	-0.0233863	0.0484458
EEG050	0.0665323	-0.0272972	0.0206529
EEG051	-0.0554925	-0.0486305	0.0261381
EEG052	-0.0599881	-0.0456242	0.0556002
EEG053	-0.0582358	-0.0461061	0.0757699
EEG054	-0.0458226	-0.0429654	0.0971521
EEG055	-0.0252546	-0.0451107	0.109138
EEG056	-0.00142812	-0.0447469	0.113638
EEG057	0.0249906	-0.0435584	0.110525
EEG058	0.0398599	-0.0450354	0.0970353
EEG059	0.0525463	-0.0471364	0.0763841
EEG060	0.0569358	-0.0461896	0.0539586
EEG065	0.0565206	-0.0452645	0.0252348
EEG066	-0.0454886	-0.0664123	0.0596599
EEG067	-0.0305932	-0.0633974	0.0850845
EEG068	-0.00156277	-0.0655017	0.0912039
EEG069	0.028507	-0.062258	0.085234
EEG070	0.0422115	-0.0641098	0.059399
EEG071	-0.0253376	-0.0773264	0.0645031
EEG072	-3.6044e-05	-0.078437	0.0642872
EEG073	0.0244128	-0.0749945	0.0635757
EEG074	-0.000975071	-0.0826306	0.0333347
