onset	duration	trial_type	run	run_id	volume	run_volume	stim	genre	delay	catch	sound_soa	trigger_ts
0.01	6.0	rocknroll	4	3	459	0	rocknroll_004.wav	rocknroll	6	0	0.0074999999997089626	2315.9259
12.0	6.0	symphonic	4	3	465	6	symphonic_001.wav	symphonic	4	0	0.003799999999955617	2327.925
22.01	6.0	symphonic	4	3	470	11	symphonic_000.wav	symphonic	8	1	0.008500000000367436	2337.9255
36.0	6.0	rocknroll	4	3	477	18	rocknroll_001.wav	rocknroll	4	0	0.002800000000206637	2351.9248
46.0	6.0	metal	4	3	482	23	metal_003.wav	metal	4	0	0.002399999999852298	2361.925
56.0	6.0	symphonic	4	3	487	28	symphonic_003.wav	symphonic	6	0	0.002900000000408909	2371.9248
68.0	6.0	country	4	3	493	34	country_002.wav	country	4	0	0.002600000000256841	2383.9255
78.01	6.0	rocknroll	4	3	498	39	rocknroll_003.wav	rocknroll	8	1	0.007399999999961437	2393.925
92.01	6.0	country	4	3	505	46	country_000.wav	country	8	1	0.008299999999962894	2407.9246
106.0	6.0	ambient	4	3	512	53	ambient_002.wav	ambient	6	0	0.003799999999955617	2421.9246
118.0	6.0	rocknroll	4	3	518	59	rocknroll_000.wav	rocknroll	6	0	0.0025000000000545697	2433.9249
130.0	6.0	ambient	4	3	524	65	ambient_000.wav	ambient	6	0	0.003600000000005821	2445.9248
142.0	6.0	symphonic	4	3	530	71	symphonic_002.wav	symphonic	6	0	0.0034999999998035487	2457.925
154.0	6.0	metal	4	3	536	77	metal_002.wav	metal	6	0	0.0025000000000545697	2469.9247
166.0	6.0	metal	4	3	542	83	metal_001.wav	metal	6	0	0.0035000000002582965	2481.9248
178.0	6.0	ambient	4	3	548	89	ambient_003.wav	ambient	4	0	0.00279999999975189	2493.9254
188.0	6.0	country	4	3	553	94	country_001.wav	country	6	0	0.0039000000001578883	2503.9246
200.0	6.0	metal	4	3	559	100	metal_000.wav	metal	6	0	0.0027000000000043656	2515.9249
212.0	6.0	country	4	3	565	106	country_003.wav	country	6	0	0.0024999999995998228	2527.925
224.0	6.0	country	4	3	571	112	country_004.wav	country	6	0	0.003799999999955617	2539.9246
236.0	6.0	symphonic	4	3	577	118	symphonic_004.wav	symphonic	6	0	0.002399999999852298	2551.9249
248.01	6.0	ambient	4	3	583	124	ambient_001.wav	ambient	8	1	0.012400000000070577	2563.9246
262.0	6.0	ambient	4	3	590	131	ambient_004.wav	ambient	6	0	0.003799999999955617	2577.9249
274.01	6.0	metal	4	3	596	137	metal_004.wav	metal	8	1	0.013000000000374712	2589.9255
288.0	6.0	rocknroll	4	3	603	144	rocknroll_002.wav	rocknroll	6	0	0.002599999999802094	2603.9249
