name	x	y	z
EEG001	-0.0416675	-0.0661554	0.0167599
EEG002	0.00464919	0.10828	0.0359403
EEG003	0.0419571	-0.0730498	0.0186247
EEG004	-0.0467226	0.0860816	0.0337191
EEG005	-0.0251245	0.0979304	0.0606003
EEG006	0.00670183	0.101635	0.0717907
EEG007	0.0386169	0.09207	0.0613646
EEG008	0.0564373	0.079394	0.0324434
EEG009	-0.0574957	0.0645964	0.0391726
EEG010	-0.0504157	0.071935	0.0641548
EEG011	-0.0359736	0.0758972	0.0818444
EEG012	-0.0160302	0.0769545	0.0965941
EEG013	0.00572139	0.079181	0.100319
EEG014	0.0318308	0.0727909	0.0953586
EEG015	0.0500203	0.0709572	0.0775936
EEG016	0.0618779	0.064842	0.0581744
EEG017	0.0680069	0.0554328	0.034141
EEG018	-0.0674756	0.0326007	0.0113691
EEG019	-0.0668386	0.0386696	0.0433246
EEG020	-0.0608424	0.0439638	0.0707767
EEG021	-0.046337	0.0460578	0.0941823
EEG022	-0.0248728	0.0474443	0.109767
EEG023	0.00400341	0.0484827	0.11551
EEG024	0.0340404	0.0447131	0.108931
EEG025	0.0563842	0.0368367	0.0940217
EEG026	0.0716454	0.0344789	0.0696242
EEG027	0.0779436	0.0278372	0.0435034
EEG028	0.0766828	0.0245034	0.0078066
EEG029	-0.0673069	0.0129643	0.011729
EEG030	-0.0722866	0.0091823	0.0438181
EEG031	-0.0665437	0.013543	0.0770779
EEG032	-0.0523252	0.0127865	0.100967
EEG033	-0.0280585	0.011587	0.117958
EEG034	0.000515388	0.0108862	0.12759
EEG035	0.0318052	0.00653678	0.118437
EEG036	0.0569516	0.00657943	0.10376
EEG037	0.0760529	0.00417387	0.0771499
EEG038	0.0824758	0.000407666	0.0443928
EEG039	0.0766562	0.0058037	0.01034
EEG040	-0.0658129	-0.0273632	0.0110459
EEG041	-0.0702716	-0.0192588	0.043507
EEG042	-0.0651251	-0.0194027	0.0764458
EEG043	-0.050571	-0.0196842	0.100701
EEG044	-0.0261391	-0.0204698	0.117117
EEG045	0.00222865	-0.0287238	0.122992
EEG046	0.0306955	-0.0250557	0.118208
EEG047	0.0553871	-0.0279995	0.101945
EEG048	0.0711683	-0.0288281	0.0767909
EEG049	0.0757489	-0.0308749	0.0458431
EEG050	0.0750994	-0.0368511	0.0133052
EEG051	-0.0576994	-0.049266	0.014818
EEG052	-0.0609045	-0.042891	0.0471963
EEG053	-0.0573967	-0.0448349	0.0721465
EEG054	-0.0450324	-0.0484149	0.092535
EEG055	-0.022031	-0.0508484	0.106277
EEG056	0.000269551	-0.0534693	0.110015
EEG057	0.0256791	-0.0503231	0.107643
EEG058	0.0444299	-0.0541987	0.0948074
EEG059	0.0588763	-0.0540199	0.0731025
EEG060	0.0633489	-0.0546022	0.0500331
EEG065	0.0628413	-0.0557539	0.0171623
EEG066	-0.0474591	-0.0636153	0.049595
EEG067	-0.0308466	-0.0698502	0.0789419
EEG068	-0.00135712	-0.0746405	0.08626
EEG069	0.0313405	-0.0752621	0.0809616
EEG070	0.045114	-0.075206	0.0553693
EEG071	-0.0296431	-0.0784848	0.0547048
EEG072	-0.00230315	-0.0871705	0.0559338
EEG073	0.0225236	-0.0869165	0.057126
EEG074	0.00285597	-0.0830329	0.0181579
