onset	duration	trial_type	parametric gain	distance from indifference	parametric loss	gain	loss	PTval	respnum	respcat	response_time
0.000	3.000	parametric gain	-0.139	n/a	n/a	20	15	-19.460	0	-1	0.000
4.000	3.000	parametric gain	-0.189	n/a	n/a	18	12	-13.570	1	1	0.001
8.000	3.000	parametric gain	-0.389	n/a	n/a	10	15	-29.460	1	1	2.983
18.000	3.000	parametric gain	0.211	n/a	n/a	34	16	-8.100	0	-1	0.000
24.000	3.000	parametric gain	-0.189	n/a	n/a	18	5	4.850	1	1	1.757
28.000	3.000	parametric gain	0.011	n/a	n/a	26	13	-8.200	1	1	1.589
38.000	3.000	parametric gain	0.161	n/a	n/a	32	17	-12.730	3	0	2.104
42.000	3.000	parametric gain	-0.239	n/a	n/a	16	5	2.850	1	1	1.606
46.000	3.000	parametric gain	-0.089	n/a	n/a	22	7	3.580	1	1	1.223
52.000	3.000	parametric gain	0.261	n/a	n/a	36	8	14.950	1	1	1.177
56.000	3.000	parametric gain	-0.239	n/a	n/a	16	10	-10.310	3	0	1.921
62.000	3.000	parametric gain	0.111	n/a	n/a	30	13	-4.200	2	1	2.297
74.000	3.000	parametric gain	-0.289	n/a	n/a	14	17	-30.730	4	0	1.729
78.000	3.000	parametric gain	0.061	n/a	n/a	28	19	-21.990	3	0	1.984
82.000	3.000	parametric gain	-0.289	n/a	n/a	14	20	-38.620	4	0	2.038
86.000	3.000	parametric gain	0.011	n/a	n/a	26	16	-16.100	3	0	2.601
90.000	3.000	parametric gain	0.361	n/a	n/a	40	5	26.850	1	1	1.070
94.000	3.000	parametric gain	0.061	n/a	n/a	28	12	-3.570	2	1	1.569
98.000	3.000	parametric gain	-0.139	n/a	n/a	20	16	-22.100	3	0	1.785
102.000	3.000	parametric gain	0.011	n/a	n/a	26	5	12.850	1	1	1.294
106.000	3.000	parametric gain	0.161	n/a	n/a	32	20	-20.620	3	0	1.577
110.000	3.000	parametric gain	-0.189	n/a	n/a	18	17	-26.730	4	0	1.866
116.000	3.000	parametric gain	-0.139	n/a	n/a	20	6	4.210	1	1	1.106
120.000	3.000	parametric gain	-0.139	n/a	n/a	20	18	-27.360	4	0	1.726
126.000	3.000	parametric gain	0.361	n/a	n/a	40	7	21.580	1	1	1.446
130.000	3.000	parametric gain	0.261	n/a	n/a	36	6	20.210	1	1	1.007
134.000	3.000	parametric gain	-0.239	n/a	n/a	16	20	-36.620	4	0	1.374
140.000	3.000	parametric gain	0.361	n/a	n/a	40	15	0.540	3	0	2.010
148.000	3.000	parametric gain	-0.389	n/a	n/a	10	6	-5.790	3	0	2.359
