onset	duration	event_sample	trial_type	event_value	stim_file
26.1173	0	28729	Scrambled	17	s080.bmp
29.2909	0	32220	Unfamiliar	13	u053.bmp
32.2982	0	35528	Unfamiliar	14	u053.bmp
35.3718	0	38909	Scrambled	17	s035.bmp
38.6464	0	42511	Scrambled	17	s104.bmp
41.9709	0	46168	Scrambled	18	s104.bmp
45.3282	0	49861	Unfamiliar	13	u121.bmp
48.5355	0	53389	Famous	5	f100.bmp
51.8936	0	57083	Scrambled	19	s080.bmp
55.1345	0	60648	Famous	5	f140.bmp
58.3582	0	64194	Unfamiliar	13	u126.bmp
61.5155	0	67667	Scrambled	19	s035.bmp
64.6227	0	71085	Scrambled	17	s023.bmp
67.8136	0	74595	Scrambled	18	s023.bmp
71.1209	0	78233	Scrambled	17	s088.bmp
74.3282	0	81761	Scrambled	18	s088.bmp
77.4518	0	85197	Unfamiliar	15	u121.bmp
80.6927	0	88762	Unfamiliar	13	u045.bmp
83.9173	0	92309	Unfamiliar	14	u045.bmp
87.0073	0	95708	Famous	7	f100.bmp
90.2827	0	99311	Scrambled	17	s090.bmp
93.4891	0	102838	Famous	7	f140.bmp
96.63	0	106293	Unfamiliar	13	u038.bmp
99.8373	0	109821	Unfamiliar	14	u038.bmp
103.011	0	113312	Unfamiliar	15	u126.bmp
106.202	0	116822	Famous	5	f088.bmp
109.46	0	120406	Famous	6	f088.bmp
112.516	0	123768	Unfamiliar	13	u104.bmp
115.607	0	127168	Unfamiliar	14	u104.bmp
118.797	0	130677	Scrambled	17	s007.bmp
122.105	0	134316	Unfamiliar	13	u031.bmp
125.229	0	137752	Unfamiliar	14	u031.bmp
128.386	0	141225	Scrambled	19	s090.bmp
131.61	0	144771	Unfamiliar	13	u005.bmp
134.717	0	148189	Famous	5	f035.bmp
137.858	0	151644	Unfamiliar	13	u067.bmp
141.082	0	155190	Unfamiliar	13	u024.bmp
144.256	0	158682	Scrambled	19	s007.bmp
147.43	0	162173	Scrambled	17	s124.bmp
150.555	0	165610	Scrambled	17	s142.bmp
153.795	0	169174	Scrambled	18	s142.bmp
157.019	0	172721	Unfamiliar	15	u005.bmp
160.276	0	176304	Scrambled	17	s008.bmp
163.317	0	179649	Scrambled	18	s008.bmp
166.541	0	183195	Famous	7	f035.bmp
169.848	0	186833	Scrambled	17	s005.bmp
172.955	0	190251	Scrambled	18	s005.bmp
176.18	0	193798	Unfamiliar	15	u067.bmp
179.371	0	197308	Scrambled	17	s100.bmp
182.611	0	200872	Unfamiliar	15	u024.bmp
185.819	0	204401	Famous	5	f079.bmp
189.093	0	208002	Scrambled	19	s124.bmp
192.2	0	211420	Unfamiliar	13	u007.bmp
195.341	0	214875	Unfamiliar	14	u007.bmp
198.582	0	218440	Famous	5	f123.bmp
201.839	0	222023	Famous	6	f123.bmp
205.013	0	225514	Famous	5	f102.bmp
208.12	0	228932	Famous	5	f076.bmp
211.411	0	232552	Scrambled	19	s100.bmp
214.585	0	236044	Scrambled	17	s040.bmp
217.775	0	239553	Scrambled	18	s040.bmp
220.883	0	242971	Famous	7	f079.bmp
224.057	0	246463	Scrambled	17	s108.bmp
227.348	0	250083	Scrambled	17	s137.bmp
230.488	0	253537	Scrambled	18	s137.bmp
233.629	0	256992	Famous	5	f098.bmp
236.719	0	260391	Famous	6	f098.bmp
239.994	0	263993	Famous	7	f102.bmp
243.051	0	267356	Famous	5	f073.bmp
