onset	duration	trial_type	Response	Stimulus	response_time
8.519	0.200	auditory standard stimulus presentation	n/a	n/a	n/a
11.547	0.200	auditory standard stimulus presentation	0.000	standard	n/a
14.177	0.200	auditory standard stimulus presentation	0.000	standard	n/a
16.610	0.200	auditory standard stimulus presentation	0.000	standard	n/a
19.043	0.416	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
19.043	0.200	auditory oddball stimulus presentation	1.000	target	n/a
21.078	0.200	auditory oddball stimulus presentation	1.000	target	n/a
21.078	0.730	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
24.105	n/a	n/a	0.000	standard	n/a
26.737	0.599	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
26.737	0.200	auditory oddball stimulus presentation	1.000	target	n/a
29.384	0.200	auditory standard stimulus presentation	0.000	standard	n/a
32.213	0.200	auditory standard stimulus presentation	0.000	standard	n/a
34.663	0.200	auditory standard stimulus presentation	0.000	standard	n/a
37.706	0.200	auditory standard stimulus presentation	0.000	standard	n/a
40.156	0.200	auditory standard stimulus presentation	0.000	standard	n/a
42.587	0.200	auditory standard stimulus presentation	0.000	standard	n/a
45.218	0.200	auditory standard stimulus presentation	0.000	standard	n/a
47.866	0.200	auditory standard stimulus presentation	0.000	standard	n/a
50.116	0.454	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
50.116	0.200	auditory oddball stimulus presentation	1.000	target	n/a
53.144	0.200	auditory standard stimulus presentation	0.000	standard	n/a
55.379	0.200	auditory standard stimulus presentation	0.000	standard	n/a
57.826	0.200	auditory standard stimulus presentation	0.000	standard	n/a
60.657	0.411	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
60.657	0.200	auditory oddball stimulus presentation	1.000	target	n/a
62.891	0.200	auditory standard stimulus presentation	0.000	standard	n/a
65.339	0.200	auditory standard stimulus presentation	0.000	standard	n/a
67.590	0.415	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
67.590	0.200	auditory oddball stimulus presentation	1.000	target	n/a
70.418	0.200	auditory standard stimulus presentation	0.000	standard	n/a
73.067	0.200	auditory standard stimulus presentation	0.000	standard	n/a
75.101	0.200	auditory standard stimulus presentation	0.000	standard	n/a
77.732	0.200	auditory oddball stimulus presentation	1.000	target	n/a
77.732	0.354	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
79.784	0.200	auditory standard stimulus presentation	0.000	standard	n/a
82.018	0.200	auditory oddball stimulus presentation	1.000	target	n/a
82.018	0.444	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
84.451	n/a	n/a	0.000	standard	n/a
87.098	0.200	auditory standard stimulus presentation	0.000	standard	n/a
89.926	0.200	auditory standard stimulus presentation	0.000	standard	n/a
92.161	0.200	auditory standard stimulus presentation	0.000	standard	n/a
94.395	0.200	auditory standard stimulus presentation	0.000	standard	n/a
96.826	0.200	auditory standard stimulus presentation	0.000	standard	n/a
99.259	0.200	auditory standard stimulus presentation	0.000	standard	n/a
102.337	0.200	auditory standard stimulus presentation	0.000	standard	n/a
104.985	0.200	auditory standard stimulus presentation	0.000	standard	n/a
107.830	0.200	auditory oddball stimulus presentation	1.000	target	n/a
107.830	0.311	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
109.882	0.200	auditory standard stimulus presentation	0.000	standard	n/a
112.132	0.200	auditory oddball stimulus presentation	1.000	target	n/a
112.132	0.591	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
114.366	0.200	auditory standard stimulus presentation	0.000	standard	n/a
116.997	0.200	auditory oddball stimulus presentation	1.000	target	n/a
116.997	0.368	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
120.024	0.200	auditory standard stimulus presentation	0.000	standard	n/a
123.069	0.200	auditory standard stimulus presentation	0.000	standard	n/a
125.105	0.200	auditory standard stimulus presentation	0.000	standard	n/a
127.140	0.200	auditory standard stimulus presentation	0.000	standard	n/a
129.788	0.200	auditory standard stimulus presentation	0.000	standard	n/a
132.815	0.200	auditory standard stimulus presentation	0.000	standard	n/a
135.065	0.200	auditory standard stimulus presentation	0.000	standard	n/a
137.085	0.200	auditory oddball stimulus presentation	1.000	target	n/a
137.085	0.446	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
139.516	0.200	auditory oddball stimulus presentation	1.000	target	n/a
139.516	0.460	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
142.346	0.200	auditory standard stimulus presentation	0.000	standard	n/a
144.994	0.200	auditory oddball stimulus presentation	1.000	target	n/a
144.994	0.445	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
147.824	0.200	auditory standard stimulus presentation	0.000	standard	n/a
150.272	0.200	auditory standard stimulus presentation	0.000	standard	n/a
152.902	0.200	auditory standard stimulus presentation	0.000	standard	n/a
155.930	0.200	auditory standard stimulus presentation	0.000	standard	n/a
158.363	0.371	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
158.363	0.200	auditory oddball stimulus presentation	1.000	target	n/a
160.414	0.200	auditory standard stimulus presentation	0.000	standard	n/a
163.442	0.200	auditory standard stimulus presentation	0.000	standard	n/a
166.273	0.200	auditory standard stimulus presentation	0.000	standard	n/a
168.307	0.200	auditory standard stimulus presentation	0.000	standard	n/a
170.541	0.200	auditory oddball stimulus presentation	1.000	target	n/a
170.541	0.353	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
173.370	0.200	auditory standard stimulus presentation	0.000	standard	n/a
175.819	0.200	auditory standard stimulus presentation	0.000	standard	n/a
178.451	0.200	auditory standard stimulus presentation	0.000	standard	n/a
180.883	0.200	auditory standard stimulus presentation	0.000	standard	n/a
182.918	0.200	auditory standard stimulus presentation	0.000	standard	n/a
185.963	0.200	auditory standard stimulus presentation	0.000	standard	n/a
187.998	0.200	auditory standard stimulus presentation	0.000	standard	n/a
191.026	0.200	auditory standard stimulus presentation	0.000	standard	n/a
193.672	0.200	auditory standard stimulus presentation	0.000	standard	n/a
196.321	0.200	auditory standard stimulus presentation	0.000	standard	n/a
198.355	0.200	auditory standard stimulus presentation	0.000	standard	n/a
200.788	0.200	auditory standard stimulus presentation	0.000	standard	n/a
203.220	0.200	auditory standard stimulus presentation	0.000	standard	n/a
205.453	0.200	auditory standard stimulus presentation	0.000	standard	n/a
207.505	0.200	auditory standard stimulus presentation	0.000	standard	n/a
210.137	0.200	auditory oddball stimulus presentation	1.000	target	n/a
210.137	0.426	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
212.783	0.200	auditory standard stimulus presentation	0.000	standard	n/a
215.217	0.200	auditory standard stimulus presentation	0.000	standard	n/a
217.252	0.200	auditory standard stimulus presentation	0.000	standard	n/a
219.502	0.200	auditory oddball stimulus presentation	1.000	target	n/a
219.502	0.396	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
221.935	0.200	auditory standard stimulus presentation	0.000	standard	n/a
224.565	0.200	auditory standard stimulus presentation	0.000	standard	n/a
226.816	0.200	auditory standard stimulus presentation	0.000	standard	n/a
229.463	0.200	auditory standard stimulus presentation	0.000	standard	n/a
232.292	0.659	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
232.292	0.200	auditory oddball stimulus presentation	1.000	target	n/a
235.121	0.200	auditory standard stimulus presentation	0.000	standard	n/a
238.149	0.200	auditory standard stimulus presentation	0.000	standard	n/a
240.185	0.200	auditory standard stimulus presentation	0.000	standard	n/a
242.419	0.200	auditory standard stimulus presentation	0.000	standard	n/a
244.653	0.200	auditory oddball stimulus presentation	1.000	target	n/a
244.653	0.404	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
246.936	0.200	auditory standard stimulus presentation	0.000	standard	n/a
248.971	0.200	auditory standard stimulus presentation	0.000	standard	n/a
251.816	0.200	auditory standard stimulus presentation	0.000	standard	n/a
254.862	0.200	auditory standard stimulus presentation	0.000	standard	n/a
256.913	0.200	auditory standard stimulus presentation	0.000	standard	n/a
258.949	0.200	auditory standard stimulus presentation	0.000	standard	n/a
261.001	0.200	auditory standard stimulus presentation	0.000	standard	n/a
263.432	0.200	auditory standard stimulus presentation	0.000	standard	n/a
265.865	0.200	auditory standard stimulus presentation	0.000	standard	n/a
268.893	0.200	auditory standard stimulus presentation	0.000	standard	n/a
271.937	0.200	auditory standard stimulus presentation	0.000	standard	n/a
274.369	0.200	auditory standard stimulus presentation	0.000	standard	n/a
276.405	0.200	auditory standard stimulus presentation	0.000	standard	n/a
279.053	0.200	auditory standard stimulus presentation	0.000	standard	n/a
