onset	duration	trial_type	Response	Stimulus	response_time
5.109	0.200	visual standard stimulus presentation	n/a	n/a	n/a
7.723	0.200	visual standard stimulus presentation	n/a	n/a	n/a
10.736	0.200	visual standard stimulus presentation	0.000	standard	n/a
13.333	0.200	visual standard stimulus presentation	0.000	standard	n/a
15.930	0.384	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
15.930	0.200	visual oddball stimulus presentation	1.000	target	n/a
18.131	0.299	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
18.131	0.200	visual oddball stimulus presentation	1.000	target	n/a
20.729	0.200	visual standard stimulus presentation	0.000	standard	n/a
23.129	0.422	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
23.129	0.200	visual oddball stimulus presentation	1.000	target	n/a
26.124	0.200	visual standard stimulus presentation	0.000	standard	n/a
28.126	0.200	visual standard stimulus presentation	0.000	standard	n/a
30.921	0.200	visual standard stimulus presentation	0.000	standard	n/a
32.923	0.200	visual standard stimulus presentation	0.000	standard	n/a
35.522	0.200	visual standard stimulus presentation	0.000	standard	n/a
37.723	0.200	visual standard stimulus presentation	0.000	standard	n/a
40.519	0.200	visual standard stimulus presentation	0.000	standard	n/a
42.918	0.200	visual standard stimulus presentation	0.000	standard	n/a
45.714	0.200	visual standard stimulus presentation	0.000	standard	n/a
47.914	0.200	visual standard stimulus presentation	0.000	standard	n/a
50.712	0.200	visual standard stimulus presentation	0.000	standard	n/a
53.507	0.200	visual standard stimulus presentation	0.000	standard	n/a
56.105	0.200	visual oddball stimulus presentation	1.000	target	n/a
56.105	0.428	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
58.703	0.200	visual standard stimulus presentation	0.000	standard	n/a
61.301	0.200	visual standard stimulus presentation	0.000	standard	n/a
63.701	0.200	visual standard stimulus presentation	0.000	standard	n/a
65.900	0.200	visual standard stimulus presentation	0.000	standard	n/a
68.301	0.200	visual standard stimulus presentation	0.000	standard	n/a
70.897	0.200	visual standard stimulus presentation	0.000	standard	n/a
72.899	0.200	visual standard stimulus presentation	0.000	standard	n/a
75.697	0.468	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
75.697	0.200	visual oddball stimulus presentation	1.000	target	n/a
78.096	0.200	visual oddball stimulus presentation	1.000	target	n/a
78.096	0.341	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
80.693	0.200	visual standard stimulus presentation	0.000	standard	n/a
83.291	0.200	visual standard stimulus presentation	0.000	standard	n/a
85.690	0.200	visual standard stimulus presentation	0.000	standard	n/a
88.289	0.200	visual standard stimulus presentation	0.000	standard	n/a
90.886	0.200	visual standard stimulus presentation	0.000	standard	n/a
93.683	0.200	visual standard stimulus presentation	0.000	standard	n/a
95.685	0.500	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
95.685	0.200	visual oddball stimulus presentation	1.000	target	n/a
98.679	0.200	visual standard stimulus presentation	0.000	standard	n/a
100.682	0.200	visual standard stimulus presentation	0.000	standard	n/a
103.280	0.200	visual standard stimulus presentation	0.000	standard	n/a
105.282	0.200	visual standard stimulus presentation	0.000	standard	n/a
108.276	0.200	visual standard stimulus presentation	0.000	standard	n/a
110.477	0.200	visual standard stimulus presentation	0.000	standard	n/a
113.471	0.200	visual standard stimulus presentation	0.000	standard	n/a
116.466	0.200	visual standard stimulus presentation	0.000	standard	n/a
119.263	0.200	visual standard stimulus presentation	0.000	standard	n/a
121.266	0.200	visual standard stimulus presentation	0.000	standard	n/a
123.267	0.200	visual standard stimulus presentation	0.000	standard	n/a
125.865	0.200	visual oddball stimulus presentation	1.000	target	n/a
125.865	0.438	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
128.065	0.200	visual standard stimulus presentation	0.000	standard	n/a
131.060	0.200	visual standard stimulus presentation	0.000	standard	n/a
133.459	0.200	visual oddball stimulus presentation	1.000	target	n/a
133.459	0.409	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
136.256	0.200	visual standard stimulus presentation	0.000	standard	n/a
138.855	0.200	visual standard stimulus presentation	0.000	standard	n/a
141.254	0.200	visual standard stimulus presentation	0.000	standard	n/a
144.249	0.200	visual oddball stimulus presentation	1.000	target	n/a
144.249	0.415	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
147.243	0.200	visual standard stimulus presentation	0.000	standard	n/a
149.443	0.200	visual standard stimulus presentation	0.000	standard	n/a
152.438	0.200	visual standard stimulus presentation	0.000	standard	n/a
155.433	0.200	visual standard stimulus presentation	0.000	standard	n/a
158.230	0.200	visual standard stimulus presentation	0.000	standard	n/a
161.026	0.200	visual standard stimulus presentation	0.000	standard	n/a
163.623	0.200	visual standard stimulus presentation	0.000	standard	n/a
165.627	0.200	visual standard stimulus presentation	0.000	standard	n/a
168.422	0.200	visual oddball stimulus presentation	1.000	target	n/a
168.422	0.527	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
170.425	0.200	visual standard stimulus presentation	0.000	standard	n/a
172.427	0.200	visual standard stimulus presentation	0.000	standard	n/a
174.429	0.200	visual standard stimulus presentation	0.000	standard	n/a
176.828	0.200	visual standard stimulus presentation	0.000	standard	n/a
179.029	0.200	visual standard stimulus presentation	0.000	standard	n/a
181.825	0.200	visual oddball stimulus presentation	1.000	target	n/a
181.825	0.337	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
184.224	0.459	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
184.224	0.200	visual oddball stimulus presentation	1.000	target	n/a
186.425	0.200	visual standard stimulus presentation	0.000	standard	n/a
189.420	0.434	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
189.420	0.200	visual oddball stimulus presentation	1.000	target	n/a
192.414	0.200	visual standard stimulus presentation	0.000	standard	n/a
195.211	0.200	visual standard stimulus presentation	0.000	standard	n/a
197.611	0.200	visual standard stimulus presentation	0.000	standard	n/a
200.209	0.200	visual standard stimulus presentation	0.000	standard	n/a
202.409	0.200	visual standard stimulus presentation	0.000	standard	n/a
205.205	0.200	visual standard stimulus presentation	0.000	standard	n/a
207.604	0.200	visual standard stimulus presentation	0.000	standard	n/a
210.600	0.200	visual standard stimulus presentation	0.000	standard	n/a
212.998	0.486	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
212.998	0.200	visual oddball stimulus presentation	1.000	target	n/a
215.200	0.200	visual oddball stimulus presentation	1.000	target	n/a
215.200	0.496	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
217.598	0.200	visual standard stimulus presentation	0.000	standard	n/a
220.394	0.200	visual standard stimulus presentation	0.000	standard	n/a
223.191	0.200	visual oddball stimulus presentation	1.000	target	n/a
223.191	0.473	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
225.789	0.200	visual standard stimulus presentation	0.000	standard	n/a
227.791	0.200	visual standard stimulus presentation	0.000	standard	n/a
229.992	0.393	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
229.992	0.200	visual oddball stimulus presentation	1.000	target	n/a
232.986	0.479	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
232.986	0.200	visual oddball stimulus presentation	1.000	target	n/a
235.386	0.200	visual standard stimulus presentation	0.000	standard	n/a
237.586	0.200	visual standard stimulus presentation	0.000	standard	n/a
239.985	0.200	visual standard stimulus presentation	0.000	standard	n/a
242.187	0.200	visual standard stimulus presentation	0.000	standard	n/a
244.586	0.200	visual standard stimulus presentation	0.000	standard	n/a
246.588	0.200	visual standard stimulus presentation	0.000	standard	n/a
248.590	0.200	visual standard stimulus presentation	0.000	standard	n/a
250.592	0.200	visual standard stimulus presentation	0.000	standard	n/a
253.190	0.200	visual standard stimulus presentation	0.000	standard	n/a
255.986	0.200	visual standard stimulus presentation	0.000	standard	n/a
257.989	0.419	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
257.989	0.200	visual oddball stimulus presentation	1.000	target	n/a
260.785	0.523	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
260.785	0.200	visual oddball stimulus presentation	1.000	target	n/a
263.383	0.200	visual standard stimulus presentation	0.000	standard	n/a
265.582	0.200	visual standard stimulus presentation	0.000	standard	n/a
267.784	0.200	visual standard stimulus presentation	0.000	standard	n/a
270.381	n/a	n/a	1.000	standard	n/a
272.582	0.200	visual standard stimulus presentation	0.000	standard	n/a
275.576	0.200	visual standard stimulus presentation	0.000	standard	n/a
278.374	0.200	visual standard stimulus presentation	0.000	standard	n/a
280.375	0.200	visual standard stimulus presentation	0.000	standard	n/a
283.371	0.200	visual oddball stimulus presentation	1.000	target	n/a
283.371	0.479	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
285.969	0.200	visual standard stimulus presentation	0.000	standard	n/a
288.566	0.200	visual standard stimulus presentation	0.000	standard	n/a
290.766	0.200	visual standard stimulus presentation	0.000	standard	n/a
293.563	0.351	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
293.563	0.200	visual oddball stimulus presentation	1.000	target	n/a
295.565	0.200	visual standard stimulus presentation	0.000	standard	n/a
298.361	0.490	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
298.361	0.200	visual oddball stimulus presentation	1.000	target	n/a
300.562	0.200	visual standard stimulus presentation	0.000	standard	n/a
303.160	0.200	visual standard stimulus presentation	0.000	standard	n/a
305.559	0.200	visual standard stimulus presentation	0.000	standard	n/a
307.561	0.565	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
307.561	0.200	visual oddball stimulus presentation	1.000	target	n/a
310.158	0.200	visual standard stimulus presentation	0.000	standard	n/a
312.559	0.200	visual standard stimulus presentation	0.000	standard	n/a
315.355	0.200	visual standard stimulus presentation	0.000	standard	n/a
n/a	n/a	n/a	5.109	0	standard
n/a	n/a	n/a	7.723	0	standard
