onset	duration	trial_type	Response	Stimulus	response_time
4.983	0.200	auditory standard stimulus presentation	n/a	n/a	n/a
7.598	0.200	auditory standard stimulus presentation	n/a	n/a	n/a
10.426	0.382	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
10.426	0.200	auditory oddball stimulus presentation	1.000	target	n/a
12.660	0.200	auditory standard stimulus presentation	0.000	standard	n/a
14.697	0.200	auditory standard stimulus presentation	0.000	standard	n/a
17.327	0.300	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
17.327	0.200	auditory oddball stimulus presentation	1.000	target	n/a
19.363	0.200	auditory standard stimulus presentation	0.000	standard	n/a
21.446	0.316	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
21.446	0.200	auditory oddball stimulus presentation	1.000	target	n/a
23.879	0.200	auditory standard stimulus presentation	0.000	standard	n/a
25.932	0.382	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
25.932	0.200	auditory oddball stimulus presentation	1.000	target	n/a
27.983	0.200	auditory standard stimulus presentation	0.000	standard	n/a
30.233	0.200	auditory standard stimulus presentation	0.000	standard	n/a
32.268	0.200	auditory standard stimulus presentation	0.000	standard	n/a
35.313	0.200	auditory standard stimulus presentation	0.000	standard	n/a
37.762	0.200	auditory standard stimulus presentation	0.000	standard	n/a
40.592	0.200	auditory standard stimulus presentation	0.000	standard	n/a
43.023	0.390	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
43.023	0.200	auditory oddball stimulus presentation	1.000	target	n/a
45.257	0.200	auditory standard stimulus presentation	0.000	standard	n/a
48.103	0.200	auditory standard stimulus presentation	0.000	standard	n/a
50.536	0.200	auditory standard stimulus presentation	0.000	standard	n/a
53.564	0.200	auditory standard stimulus presentation	0.000	standard	n/a
56.592	0.200	auditory oddball stimulus presentation	1.000	target	n/a
56.592	0.495	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
58.643	0.200	auditory standard stimulus presentation	0.000	standard	n/a
61.671	0.415	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
61.671	0.200	auditory oddball stimulus presentation	1.000	target	n/a
63.905	0.200	auditory standard stimulus presentation	0.000	standard	n/a
66.155	0.200	auditory standard stimulus presentation	0.000	standard	n/a
68.405	0.433	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
68.405	0.200	auditory oddball stimulus presentation	1.000	target	n/a
71.037	0.200	auditory standard stimulus presentation	0.000	standard	n/a
73.684	0.200	auditory standard stimulus presentation	0.000	standard	n/a
75.719	0.200	auditory standard stimulus presentation	0.000	standard	n/a
77.754	0.200	auditory standard stimulus presentation	0.000	standard	n/a
80.186	0.200	auditory standard stimulus presentation	0.000	standard	n/a
83.231	0.200	auditory standard stimulus presentation	0.000	standard	n/a
85.862	0.200	auditory standard stimulus presentation	0.000	standard	n/a
88.906	0.200	auditory standard stimulus presentation	0.000	standard	n/a
91.356	0.200	auditory standard stimulus presentation	0.000	standard	n/a
94.400	0.200	auditory standard stimulus presentation	0.000	standard	n/a
96.833	0.200	auditory standard stimulus presentation	0.000	standard	n/a
99.066	0.200	auditory oddball stimulus presentation	1.000	target	n/a
99.066	0.365	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
101.316	0.200	auditory standard stimulus presentation	0.000	standard	n/a
104.345	0.200	auditory standard stimulus presentation	0.000	standard	n/a
107.206	0.456	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
107.206	0.200	auditory oddball stimulus presentation	1.000	target	n/a
109.243	0.200	auditory standard stimulus presentation	0.000	standard	n/a
111.675	0.200	auditory standard stimulus presentation	0.000	standard	n/a
114.503	0.589	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
114.503	0.200	auditory oddball stimulus presentation	1.000	target	n/a
116.937	0.200	auditory standard stimulus presentation	0.000	standard	n/a
119.384	0.200	auditory standard stimulus presentation	0.000	standard	n/a
122.215	0.200	auditory standard stimulus presentation	0.000	standard	n/a
124.878	0.200	auditory standard stimulus presentation	0.000	standard	n/a
127.906	0.200	auditory standard stimulus presentation	0.000	standard	n/a
130.339	0.200	auditory standard stimulus presentation	0.000	standard	n/a
132.772	0.200	auditory standard stimulus presentation	0.000	standard	n/a
134.823	0.200	auditory standard stimulus presentation	0.000	standard	n/a
137.453	0.200	auditory standard stimulus presentation	0.000	standard	n/a
139.523	0.200	auditory standard stimulus presentation	0.000	standard	n/a
142.566	0.200	auditory standard stimulus presentation	0.000	standard	n/a
145.595	0.200	auditory standard stimulus presentation	0.000	standard	n/a
148.639	0.200	auditory standard stimulus presentation	0.000	standard	n/a
150.675	0.200	auditory standard stimulus presentation	0.000	standard	n/a
153.321	0.200	auditory standard stimulus presentation	0.000	standard	n/a
155.755	0.200	auditory standard stimulus presentation	0.000	standard	n/a
157.988	0.631	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
157.988	0.200	auditory oddball stimulus presentation	1.000	target	n/a
160.238	0.200	auditory standard stimulus presentation	0.000	standard	n/a
163.084	0.200	auditory standard stimulus presentation	0.000	standard	n/a
165.517	0.200	auditory standard stimulus presentation	0.000	standard	n/a
168.544	0.200	auditory standard stimulus presentation	0.000	standard	n/a
170.977	0.200	auditory standard stimulus presentation	0.000	standard	n/a
173.211	0.200	auditory standard stimulus presentation	0.000	standard	n/a
175.642	0.200	auditory standard stimulus presentation	0.000	standard	n/a
178.076	0.200	auditory standard stimulus presentation	0.000	standard	n/a
180.309	0.200	auditory standard stimulus presentation	0.000	standard	n/a
182.742	0.200	auditory standard stimulus presentation	0.000	standard	n/a
184.793	0.341	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
184.793	0.200	auditory oddball stimulus presentation	1.000	target	n/a
187.077	0.265	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
187.077	0.200	auditory oddball stimulus presentation	1.000	target	n/a
189.724	0.200	auditory standard stimulus presentation	0.000	standard	n/a
192.752	0.200	auditory standard stimulus presentation	0.000	standard	n/a
195.400	n/a	n/a	0.000	standard	n/a
198.047	0.200	auditory standard stimulus presentation	0.000	standard	n/a
200.495	0.200	auditory standard stimulus presentation	0.000	standard	n/a
202.548	0.200	auditory standard stimulus presentation	0.000	standard	n/a
204.997	0.200	auditory standard stimulus presentation	0.000	standard	n/a
207.247	0.200	auditory oddball stimulus presentation	1.000	target	n/a
207.247	0.624	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
209.299	0.200	auditory standard stimulus presentation	0.000	standard	n/a
211.333	0.477	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
211.333	0.200	auditory oddball stimulus presentation	1.000	target	n/a
213.783	0.200	auditory standard stimulus presentation	0.000	standard	n/a
216.827	0.200	auditory standard stimulus presentation	0.000	standard	n/a
219.260	0.200	auditory oddball stimulus presentation	1.000	target	n/a
219.260	0.400	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
221.492	0.200	auditory standard stimulus presentation	0.000	standard	n/a
224.538	0.200	auditory standard stimulus presentation	0.000	standard	n/a
227.367	0.200	auditory standard stimulus presentation	0.000	standard	n/a
229.617	0.200	auditory standard stimulus presentation	0.000	standard	n/a
232.248	0.200	auditory standard stimulus presentation	0.000	standard	n/a
234.680	0.431	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
234.680	0.200	auditory oddball stimulus presentation	1.000	target	n/a
237.113	0.200	auditory standard stimulus presentation	0.000	standard	n/a
239.760	0.200	auditory standard stimulus presentation	0.000	standard	n/a
242.805	0.200	auditory standard stimulus presentation	0.000	standard	n/a
245.237	0.657	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
245.237	0.200	auditory oddball stimulus presentation	1.000	target	n/a
248.066	0.200	auditory standard stimulus presentation	0.000	standard	n/a
250.301	0.200	auditory standard stimulus presentation	0.000	standard	n/a
252.534	0.200	auditory standard stimulus presentation	0.000	standard	n/a
254.768	0.200	auditory standard stimulus presentation	0.000	standard	n/a
257.796	0.200	auditory standard stimulus presentation	0.000	standard	n/a
259.831	0.200	auditory standard stimulus presentation	0.000	standard	n/a
262.859	0.200	auditory standard stimulus presentation	0.000	standard	n/a
265.705	0.200	auditory standard stimulus presentation	0.000	standard	n/a
268.154	0.200	auditory standard stimulus presentation	0.000	standard	n/a
270.189	0.200	auditory standard stimulus presentation	0.000	standard	n/a
273.019	0.347	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
