onset	duration	value
22.542969	0.0	house-upright-f1
22.609375	0.0	house-upright-f2
22.675781	0.0	house-upright-f3
22.742188	0.0	house-upright-f4
22.808594	0.0	house-upright-f5
22.875	0.0	house-upright-f6
23.341797	0.0	face-upright-f1
23.408203	0.0	face-upright-f2
23.474609	0.0	face-upright-f3
23.541016	0.0	face-upright-f4
23.608398	0.0	face-upright-f5
23.674805	0.0	face-upright-f6
24.140625	0.0	checker-f1
24.223633	0.0	checker-f2
24.307617	0.0	checker-f3
24.390625	0.0	checker-f4
24.473633	0.0	checker-f5
24.556641	0.0	checker-f6
25.373047	0.0	face-inverted-f1
25.439453	0.0	face-inverted-f2
25.505859	0.0	face-inverted-f3
25.572266	0.0	face-inverted-f4
25.638672	0.0	face-inverted-f5
25.706055	0.0	face-inverted-f6
26.171875	0.0	house-inverted-f1
26.254883	0.0	house-inverted-f2
26.337891	0.0	house-inverted-f3
26.421875	0.0	house-inverted-f4
26.504883	0.0	house-inverted-f5
26.587891	0.0	house-inverted-f6
27.204102	0.0	face-inverted-f1
27.270508	0.0	face-inverted-f2
27.336914	0.0	face-inverted-f3
27.404297	0.0	face-inverted-f4
27.470703	0.0	face-inverted-f5
27.537109	0.0	face-inverted-f6
28.00293	0.0	checker-f1
28.069336	0.0	checker-f2
28.136719	0.0	checker-f3
28.203125	0.0	checker-f4
28.269531	0.0	checker-f5
28.335938	0.0	checker-f6
28.802734	0.0	face-upright-f1
28.885742	0.0	face-upright-f2
28.96875	0.0	face-upright-f3
29.051758	0.0	face-upright-f4
29.135742	0.0	face-upright-f5
29.21875	0.0	face-upright-f6
29.800781	0.0	house-inverted-f1
29.884766	0.0	house-inverted-f2
29.967773	0.0	house-inverted-f3
30.050781	0.0	house-inverted-f4
30.133789	0.0	house-inverted-f5
30.217773	0.0	house-inverted-f6
30.799805	0.0	house-upright-f1
30.866211	0.0	house-upright-f2
30.933594	0.0	house-upright-f3
31.0	0.0	house-upright-f4
31.066406	0.0	house-upright-f5
31.132813	0.0	house-upright-f6
31.599609	0.0	house-inverted-f1
31.682617	0.0	house-inverted-f2
31.765625	0.0	house-inverted-f3
31.848633	0.0	house-inverted-f4
31.932617	0.0	house-inverted-f5
32.015625	0.0	house-inverted-f6
32.631836	0.0	face-upright-f1
32.714844	0.0	face-upright-f2
32.797852	0.0	face-upright-f3
32.880859	0.0	face-upright-f4
32.964844	0.0	face-upright-f5
33.047852	0.0	face-upright-f6
33.629883	0.0	face-inverted-f1
33.697266	0.0	face-inverted-f2
33.763672	0.0	face-inverted-f3
33.830078	0.0	face-inverted-f4
33.896484	0.0	face-inverted-f5
33.962891	0.0	face-inverted-f6
34.429688	0.0	house-upright-f1
34.512695	0.0	house-upright-f2
34.595703	0.0	house-upright-f3
34.679688	0.0	house-upright-f4
34.762695	0.0	house-upright-f5
34.845703	0.0	house-upright-f6
35.428711	0.0	checker-f1
35.511719	0.0	checker-f2
35.594727	0.0	checker-f3
35.677734	0.0	checker-f4
35.761719	0.0	checker-f5
35.844727	0.0	checker-f6
36.460938	0.0	house-inverted-f1
36.543945	0.0	house-inverted-f2
36.626953	0.0	house-inverted-f3
36.709961	0.0	house-inverted-f4
36.793945	0.0	house-inverted-f5
36.876953	0.0	house-inverted-f6
37.459961	0.0	checker-f1
37.542969	0.0	checker-f2
37.625977	0.0	checker-f3
37.708984	0.0	checker-f4
37.791992	0.0	checker-f5
37.875977	0.0	checker-f6
38.474609	0.0	house-upright-f1
38.558594	0.0	house-upright-f2
38.641602	0.0	house-upright-f3
38.724609	0.0	house-upright-f4
38.807617	0.0	house-upright-f5
38.891602	0.0	house-upright-f6
39.506836	0.0	face-inverted-f1
39.574219	0.0	face-inverted-f2
39.640625	0.0	face-inverted-f3
39.707031	0.0	face-inverted-f4
39.773438	0.0	face-inverted-f5
39.839844	0.0	face-inverted-f6
40.306641	0.0	face-upright-f1
40.373047	0.0	face-upright-f2
40.439453	0.0	face-upright-f3
40.505859	0.0	face-upright-f4
40.573242	0.0	face-upright-f5
40.639648	0.0	face-upright-f6
41.105469	0.0	checker-f1
41.188477	0.0	checker-f2
41.272461	0.0	checker-f3
41.355469	0.0	checker-f4
41.438477	0.0	checker-f5
41.521484	0.0	checker-f6
42.104492	0.0	house-upright-f1
42.1875	0.0	house-upright-f2
42.270508	0.0	house-upright-f3
42.354492	0.0	house-upright-f4
42.4375	0.0	house-upright-f5
42.520508	0.0	house-upright-f6
43.103516	0.0	face-inverted-f1
43.186523	0.0	face-inverted-f2
43.269531	0.0	face-inverted-f3
43.353516	0.0	face-inverted-f4
43.436523	0.0	face-inverted-f5
43.519531	0.0	face-inverted-f6
44.102539	0.0	face-upright-f1
44.168945	0.0	face-upright-f2
44.235352	0.0	face-upright-f3
44.301758	0.0	face-upright-f4
44.368164	0.0	face-upright-f5
44.435547	0.0	face-upright-f6
44.901367	0.0	house-inverted-f1
44.967773	0.0	house-inverted-f2
45.03418	0.0	house-inverted-f3
45.101563	0.0	house-inverted-f4
45.167969	0.0	house-inverted-f5
45.234375	0.0	house-inverted-f6
45.700195	0.0	house-upright-f1
45.767578	0.0	house-upright-f2
45.833984	0.0	house-upright-f3
45.900391	0.0	house-upright-f4
45.966797	0.0	house-upright-f5
46.033203	0.0	house-upright-f6
46.5	0.0	face-inverted-f1
46.566406	0.0	face-inverted-f2
46.632813	0.0	face-inverted-f3
46.699219	0.0	face-inverted-f4
46.765625	0.0	face-inverted-f5
46.833008	0.0	face-inverted-f6
47.298828	0.0	checker-f1
47.365234	0.0	checker-f2
47.431641	0.0	checker-f3
47.499023	0.0	checker-f4
47.56543	0.0	checker-f5
47.631836	0.0	checker-f6
48.097656	0.0	house-inverted-f1
48.147461	0.0	house-inverted-f2
48.198242	0.0	house-inverted-f3
48.248047	0.0	house-inverted-f4
48.297852	0.0	house-inverted-f5
48.347656	0.0	house-inverted-f6
48.697266	0.0	face-upright-f1
48.763672	0.0	face-upright-f2
48.830078	0.0	face-upright-f3
48.897461	0.0	face-upright-f4
48.963867	0.0	face-upright-f5
49.030273	0.0	face-upright-f6
49.496094	0.0	face-inverted-f1
49.5625	0.0	face-inverted-f2
49.629883	0.0	face-inverted-f3
49.696289	0.0	face-inverted-f4
49.762695	0.0	face-inverted-f5
49.829102	0.0	face-inverted-f6
50.295898	0.0	house-upright-f1
50.362305	0.0	house-upright-f2
50.428711	0.0	house-upright-f3
50.495117	0.0	house-upright-f4
50.561523	0.0	house-upright-f5
50.628906	0.0	house-upright-f6
51.094727	0.0	checker-f1
51.161133	0.0	checker-f2
51.227539	0.0	checker-f3
51.293945	0.0	checker-f4
51.361328	0.0	checker-f5
51.427734	0.0	checker-f6
51.893555	0.0	face-upright-f1
51.959961	0.0	face-upright-f2
52.027344	0.0	face-upright-f3
52.09375	0.0	face-upright-f4
52.160156	0.0	face-upright-f5
52.226563	0.0	face-upright-f6
52.692383	0.0	house-inverted-f1
52.776367	0.0	house-inverted-f2
52.859375	0.0	house-inverted-f3
52.942383	0.0	house-inverted-f4
53.025391	0.0	house-inverted-f5
53.109375	0.0	house-inverted-f6
53.691406	0.0	checker-f1
53.758789	0.0	checker-f2
53.825195	0.0	checker-f3
53.891602	0.0	checker-f4
53.958008	0.0	checker-f5
54.024414	0.0	checker-f6
54.491211	0.0	house-inverted-f1
54.574219	0.0	house-inverted-f2
54.657227	0.0	house-inverted-f3
54.740234	0.0	house-inverted-f4
54.824219	0.0	house-inverted-f5
54.907227	0.0	house-inverted-f6
55.490234	0.0	house-upright-f1
55.556641	0.0	house-upright-f2
55.639648	0.0	house-upright-f3
55.706055	0.0	house-upright-f4
55.789063	0.0	house-upright-f5
55.873047	0.0	house-upright-f6
56.405273	0.0	face-upright-f1
56.488281	0.0	face-upright-f2
56.572266	0.0	face-upright-f3
56.655273	0.0	face-upright-f4
56.738281	0.0	face-upright-f5
56.821289	0.0	face-upright-f6
