onset	duration	trial_type	easy_par	hard_par
16.013	4.500	easy_par	0.562	n/a
21.258	4.500	easy_par	-0.438	n/a
31.763	4.500	easy_par	0.562	n/a
37.007	4.500	easy_par	-0.438	n/a
42.251	4.500	hard_par	n/a	0.500
47.512	4.500	easy_par	-0.438	n/a
52.757	4.500	easy_par	-0.438	n/a
58.017	4.500	easy_par	-0.438	n/a
63.261	4.500	hard_par	n/a	0.500
68.506	4.500	hard_par	n/a	-0.500
73.767	4.500	hard_par	n/a	-0.500
79.011	4.500	easy_par	0.562	n/a
84.255	4.500	easy_par	0.562	n/a
89.516	4.500	easy_par	0.562	n/a
94.760	4.500	easy_par	0.562	n/a
105.266	4.500	hard_par	n/a	-0.500
110.510	4.500	hard_par	n/a	-0.500
115.754	4.500	hard_par	n/a	-0.500
121.015	4.500	easy_par	0.562	n/a
126.259	4.500	hard_par	n/a	-0.500
131.503	4.500	hard_par	n/a	0.500
136.764	4.500	easy_par	-0.438	n/a
142.009	4.500	easy_par	0.562	n/a
147.253	4.500	hard_par	n/a	0.500
152.514	4.500	easy_par	0.562	n/a
157.758	4.500	hard_par	n/a	0.500
163.002	4.500	hard_par	n/a	-0.500
168.263	4.500	hard_par	n/a	-0.500
178.752	4.500	easy_par	-0.438	n/a
184.013	4.500	hard_par	n/a	0.500
189.257	4.500	hard_par	n/a	0.500
194.501	4.500	easy_par	0.562	n/a
199.762	4.500	easy_par	-0.438	n/a
205.006	4.500	hard_par	n/a	-0.500
210.267	4.500	hard_par	n/a	-0.500
215.512	4.500	hard_par	n/a	0.500
220.756	4.500	hard_par	n/a	-0.500
226.017	4.500	easy_par	-0.438	n/a
231.261	4.500	easy_par	0.562	n/a
236.505	4.500	hard_par	n/a	-0.500
241.766	4.500	easy_par	-0.438	n/a
252.255	4.500	easy_par	-0.438	n/a
257.515	4.500	easy_par	-0.438	n/a
262.760	4.500	hard_par	n/a	0.500
268.004	4.500	easy_par	0.562	n/a
273.265	4.500	easy_par	-0.438	n/a
278.509	4.500	hard_par	n/a	0.500
283.753	4.500	easy_par	0.562	n/a
289.014	4.500	easy_par	-0.438	n/a
294.259	4.500	hard_par	n/a	-0.500
299.503	4.500	hard_par	n/a	-0.500
304.764	4.500	easy_par	-0.438	n/a
310.008	4.500	easy_par	0.562	n/a
315.252	4.500	hard_par	n/a	-0.500
325.757	4.500	easy_par	-0.438	n/a
331.002	4.500	easy_par	-0.438	n/a
336.262	4.500	hard_par	n/a	0.500
341.507	4.500	hard_par	n/a	0.500
346.751	4.500	hard_par	n/a	-0.500
352.012	4.500	easy_par	-0.438	n/a
357.256	4.500	hard_par	n/a	0.500
362.517	4.500	easy_par	-0.438	n/a
367.761	4.500	hard_par	n/a	-0.500
373.005	4.500	easy_par	-0.438	n/a
378.267	4.500	easy_par	0.562	n/a
383.511	4.500	easy_par	-0.438	n/a
388.755	4.500	hard_par	n/a	-0.500
399.260	4.500	hard_par	n/a	-0.500
404.505	4.500	easy_par	-0.438	n/a
409.765	4.500	hard_par	n/a	-0.500
415.010	4.500	hard_par	n/a	0.500
420.254	4.500	hard_par	n/a	-0.500
425.515	4.500	easy_par	-0.438	n/a
430.759	4.500	hard_par	n/a	0.500
436.003	4.500	hard_par	n/a	0.500
441.264	4.500	easy_par	0.562	n/a
446.508	4.500	hard_par	n/a	0.500
451.753	4.500	hard_par	n/a	0.500
457.014	4.500	easy_par	0.562	n/a
462.258	4.500	easy_par	-0.438	n/a
472.763	4.500	easy_par	-0.438	n/a
478.007	4.500	hard_par	n/a	0.500
483.251	4.500	hard_par	n/a	0.500
488.512	4.500	easy_par	-0.438	n/a
493.757	4.500	hard_par	n/a	0.500
499.001	4.500	easy_par	0.562	n/a
504.262	4.500	easy_par	-0.438	n/a
509.506	4.500	easy_par	0.562	n/a
514.767	4.500	hard_par	n/a	0.500
520.011	4.500	easy_par	0.562	n/a
525.255	4.500	hard_par	n/a	-0.500
530.516	4.500	hard_par	n/a	-0.500
535.761	4.500	easy_par	0.562	n/a
546.266	4.500	hard_par	n/a	-0.500
551.510	4.500	hard_par	n/a	0.500
556.754	4.500	hard_par	n/a	0.500
