onset	duration	trial_type	cash_demean	control_pumps_demean	explode_demean	pumps_demean
0.059000000000000004	0.956	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
0.059000000000000004	0.772	pumps_demean	n/a	n/a	n/a	-0.5
4.004	0.507	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
4.004	0.772	pumps_demean	n/a	n/a	n/a	0.5
7.557	0.515	cash_fixed_real_RT	n/a	n/a	n/a	n/a
7.557	0.772	cash_demean	-1.3530000000000002	n/a	n/a	n/a
12.2	0.488	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
12.2	0.772	pumps_demean	n/a	n/a	n/a	-1.5
15.184000000000001	0.29600000000000004	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
15.184000000000001	0.772	pumps_demean	n/a	n/a	n/a	-0.5
17.250999999999998	0.772	pumps_demean	n/a	n/a	n/a	0.5
17.250999999999998	0.42	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
18.868	0.772	pumps_demean	n/a	n/a	n/a	1.5
18.868	0.691	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
20.631999999999998	0.772	explode_demean	n/a	n/a	1.167	n/a
23.969	0.414	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
23.969	0.772	pumps_demean	n/a	n/a	n/a	-0.5
25.468000000000004	0.452	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
25.468000000000004	0.772	pumps_demean	n/a	n/a	n/a	0.5
28.363000000000003	0.772	cash_demean	-1.3530000000000002	n/a	n/a	n/a
28.363000000000003	0.588	cash_fixed_real_RT	n/a	n/a	n/a	n/a
33.733000000000004	0.772	control_pumps_demean	n/a	-5.5	n/a	n/a
33.733000000000004	0.379	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
35.369	0.772	control_pumps_demean	n/a	-4.5	n/a	n/a
35.369	0.32	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
38.528	0.919	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
38.528	0.772	control_pumps_demean	n/a	-3.5	n/a	n/a
41.345	0.772	control_pumps_demean	n/a	-2.5	n/a	n/a
41.345	0.36700000000000005	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
44.728	0.772	control_pumps_demean	n/a	-1.5	n/a	n/a
44.728	0.32799999999999996	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
47.391000000000005	0.449	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
47.391000000000005	0.772	control_pumps_demean	n/a	-0.5	n/a	n/a
49.788000000000004	0.772	control_pumps_demean	n/a	0.5	n/a	n/a
49.788000000000004	0.507	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
52.38	0.772	control_pumps_demean	n/a	1.5	n/a	n/a
52.38	0.58	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
55.724	0.772	control_pumps_demean	n/a	2.5	n/a	n/a
55.724	0.484	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
59.141000000000005	0.772	control_pumps_demean	n/a	3.5	n/a	n/a
59.141000000000005	0.371	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
61.33	0.772	control_pumps_demean	n/a	4.5	n/a	n/a
61.33	0.55	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
63.907	0.509	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
63.907	0.772	control_pumps_demean	n/a	5.5	n/a	n/a
75.692	0.42	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
75.692	0.772	pumps_demean	n/a	n/a	n/a	-1.0
77.71600000000001	0.772	pumps_demean	n/a	n/a	n/a	0.0
77.71600000000001	0.397	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
79.374	0.772	pumps_demean	n/a	n/a	n/a	1.0
79.374	1.453	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
83.07	0.772	cash_demean	-0.353	n/a	n/a	n/a
83.07	0.379	cash_fixed_real_RT	n/a	n/a	n/a	n/a
95.729	0.415	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
95.729	0.772	pumps_demean	n/a	n/a	n/a	0.0
98.189	0.772	explode_demean	n/a	n/a	-1.8330000000000002	n/a
103.51799999999999	0.795	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
103.51799999999999	0.772	control_pumps_demean	n/a	-1.5	n/a	n/a
105.682	0.772	control_pumps_demean	n/a	-0.5	n/a	n/a
105.682	0.527	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
107.705	0.772	control_pumps_demean	n/a	0.5	n/a	n/a
107.705	0.35200000000000004	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
110.803	0.509	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
110.803	0.772	control_pumps_demean	n/a	1.5	n/a	n/a
119.154	0.6779999999999999	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
119.154	0.772	control_pumps_demean	n/a	-2.0	n/a	n/a
121.01100000000001	0.237	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
121.01100000000001	0.772	control_pumps_demean	n/a	-1.0	n/a	n/a
122.635	0.772	control_pumps_demean	n/a	0.0	n/a	n/a
122.635	0.045	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
124.539	0.326	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
124.539	0.772	control_pumps_demean	n/a	1.0	n/a	n/a
