onset	duration	trial_type	feedback	TrialNum	StimCond	StimulusNum	Response	response_time	Correct	Feedback
0.190	2.000	feedback	-1.520	1	1	10	R	1.284	0	L
4.691	2.000	feedback	0.480	2	1	13	L	0.975	1	L
9.093	2.000	feedback	0.480	3	1	2	R	0.995	1	R
13.587	2.000	feedback	0.480	4	1	4	L	0.868	1	L
18.087	2.000	feedback	0.480	5	1	1	R	1.031	1	R
22.672	n/a	n/a	n/a	6	1	0	R	0.818	-	-
27.172	n/a	n/a	n/a	7	1	0	R	0.561	-	-
31.672	n/a	n/a	n/a	8	1	0	R	0.498	-	-
36.190	2.000	feedback	0.480	9	1	11	R	0.863	1	R
40.608	2.000	feedback	0.480	10	1	10	L	1.138	1	L
45.108	2.000	feedback	0.480	11	1	10	L	0.887	1	L
49.606	2.000	feedback	-1.520	12	1	6	R	0.893	0	L
54.121	2.000	feedback	0.480	13	1	5	R	1.059	1	R
58.678	n/a	n/a	n/a	14	1	0	R	0.629	-	-
63.171	n/a	n/a	n/a	15	1	0	R	0.576	-	-
67.671	n/a	n/a	n/a	16	1	0	R	0.596	-	-
72.088	2.000	feedback	0.480	17	1	1	R	1.130	1	R
76.608	2.000	feedback	0.480	18	1	10	L	1.067	1	L
81.117	2.000	feedback	0.480	19	1	5	R	0.959	1	R
85.611	2.000	feedback	0.480	20	1	7	L	0.711	1	L
90.117	2.000	feedback	0.480	21	1	5	R	0.751	1	R
94.671	n/a	n/a	n/a	22	1	0	R	1.757	-	-
99.170	n/a	n/a	n/a	23	1	0	R	0.635	-	-
103.671	n/a	n/a	n/a	24	1	0	R	0.318	-	-
108.189	2.000	feedback	-1.520	25	1	11	R	1.587	1	L
112.588	2.000	feedback	0.480	26	1	1	R	1.950	1	R
117.093	2.000	feedback	-1.520	27	1	2	L	0.832	0	R
121.615	2.000	feedback	0.480	28	1	8	L	1.535	0	L
126.114	2.000	feedback	-1.520	29	1	8	L	0.925	0	R
130.671	n/a	n/a	n/a	30	1	0	R	0.983	-	-
135.171	n/a	n/a	n/a	31	1	0	R	1.268	-	-
139.664	n/a	n/a	n/a	32	1	0	R	0.686	-	-
144.108	2.000	feedback	0.480	33	1	10	L	1.579	1	L
148.608	2.000	feedback	0.480	34	1	10	L	1.056	1	L
153.110	2.000	feedback	-1.520	35	1	6	R	0.991	0	L
157.608	2.000	feedback	0.480	36	1	10	L	0.936	1	L
162.093	2.000	feedback	0.480	37	1	2	R	1.859	1	R
166.672	n/a	n/a	n/a	38	1	0	R	1.760	-	-
171.171	n/a	n/a	n/a	39	1	0	R	0.885	-	-
175.671	n/a	n/a	n/a	40	1	0	R	0.625	-	-
180.189	2.000	feedback	0.480	41	1	11	R	2.111	1	R
184.608	2.000	feedback	0.480	42	1	10	L	1.002	1	L
189.189	2.000	feedback	0.480	43	1	11	R	2.159	1	R
193.582	2.000	feedback	-1.520	44	1	3	R	1.878	0	L
198.203	2.000	feedback	0.480	45	1	11	R	1.130	1	R
202.677	n/a	n/a	n/a	46	1	0	R	1.108	-	-
207.172	n/a	n/a	n/a	47	1	0	R	0.582	-	-
211.671	n/a	n/a	n/a	48	1	0	R	1.579	-	-
216.189	2.000	feedback	-1.520	49	1	14	R	1.296	1	L
220.616	2.000	feedback	-1.520	50	1	5	L	1.370	0	R
225.189	2.000	feedback	0.480	51	1	11	R	1.553	1	R
229.689	2.000	feedback	0.480	52	1	11	R	1.524	1	R
234.093	2.000	feedback	0.480	53	1	2	R	1.045	1	R
238.671	n/a	n/a	n/a	54	1	0	R	0.963	-	-
243.171	n/a	n/a	n/a	55	1	0	R	0.585	-	-
247.671	n/a	n/a	n/a	56	1	0	R	0.548	-	-
252.093	2.000	feedback	0.480	57	1	2	R	0.806	1	R
256.607	2.000	feedback	0.480	58	1	10	L	0.982	1	L
261.087	2.000	feedback	-1.520	59	1	1	L	2.162	0	R
265.587	2.000	feedback	-1.520	60	1	4	L	1.502	1	R
270.110	2.000	feedback	0.480	61	1	6	L	0.765	1	L
274.671	n/a	n/a	n/a	62	1	0	R	1.501	-	-
279.171	n/a	n/a	n/a	63	1	0	R	1.449	-	-
283.672	n/a	n/a	n/a	64	1	0	R	1.100	-	-
288.108	2.000	feedback	0.480	65	1	10	L	1.162	1	L
292.586	2.000	feedback	0.480	66	1	4	L	1.033	1	L
297.189	2.000	feedback	0.480	67	1	14	R	1.107	1	R
301.586	2.000	feedback	-1.520	68	1	3	R	1.083	0	L
306.189	2.000	feedback	0.480	69	1	14	R	0.828	1	R
310.672	n/a	n/a	n/a	70	1	0	R	0.773	-	-
315.170	n/a	n/a	n/a	71	1	0	R	1.148	-	-
319.672	n/a	n/a	n/a	72	1	0	R	1.335	-	-
324.115	2.000	feedback	0.480	73	1	8	R	1.606	1	R
328.586	2.000	feedback	0.480	74	1	4	L	0.891	1	L
333.108	2.000	feedback	0.480	75	1	10	L	1.363	1	L
337.610	2.000	feedback	0.480	76	1	6	L	1.636	1	L
342.182	2.000	feedback	0.480	77	1	12	L	0.923	-1	L
346.672	n/a	n/a	n/a	78	1	0	R	1.016	-	-
351.171	n/a	n/a	n/a	79	1	0	R	0.876	-	-
355.671	n/a	n/a	n/a	80	1	0	R	1.344	-	-
