onset	duration	trial_type	feedback	TrialNum	StimCond	StimulusNum	Response	response_time	Correct	Feedback
0.108	2.000	feedback	-1.120	1	1	3	R	1.517	0	L
4.610	2.000	feedback	0.880	2	1	6	L	1.069	1	L
9.085	2.000	feedback	-1.120	3	1	4	R	1.051	0	L
13.581	2.000	feedback	0.880	4	1	4	L	1.350	1	L
18.185	2.000	feedback	-1.120	5	1	11	L	1.750	0	R
22.667	n/a	n/a	n/a	6	1	0	R	1.406	-	-
27.168	n/a	n/a	n/a	7	1	0	R	1.010	-	-
31.668	n/a	n/a	n/a	8	1	0	R	0.622	-	-
36.108	2.000	feedback	-1.120	9	1	10	R	2.694	0	L
40.587	2.000	feedback	-1.120	10	1	3	L	1.125	1	R
45.113	2.000	feedback	0.880	11	1	9	L	1.076	1	L
49.608	2.000	feedback	0.880	12	1	10	L	0.731	1	L
54.189	2.000	feedback	0.880	13	1	14	R	1.449	1	R
58.668	n/a	n/a	n/a	14	1	0	R	1.143	-	-
63.169	n/a	n/a	n/a	15	1	0	-	0.000	-	-
67.668	n/a	n/a	n/a	16	1	0	R	0.599	-	-
72.189	2.000	feedback	-1.120	17	1	11	R	0.867	1	L
76.688	2.000	feedback	-1.120	18	1	14	L	1.632	0	R
81.109	2.000	feedback	-1.120	19	1	6	R	1.325	0	L
85.605	2.000	feedback	0.880	20	1	10	L	0.978	1	L
90.110	2.000	feedback	0.880	21	1	6	L	1.572	1	L
94.668	n/a	n/a	n/a	22	1	0	R	0.688	-	-
99.168	n/a	n/a	n/a	23	1	0	R	0.373	-	-
103.668	n/a	n/a	n/a	24	1	0	R	0.352	-	-
108.110	2.000	feedback	-1.120	25	1	6	R	1.013	0	L
112.614	2.000	feedback	-1.120	26	1	5	L	1.368	0	R
117.114	2.000	feedback	0.880	27	1	8	R	0.861	1	R
121.682	2.000	feedback	0.880	28	1	12	L	1.702	-1	L
126.116	2.000	feedback	-1.120	29	1	5	L	2.514	0	R
130.668	n/a	n/a	n/a	30	1	0	R	1.032	-	-
135.168	n/a	n/a	n/a	31	1	0	R	0.358	-	-
139.668	n/a	n/a	n/a	32	1	0	R	1.370	-	-
144.189	2.000	feedback	0.880	33	1	11	R	1.013	1	R
148.608	2.000	feedback	0.880	34	1	10	L	1.142	1	L
153.189	2.000	feedback	0.880	35	1	14	R	0.830	1	R
157.583	2.000	feedback	0.880	36	1	3	R	1.166	0	R
162.111	2.000	feedback	0.880	37	1	6	R	1.151	0	R
166.669	n/a	n/a	n/a	38	1	0	R	0.995	-	-
171.168	n/a	n/a	n/a	39	1	0	R	0.447	-	-
175.668	n/a	n/a	n/a	40	1	0	R	0.865	-	-
180.087	2.000	feedback	0.880	41	1	1	R	1.239	1	R
184.610	2.000	feedback	-1.120	42	1	6	R	0.940	0	L
189.189	2.000	feedback	-1.120	43	1	11	L	1.080	0	R
193.615	2.000	feedback	0.880	44	1	5	R	1.234	1	R
198.108	2.000	feedback	0.880	45	1	10	L	2.268	1	L
202.667	n/a	n/a	n/a	46	1	0	R	1.062	-	-
207.168	n/a	n/a	n/a	47	1	0	R	0.570	-	-
211.667	n/a	n/a	n/a	48	1	0	R	1.054	-	-
216.092	2.000	feedback	-1.120	49	1	2	R	0.974	1	L
220.688	2.000	feedback	-1.120	50	1	14	L	1.070	0	R
225.115	2.000	feedback	0.880	51	1	5	R	1.199	1	R
229.608	2.000	feedback	0.880	52	1	10	L	1.417	1	L
234.110	2.000	feedback	0.880	53	1	6	L	1.139	1	L
238.668	n/a	n/a	n/a	54	1	0	R	1.207	-	-
243.169	n/a	n/a	n/a	55	1	0	R	1.122	-	-
247.668	n/a	n/a	n/a	56	1	0	R	1.599	-	-
252.115	2.000	feedback	-1.120	57	1	8	L	1.987	0	R
256.615	2.000	feedback	-1.120	58	1	5	L	2.245	0	R
261.086	2.000	feedback	0.880	59	1	3	L	1.595	1	L
265.608	2.000	feedback	0.880	60	1	10	L	1.788	1	L
270.110	2.000	feedback	0.880	61	1	6	L	0.933	1	L
274.667	n/a	n/a	n/a	62	1	0	R	0.833	-	-
279.169	n/a	n/a	n/a	63	1	0	R	0.532	-	-
283.668	n/a	n/a	n/a	64	1	0	R	0.632	-	-
288.190	2.000	feedback	-1.120	65	1	14	L	1.187	0	R
292.582	2.000	feedback	-1.120	66	1	4	L	0.818	1	R
297.188	2.000	feedback	0.880	67	1	11	R	1.525	1	R
301.610	2.000	feedback	0.880	68	1	6	L	1.722	1	L
306.188	2.000	feedback	-1.120	69	1	14	R	0.806	1	L
310.668	n/a	n/a	n/a	70	1	0	R	1.074	-	-
315.168	n/a	n/a	n/a	71	1	0	R	0.598	-	-
319.667	n/a	n/a	n/a	72	1	0	R	0.955	-	-
324.086	2.000	feedback	-1.120	73	1	3	R	0.998	0	L
328.608	2.000	feedback	0.880	74	1	10	L	1.230	1	L
333.115	2.000	feedback	-1.120	75	1	8	L	1.502	0	R
337.608	2.000	feedback	0.880	76	1	10	L	1.671	1	L
342.109	2.000	feedback	0.880	77	1	10	L	1.690	1	L
346.668	n/a	n/a	n/a	78	1	0	R	0.876	-	-
351.167	n/a	n/a	n/a	79	1	0	R	1.065	-	-
355.667	n/a	n/a	n/a	80	1	0	R	0.556	-	-
