onset	duration	trial_type	TrialNum	StimCond	StimulusNum	Response	response_time	Correct
0.123	2.000	classification-probabilistic	1	1	10	L	1.498	1
5.386	2.000	classification-probabilistic	3	1	6	L	2.015	1
9.084	2.000	classification-probabilistic	5	1	1	L	2.273	0
14.185	2.000	classification-probabilistic	7	1	8	R	1.074	1
17.690	2.000	classification-probabilistic	9	1	14	-	0.000	-1
22.400	2.000	classification-deterministic	11	2	5	-	0.000	-1
26.299	2.000	classification-deterministic	13	2	13	L	1.587	1
29.500	2.000	classification-deterministic	15	2	10	L	1.385	1
33.819	2.000	classification-deterministic	17	2	3	R	2.318	1
38.910	2.000	classification-deterministic	19	2	12	L	1.246	0
42.922	2.000	classification-probabilistic	21	1	1	L	2.318	0
47.291	2.000	classification-probabilistic	23	1	8	R	1.387	1
51.505	2.000	classification-probabilistic	25	1	5	R	1.176	1
55.185	2.000	classification-deterministic	27	2	12	L	1.515	0
59.719	2.000	classification-probabilistic	29	1	10	L	2.140	1
63.722	2.000	classification-probabilistic	31	1	10	L	1.141	1
69.820	2.000	classification-deterministic	33	2	2	R	1.598	1
73.999	2.000	classification-deterministic	35	2	5	R	1.688	1
81.478	2.000	classification-deterministic	37	2	4	L	1.621	1
84.584	2.000	classification-deterministic	39	2	4	L	2.023	1
87.803	2.000	classification-probabilistic	41	1	14	R	1.560	1
91.400	2.000	classification-probabilistic	43	1	6	-	0.000	-1
97.203	2.000	classification-deterministic	45	2	12	L	1.299	0
102.212	2.000	classification-probabilistic	47	1	2	R	0.832	1
109.590	2.000	classification-probabilistic	49	1	4	L	1.404	1
112.912	2.000	classification-probabilistic	51	1	13	L	1.276	1
118.084	2.000	classification-probabilistic	53	1	1	R	1.276	1
122.584	2.000	classification-deterministic	55	2	4	L	0.961	1
130.090	2.000	classification-deterministic	57	2	1	L	1.056	1
136.478	2.000	classification-deterministic	59	2	11	R	1.672	1
142.084	2.000	classification-probabilistic	61	1	4	L	0.763	1
149.209	2.000	classification-probabilistic	63	1	11	R	1.574	1
152.423	2.000	classification-probabilistic	65	1	1	R	1.309	1
155.495	2.000	classification-probabilistic	67	1	10	L	0.929	1
159.090	2.000	classification-deterministic	69	2	4	L	2.033	1
162.803	2.000	classification-probabilistic	71	1	11	R	1.517	1
169.685	2.000	classification-probabilistic	73	1	5	R	1.077	1
177.123	2.000	classification-probabilistic	75	1	6	R	1.906	0
180.611	2.000	classification-probabilistic	77	1	6	R	1.357	0
185.008	2.000	classification-deterministic	79	2	7	L	1.185	1
190.822	2.000	classification-probabilistic	81	1	11	R	1.526	1
194.111	2.000	classification-deterministic	83	2	7	L	1.001	1
197.384	2.000	classification-deterministic	85	2	9	L	0.844	0
201.319	2.000	classification-deterministic	87	2	4	L	0.801	1
204.309	2.000	classification-deterministic	89	2	3	R	0.790	1
210.481	2.000	classification-probabilistic	91	1	2	R	0.687	1
215.687	2.000	classification-deterministic	93	2	13	L	1.667	1
221.411	2.000	classification-deterministic	95	2	12	L	1.120	0
224.499	2.000	classification-deterministic	97	2	5	R	1.883	1
227.915	2.000	classification-probabilistic	99	1	13	L	1.659	1
232.899	2.000	classification-probabilistic	101	1	6	R	1.162	0
236.686	2.000	classification-deterministic	103	2	11	R	1.469	1
241.721	2.000	classification-deterministic	105	2	8	R	0.976	1
248.788	2.000	classification-deterministic	107	2	8	R	1.279	1
251.921	2.000	classification-probabilistic	109	1	3	R	1.527	0
255.500	2.000	classification-deterministic	111	2	5	R	1.706	1
260.623	2.000	classification-deterministic	113	2	5	R	1.889	1
263.724	2.000	classification-deterministic	115	2	7	L	1.531	1
269.923	2.000	classification-deterministic	117	2	12	R	1.900	1
275.083	2.000	classification-probabilistic	119	1	4	L	1.013	1
279.310	2.000	classification-deterministic	121	2	1	L	1.304	1
283.478	2.000	classification-deterministic	123	2	1	L	1.255	1
286.607	2.000	classification-probabilistic	125	1	6	R	2.297	0
291.317	2.000	classification-probabilistic	127	1	2	R	1.697	1
295.495	2.000	classification-probabilistic	129	1	6	R	2.030	0
298.978	2.000	classification-deterministic	131	2	14	R	1.724	1
305.585	2.000	classification-deterministic	133	2	4	L	1.066	1
311.986	2.000	classification-probabilistic	135	1	14	R	1.491	1
315.106	2.000	classification-probabilistic	137	1	10	L	1.344	1
319.308	2.000	classification-probabilistic	139	1	4	L	0.973	1
322.589	2.000	classification-probabilistic	141	1	12	L	1.696	-1
329.900	2.000	classification-deterministic	143	2	10	L	1.686	1
337.288	2.000	classification-deterministic	145	2	8	R	1.135	1
342.788	2.000	classification-deterministic	147	2	5	R	2.035	1
349.825	2.000	classification-probabilistic	149	1	2	R	0.833	1
354.895	2.000	classification-probabilistic	151	1	10	L	1.352	1
359.005	2.000	classification-probabilistic	153	1	5	R	1.361	1
363.883	2.000	classification-deterministic	155	2	7	L	1.825	1
369.221	2.000	classification-deterministic	157	2	5	R	1.422	1
372.609	2.000	classification-deterministic	159	2	8	R	0.929	1
379.900	2.000	classification-deterministic	161	2	6	L	2.288	1
385.819	2.000	classification-probabilistic	163	1	1	L	2.285	0
389.421	2.000	classification-probabilistic	165	1	3	R	1.153	0
393.391	2.000	classification-probabilistic	167	1	8	R	1.606	1
396.383	2.000	classification-deterministic	169	2	10	L	1.462	1
400.482	2.000	classification-deterministic	171	2	2	R	1.779	1
407.007	2.000	classification-probabilistic	173	1	10	L	1.022	1
413.509	2.000	classification-probabilistic	175	1	6	R	1.904	0
417.219	2.000	classification-probabilistic	177	1	10	L	1.055	1
421.721	2.000	classification-deterministic	179	2	9	L	1.246	0
426.196	2.000	classification-deterministic	181	2	4	L	1.325	1
430.998	2.000	classification-deterministic	183	2	7	L	1.336	1
434.415	2.000	classification-probabilistic	185	1	11	R	1.399	1
438.517	2.000	classification-probabilistic	187	1	8	R	1.272	1
441.608	2.000	classification-deterministic	189	2	10	L	1.654	1
445.509	2.000	classification-deterministic	191	2	10	L	1.046	1
450.620	2.000	classification-probabilistic	193	1	10	L	1.149	1
454.590	2.000	classification-probabilistic	195	1	2	R	0.855	1
458.382	2.000	classification-deterministic	197	2	10	L	1.098	1
461.499	2.000	classification-deterministic	199	2	7	L	1.213	1
