onset	duration	trial_type	TrialNum	StimCond	StimulusNum	Response	response_time	Correct
0.117	2.000	classification-probabilistic	1.000	1.000	10.000	L	0.927	1.000
5.316	2.000	classification-probabilistic	3.000	1.000	3.000	R	1.025	0.000
10.279	2.000	classification-deterministic	5.000	2.000	10.000	L	1.060	1.000
15.076	2.000	classification-probabilistic	7.000	1.000	11.000	R	1.880	1.000
19.103	2.000	classification-probabilistic	9.000	1.000	10.000	L	0.924	1.000
22.305	2.000	classification-probabilistic	11.000	1.000	3.000	R	1.207	0.000
26.819	2.000	classification-probabilistic	13.000	1.000	14.000	R	1.770	1.000
29.812	2.000	classification-probabilistic	15.000	1.000	2.000	R	0.902	1.000
36.224	2.000	classification-deterministic	17.000	2.000	10.000	L	1.083	1.000
41.302	2.000	classification-deterministic	19.000	2.000	11.000	R	1.415	1.000
44.885	2.000	classification-deterministic	21.000	2.000	10.000	L	0.969	1.000
49.603	2.000	classification-probabilistic	23.000	1.000	10.000	L	1.577	1.000
54.781	2.000	classification-probabilistic	25.000	1.000	10.000	L	0.773	1.000
58.202	2.000	classification-deterministic	27.000	2.000	2.000	R	1.276	1.000
63.523	2.000	classification-deterministic	29.000	2.000	13.000	L	1.564	1.000
66.585	2.000	classification-deterministic	31.000	2.000	2.000	R	0.749	1.000
69.994	2.000	classification-probabilistic	33.000	1.000	10.000	L	0.794	1.000
75.924	2.000	classification-probabilistic	35.000	1.000	3.000	R	1.019	0.000
81.623	2.000	classification-deterministic	37.000	2.000	5.000	R	1.706	1.000
85.310	2.000	classification-probabilistic	39.000	1.000	4.000	L	0.920	1.000
89.694	2.000	classification-probabilistic	41.000	1.000	4.000	L	1.656	1.000
95.891	2.000	classification-probabilistic	43.000	1.000	5.000	R	1.712	1.000
99.222	2.000	classification-probabilistic	45.000	1.000	6.000	-	0.000	-1.000
105.584	2.000	classification-deterministic	47.000	2.000	1.000	L	0.969	1.000
112.819	2.000	classification-probabilistic	49.000	1.000	14.000	R	1.251	1.000
116.419	2.000	classification-probabilistic	51.000	1.000	3.000	R	1.101	0.000
121.208	2.000	classification-probabilistic	53.000	1.000	11.000	R	0.890	1.000
126.285	2.000	classification-probabilistic	55.000	1.000	7.000	L	1.021	1.000
132.485	2.000	classification-deterministic	57.000	2.000	13.000	L	1.444	1.000
136.775	2.000	classification-deterministic	59.000	2.000	10.000	L	0.948	1.000
141.588	2.000	classification-deterministic	61.000	2.000	2.000	R	0.891	1.000
144.697	2.000	classification-deterministic	63.000	2.000	1.000	L	0.908	1.000
151.085	2.000	classification-probabilistic	65.000	1.000	1.000	L	1.995	0.000
155.812	2.000	classification-deterministic	67.000	2.000	3.000	R	0.746	1.000
162.312	2.000	classification-deterministic	69.000	2.000	3.000	R	0.759	1.000
166.024	2.000	classification-deterministic	71.000	2.000	11.000	R	1.013	1.000
168.976	2.000	classification-deterministic	73.000	2.000	3.000	R	1.109	1.000
173.705	2.000	classification-deterministic	75.000	2.000	13.000	L	1.206	1.000
177.885	2.000	classification-probabilistic	77.000	1.000	6.000	R	1.607	0.000
183.387	2.000	classification-probabilistic	79.000	1.000	8.000	R	2.165	1.000
186.722	2.000	classification-probabilistic	81.000	1.000	8.000	R	0.629	1.000
191.888	2.000	classification-deterministic	83.000	2.000	9.000	R	1.722	1.000
195.802	2.000	classification-deterministic	85.000	2.000	13.000	L	1.034	1.000
202.176	2.000	classification-probabilistic	87.000	1.000	5.000	R	1.230	1.000
205.697	2.000	classification-deterministic	89.000	2.000	3.000	R	1.203	1.000
212.286	2.000	classification-deterministic	91.000	2.000	7.000	L	1.245	1.000
215.724	2.000	classification-deterministic	93.000	2.000	6.000	L	1.818	1.000
220.113	2.000	classification-probabilistic	95.000	1.000	5.000	R	1.056	1.000
225.385	2.000	classification-deterministic	97.000	2.000	5.000	R	1.796	1.000
229.276	2.000	classification-deterministic	99.000	2.000	7.000	L	0.898	1.000
235.593	2.000	classification-deterministic	101.000	2.000	11.000	R	1.253	1.000
241.704	2.000	classification-deterministic	103.000	2.000	12.000	L	2.282	0.000
245.688	2.000	classification-probabilistic	105.000	1.000	11.000	R	1.532	1.000
249.082	2.000	classification-probabilistic	107.000	1.000	4.000	L	0.902	1.000
256.514	2.000	classification-deterministic	109.000	2.000	8.000	R	1.512	1.000
259.587	2.000	classification-deterministic	111.000	2.000	1.000	L	0.850	1.000
262.620	2.000	classification-deterministic	113.000	2.000	6.000	L	1.377	1.000
265.811	2.000	classification-deterministic	115.000	2.000	2.000	R	1.043	1.000
272.418	2.000	classification-probabilistic	117.000	1.000	3.000	R	2.404	0.000
275.915	2.000	classification-probabilistic	119.000	1.000	11.000	R	1.486	1.000
279.593	2.000	classification-probabilistic	121.000	1.000	13.000	L	0.798	1.000
287.007	2.000	classification-probabilistic	123.000	1.000	6.000	R	1.715	0.000
291.197	2.000	classification-deterministic	125.000	2.000	4.000	L	0.711	1.000
294.524	2.000	classification-deterministic	127.000	2.000	13.000	L	1.583	1.000
297.425	2.000	classification-deterministic	129.000	2.000	3.000	R	0.776	1.000
300.422	2.000	classification-deterministic	131.000	2.000	1.000	L	0.718	1.000
304.104	2.000	classification-probabilistic	133.000	1.000	10.000	L	0.726	1.000
307.704	2.000	classification-probabilistic	135.000	1.000	11.000	R	0.941	1.000
310.913	2.000	classification-probabilistic	137.000	1.000	11.000	R	0.860	1.000
314.023	2.000	classification-probabilistic	139.000	1.000	14.000	R	1.014	1.000
319.123	2.000	classification-deterministic	141.000	2.000	7.000	L	0.721	1.000
326.392	2.000	classification-probabilistic	143.000	1.000	10.000	L	0.811	1.000
329.450	n/a	n/a	145.000	2.000	3.000	R	0.705	1.000
329.500	2.000	classification-deterministic	n/a	n/a	n/a	n/a	n/a	n/a
334.723	2.000	classification-deterministic	147.000	2.000	5.000	R	1.521	1.000
339.378	2.000	classification-probabilistic	149.000	1.000	10.000	L	0.744	1.000
345.022	2.000	classification-probabilistic	151.000	1.000	11.000	R	1.223	1.000
348.719	2.000	classification-probabilistic	153.000	1.000	10.000	L	0.761	1.000
351.923	2.000	classification-deterministic	155.000	2.000	2.000	R	1.122	1.000
357.188	2.000	classification-deterministic	157.000	2.000	12.000	L	0.922	0.000
363.518	2.000	classification-probabilistic	159.000	1.000	5.000	R	1.597	1.000
368.610	2.000	classification-probabilistic	161.000	1.000	6.000	L	1.265	1.000
374.110	2.000	classification-deterministic	163.000	2.000	6.000	L	1.365	1.000
379.321	2.000	classification-deterministic	165.000	2.000	2.000	R	0.825	1.000
384.623	2.000	classification-deterministic	167.000	2.000	10.000	L	0.904	1.000
390.175	2.000	classification-probabilistic	169.000	1.000	5.000	R	0.952	1.000
393.110	2.000	classification-probabilistic	171.000	1.000	9.000	R	1.735	0.000
396.576	2.000	classification-probabilistic	173.000	1.000	14.000	R	1.327	1.000
400.388	2.000	classification-deterministic	175.000	2.000	7.000	L	0.805	1.000
404.685	2.000	classification-deterministic	177.000	2.000	13.000	L	1.007	1.000
411.822	2.000	classification-probabilistic	179.000	1.000	2.000	R	0.842	1.000
417.983	2.000	classification-probabilistic	181.000	1.000	11.000	R	1.776	1.000
422.705	2.000	classification-probabilistic	183.000	1.000	1.000	L	1.273	0.000
429.205	2.000	classification-deterministic	185.000	2.000	1.000	L	0.973	1.000
434.901	2.000	classification-deterministic	187.000	2.000	10.000	L	1.062	1.000
438.682	2.000	classification-probabilistic	189.000	1.000	12.000	L	1.688	-1.000
441.610	2.000	classification-probabilistic	191.000	1.000	8.000	R	1.333	1.000
446.892	2.000	classification-probabilistic	193.000	1.000	10.000	L	0.828	1.000
451.510	2.000	classification-deterministic	195.000	2.000	7.000	L	0.871	1.000
456.205	2.000	classification-deterministic	197.000	2.000	13.000	L	0.703	1.000
459.110	2.000	classification-deterministic	199.000	2.000	9.000	L	0.840	0.000
