filename	acq_time
eeg/sub-24_ses-stand_task-dualWalking_run-4_eeg.vhdr	1800-12-31T05:05:05.000
motion/sub-24_ses-stand_task-dualWalking_tracksys-PhaseSpace1_run-4_motion.tsv	1800-12-31T05:05:05.011
motion/sub-24_ses-stand_task-dualWalking_tracksys-PhaseSpace2_run-4_motion.tsv	1800-12-31T05:05:05.001
motion/sub-24_ses-stand_task-dualWalking_tracksys-PhaseSpace3_run-4_motion.tsv	1800-12-31T05:05:05.013
motion/sub-24_ses-stand_task-dualWalking_tracksys-PhaseSpace4_run-4_motion.tsv	1800-12-31T05:05:05.007
motion/sub-24_ses-stand_task-dualWalking_tracksys-PhaseSpace5_run-4_motion.tsv	1800-12-31T05:05:05.005
motion/sub-24_ses-stand_task-dualWalking_tracksys-PhaseSpace6_run-4_motion.tsv	1800-12-31T05:05:05.011
motion/sub-24_ses-stand_task-dualWalking_tracksys-PhaseSpace7_run-4_motion.tsv	1800-12-31T05:05:05.013
motion/sub-24_ses-stand_task-dualWalking_tracksys-PhaseSpace8_run-4_motion.tsv	1800-12-31T05:05:05.011
motion/sub-24_ses-stand_task-dualWalking_tracksys-PhaseSpace9_run-4_motion.tsv	1800-12-31T05:05:05.011
