onset	duration	trial_type	Response	Stimulus	response_time
4.826	0.200	visual standard stimulus presentation	n/a	n/a	n/a
7.440	0.200	visual standard stimulus presentation	n/a	n/a	n/a
9.856	0.418	behavioral response time following visual oddball stimulus onset	n/a	n/a	n/a
9.856	0.200	visual oddball stimulus presentation	n/a	n/a	n/a
12.455	0.200	visual standard stimulus presentation	0.000	standard	n/a
15.250	0.200	visual standard stimulus presentation	0.000	standard	n/a
17.849	0.200	visual standard stimulus presentation	0.000	standard	n/a
20.645	0.200	visual standard stimulus presentation	0.000	standard	n/a
23.044	0.200	visual standard stimulus presentation	0.000	standard	n/a
25.443	0.200	visual standard stimulus presentation	0.000	standard	n/a
27.445	0.200	visual standard stimulus presentation	0.000	standard	n/a
30.242	0.200	visual standard stimulus presentation	0.000	standard	n/a
32.243	0.200	visual standard stimulus presentation	0.000	standard	n/a
35.239	0.200	visual standard stimulus presentation	0.000	standard	n/a
37.836	0.200	visual standard stimulus presentation	0.000	standard	n/a
40.235	0.200	visual standard stimulus presentation	0.000	standard	n/a
42.238	0.200	visual standard stimulus presentation	0.000	standard	n/a
44.636	0.200	visual standard stimulus presentation	0.000	standard	n/a
46.837	0.200	visual standard stimulus presentation	0.000	standard	n/a
49.634	0.200	visual standard stimulus presentation	0.000	standard	n/a
52.430	0.200	visual standard stimulus presentation	0.000	standard	n/a
54.630	0.200	visual standard stimulus presentation	0.000	standard	n/a
57.030	0.200	visual standard stimulus presentation	0.000	standard	n/a
59.231	0.200	visual standard stimulus presentation	0.000	standard	n/a
62.226	0.200	visual standard stimulus presentation	0.000	standard	n/a
65.023	0.200	visual standard stimulus presentation	0.000	standard	n/a
67.222	0.200	visual standard stimulus presentation	0.000	standard	n/a
70.218	0.399	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
70.218	0.200	visual oddball stimulus presentation	1.000	target	n/a
72.418	0.200	visual standard stimulus presentation	0.000	standard	n/a
75.215	0.200	visual standard stimulus presentation	0.000	standard	n/a
77.415	0.200	visual standard stimulus presentation	0.000	standard	n/a
79.616	0.200	visual standard stimulus presentation	0.000	standard	n/a
81.619	0.535	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
81.619	0.200	visual oddball stimulus presentation	1.000	target	n/a
84.614	0.200	visual standard stimulus presentation	0.000	standard	n/a
86.813	0.200	visual standard stimulus presentation	0.000	standard	n/a
88.816	0.200	visual standard stimulus presentation	0.000	standard	n/a
91.810	0.200	visual standard stimulus presentation	0.000	standard	n/a
94.408	n/a	n/a	0.000	standard	n/a
96.411	0.200	visual standard stimulus presentation	0.000	standard	n/a
98.412	0.326	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
98.412	0.200	visual oddball stimulus presentation	1.000	target	n/a
100.613	0.412	behavioral response time following visual oddball stimulus onset	1.000	target	n/a
