onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
0	.850	.467	FAMOUS	5	7	1.335	func/f075.bmp
3.207	.879	.589	FAMOUS	6	7	.546	func/f075.bmp
6.464	.983	.511	UNFAMILIAR	13	4	.852	func/u067.bmp
9.704	.811	.489	FAMOUS	5	7	1.228	func/f070.bmp
12.778	.994	.493	FAMOUS	6	4	.925	func/f070.bmp
16.002	.851	.453	SCRAMBLED	17	4	1.496	func/s073.bmp
19.075	.941	.465	FAMOUS	5	4	1.135	func/f067.bmp
22.199	.818	.403	UNFAMILIAR	13	7	1.395	func/u068.bmp
25.206	.944	.420	UNFAMILIAR	14	7	.789	func/u068.bmp
27.895	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
48.524	.979	.585	SCRAMBLED	17	4	1.313	func/s074.bmp
51.698	.911	.423	UNFAMILIAR	15	4	.973	func/u067.bmp
54.855	.841	.475	FAMOUS	5	7	1.234	func/f073.bmp
57.878	.830	.408	UNFAMILIAR	13	7	.968	func/u075.bmp
60.918	.848	.449	UNFAMILIAR	14	7	.571	func/u075.bmp
63.975	.893	.438	SCRAMBLED	19	7	1.625	func/s073.bmp
67.065	.817	.422	SCRAMBLED	17	7	1.179	func/s077.bmp
70.105	.817	.466	SCRAMBLED	18	7	.983	func/s077.bmp
73.095	.853	.412	FAMOUS	7	4	.885	func/f067.bmp
76.286	.962	.562	UNFAMILIAR	13	7	1.062	func/u071.bmp
79.543	.921	.531	UNFAMILIAR	14	7	.853	func/u071.bmp
82.733	.905	.495	UNFAMILIAR	13	4	2.193	func/u077.bmp
85.89	.855	.471	UNFAMILIAR	14	4	.807	func/u077.bmp
89.03	.892	.506	SCRAMBLED	19	7	1.119	func/s074.bmp
92.171	.949	.481	SCRAMBLED	17	4	.821	func/s080.bmp
95.361	.871	.477	SCRAMBLED	18	4	.959	func/s080.bmp
98.602	.841	.587	FAMOUS	7	7	1.074	func/f073.bmp
101.658	.880	.444	UNFAMILIAR	13	7	1.106	func/u065.bmp
104.715	.827	.405	UNFAMILIAR	13	7	1.329	func/u072.bmp
107.755	.857	.436	UNFAMILIAR	13	4	.978	func/u081.bmp
110.361	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
130.907	.998	.513	FAMOUS	5	7	1.670	func/f065.bmp
134.114	.994	.439	FAMOUS	6	7	.896	func/f065.bmp
137.371	.972	.493	FAMOUS	5	7	1.904	func/f066.bmp
140.645	.905	.531	SCRAMBLED	17	7	1.306	func/s065.bmp
143.902	.839	.571	SCRAMBLED	18	7	1.128	func/s065.bmp
147.009	.853	.485	UNFAMILIAR	15	7	1.096	func/u065.bmp
150.133	.825	.499	UNFAMILIAR	13	7	1.203	func/u069.bmp
153.273	.868	.548	UNFAMILIAR	15	7	1.772	func/u072.bmp
156.497	.895	.596	UNFAMILIAR	13	7	1.255	func/u080.bmp
159.637	.871	.480	UNFAMILIAR	14	4	1.293	func/u080.bmp
162.827	.972	.546	UNFAMILIAR	15	4	1.019	func/u081.bmp
166.101	.907	.527	SCRAMBLED	17	4	1.284	func/s067.bmp
169.342	.976	.567	SCRAMBLED	18	4	.847	func/s067.bmp
172.499	.810	.402	FAMOUS	5	n/a	0	func/f077.bmp
175.623	.929	.546	FAMOUS	6	4	1.317	func/f077.bmp
178.813	.856	.498	FAMOUS	7	7	.779	func/f066.bmp
181.987	.876	.542	SCRAMBLED	17	n/a	0	func/s081.bmp
185.177	.822	.544	SCRAMBLED	17	7	1.279	func/s072.bmp
188.234	.925	.461	UNFAMILIAR	15	4	1.812	func/u069.bmp
190.906	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
211.485	.925	.537	SCRAMBLED	17	7	.855	func/s075.bmp
214.626	.945	.439	SCRAMBLED	17	7	.565	func/s078.bmp
217.833	.871	.492	FAMOUS	5	4	.880	func/f079.bmp
221.057	.866	.584	FAMOUS	6	4	.756	func/f079.bmp
224.113	.930	.432	FAMOUS	5	7	1.318	func/f078.bmp
227.304	.929	.449	SCRAMBLED	19	7	1.753	func/s081.bmp
230.561	.986	.566	FAMOUS	5	7	1.112	func/f071.bmp
233.718	.930	.415	SCRAMBLED	19	7	1.172	func/s072.bmp
236.875	.985	.458	SCRAMBLED	17	7	.856	func/s070.bmp
240.032	.986	.408	SCRAMBLED	18	7	.854	func/s070.bmp
243.373	.904	.585	SCRAMBLED	19	7	.725	func/s075.bmp
246.463	.853	.413	UNFAMILIAR	13	4	1.108	func/u066.bmp
249.553	.899	.451	UNFAMILIAR	14	4	.672	func/u066.bmp
252.81	.801	.589	SCRAMBLED	19	7	.987	func/s078.bmp
255.884	.989	.507	SCRAMBLED	17	7	1.129	func/s066.bmp
259.225	.865	.581	SCRAMBLED	18	7	1.154	func/s066.bmp
262.365	.941	.504	FAMOUS	5	4	1.372	func/f069.bmp
265.539	.920	.453	FAMOUS	7	4	.976	func/f078.bmp
268.195	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
288.757	.844	.527	UNFAMILIAR	13	4	1.026	func/u074.bmp
291.914	.861	.540	FAMOUS	7	7	1.507	func/f071.bmp
295.088	.900	.544	UNFAMILIAR	13	4	.891	func/u073.bmp
298.261	.816	.513	UNFAMILIAR	14	4	.855	func/u073.bmp
301.435	.960	.600	FAMOUS	5	7	.722	func/f074.bmp
304.726	.818	.553	FAMOUS	6	7	.790	func/f074.bmp
307.716	.848	.403	SCRAMBLED	17	7	1.062	func/s071.bmp
310.772	.991	.444	SCRAMBLED	17	7	1.115	func/s069.bmp
314.063	.895	.528	FAMOUS	7	7	1.364	func/f069.bmp
317.304	.937	.577	SCRAMBLED	17	7	.897	func/s068.bmp
320.544	.878	.531	SCRAMBLED	18	7	.589	func/s068.bmp
323.684	.840	.495	UNFAMILIAR	15	4	.789	func/u074.bmp
326.775	.955	.476	SCRAMBLED	17	4	.926	func/s079.bmp
330.065	.877	.554	FAMOUS	5	4	1.373	func/f068.bmp
333.222	.890	.504	FAMOUS	6	4	.873	func/f068.bmp
336.362	.938	.472	FAMOUS	5	7	1.433	func/f081.bmp
339.503	.841	.434	SCRAMBLED	19	7	1.171	func/s071.bmp
342.593	.968	.476	UNFAMILIAR	13	7	.917	func/u079.bmp
345.9	.872	.578	SCRAMBLED	19	7	.885	func/s069.bmp
348.957	.949	.408	UNFAMILIAR	13	7	.693	func/u070.bmp
351.646	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
372.192	.812	.511	FAMOUS	5	7	1.342	func/f072.bmp
375.282	.981	.512	FAMOUS	6	7	1.803	func/f072.bmp
378.523	.815	.494	SCRAMBLED	19	4	1.199	func/s079.bmp
381.513	.870	.411	UNFAMILIAR	13	4	.946	func/u078.bmp
384.553	.922	.407	UNFAMILIAR	14	4	.852	func/u078.bmp
387.76	.965	.508	FAMOUS	5	4	1.142	func/f080.bmp
390.917	.858	.422	FAMOUS	6	4	.734	func/f080.bmp
394.125	.882	.585	FAMOUS	7	7	1.638	func/f081.bmp
396.78	.012	0	n/a	999	0	0	func/Circle.bmp
