onset	duration	trial_type	TrialType	Stimulus	SSD	Response	response_time	CorrectGo	SuccStop
0.000	1.500	go-noncritical	0	1	0.000	50	0.409	1	0
2.625	1.500	go-noncritical	0	1	0.000	50	0.295	1	0
6.125	1.500	successful stop-critical	1	0	0.050	0	0.000	0	1
8.750	1.500	failed stop-noncritical	1	1	0.150	50	0.267	1	0
11.250	1.500	go-noncritical	0	1	0.000	50	0.366	1	0
16.250	1.500	failed stop-critical	1	0	0.150	49	0.311	1	0
18.500	1.500	go-critical	0	0	0.000	49	0.389	1	0
20.750	1.500	go-critical	0	0	0.000	49	0.347	1	0
23.125	1.500	go-critical	0	0	0.000	49	0.339	1	0
25.250	1.500	go-critical	0	0	0.000	49	0.326	1	0
28.000	1.500	junk	0	0	0.000	50	0.249	0	0
30.125	1.500	go-noncritical	0	1	0.000	50	0.292	1	0
33.000	1.500	go-critical	0	0	0.000	49	0.321	1	0
35.375	1.500	go-noncritical	0	1	0.000	50	0.329	1	0
39.250	1.500	go-critical	0	0	0.000	49	0.279	1	0
42.500	1.500	go-noncritical	0	1	0.000	50	0.284	1	0
44.500	1.500	go-critical	0	0	0.000	49	0.285	1	0
49.125	1.500	go-critical	0	0	0.000	49	0.363	1	0
51.125	1.500	go-noncritical	0	1	0.000	50	0.363	1	0
53.250	1.500	go-noncritical	0	1	0.000	50	0.318	1	0
55.375	1.500	failed stop-noncritical	1	1	0.200	50	0.722	1	0
58.125	1.500	go-noncritical	0	1	0.000	50	0.339	1	0
60.125	1.500	go-noncritical	0	1	0.000	50	0.435	1	0
62.625	1.500	failed stop-critical	1	0	0.200	49	0.327	1	0
64.625	1.500	go-critical	0	0	0.000	49	0.415	1	0
67.125	1.500	go-critical	0	0	0.000	49	0.388	1	0
69.125	1.500	go-critical	0	0	0.000	49	0.299	1	0
71.625	1.500	go-noncritical	0	1	0.000	50	0.359	1	0
75.125	1.500	failed stop-noncritical	1	1	0.100	50	0.379	1	0
77.125	1.500	failed stop-critical	1	0	0.100	49	0.539	1	0
79.375	1.500	failed stop-noncritical	1	1	0.050	50	0.337	1	0
82.125	1.500	go-noncritical	0	1	0.000	50	0.347	1	0
85.375	1.500	go-noncritical	0	1	0.000	50	0.307	1	0
88.750	1.500	go-noncritical	0	1	0.000	50	0.291	1	0
91.625	1.500	failed stop-noncritical	1	1	0.100	50	0.263	1	0
93.875	1.500	go-critical	0	0	0.000	49	0.533	1	0
96.000	1.500	go-critical	0	0	0.000	49	0.320	1	0
98.000	1.500	failed stop-critical	1	0	0.100	49	0.368	1	0
101.625	1.500	go-critical	0	0	0.000	49	0.624	1	0
103.625	1.500	go-noncritical	0	1	0.000	50	0.352	1	0
106.125	1.500	go-critical	0	0	0.000	49	0.339	1	0
108.250	1.500	go-critical	0	0	0.000	49	0.366	1	0
111.875	1.500	failed stop-noncritical	1	1	0.050	50	0.341	1	0
113.875	1.500	go-noncritical	0	1	0.000	50	0.317	1	0
116.500	1.500	go-critical	0	0	0.000	49	0.452	1	0
119.250	1.500	go-noncritical	0	1	0.000	50	0.334	1	0
121.750	1.500	go-noncritical	0	1	0.000	50	0.306	1	0
123.750	1.500	go-critical	0	0	0.000	49	0.490	1	0
126.000	1.500	go-noncritical	0	1	0.000	50	0.256	1	0
128.375	1.500	go-critical	0	0	0.000	49	0.313	1	0
130.500	1.500	go-critical	0	0	0.000	49	0.404	1	0
132.625	1.500	go-noncritical	0	1	0.000	50	0.311	1	0
135.875	1.500	go-noncritical	0	1	0.000	50	0.294	1	0
139.375	1.500	go-noncritical	0	1	0.000	50	0.337	1	0
143.250	1.500	successful stop-critical	1	0	0.100	0	0.000	0	1
145.875	1.500	failed stop-noncritical	1	1	0.100	50	0.349	1	0
148.125	1.500	failed stop-noncritical	1	1	0.150	50	0.403	1	0
151.000	1.500	go-noncritical	0	1	0.000	50	0.368	1	0
153.625	1.500	go-critical	0	0	0.000	49	0.448	1	0
159.125	1.500	successful stop-critical	1	0	0.050	0	0.000	0	1
161.500	1.500	go-critical	0	0	0.000	49	0.356	1	0
164.750	1.500	go-critical	0	0	0.000	49	0.331	1	0
167.500	1.500	successful stop-critical	1	0	0.150	0	0.000	0	1
171.375	1.500	go-noncritical	0	1	0.000	50	0.298	1	0
173.375	1.500	go-critical	0	0	0.000	49	0.404	1	0
175.375	1.500	failed stop-critical	1	0	0.200	49	0.434	1	0
177.625	1.500	go-noncritical	0	1	0.000	50	0.328	1	0
180.250	1.500	go-critical	0	0	0.000	49	0.478	1	0
182.250	1.500	go-noncritical	0	1	0.000	50	0.318	1	0
184.625	1.500	go-noncritical	0	1	0.000	50	0.375	1	0
186.750	1.500	successful stop-critical	1	0	0.050	0	0.000	0	1
189.750	1.500	go-noncritical	0	1	0.000	50	0.314	1	0
193.375	1.500	go-noncritical	0	1	0.000	50	0.346	1	0
198.625	1.500	go-critical	0	0	0.000	49	0.431	1	0
201.625	1.500	go-critical	0	0	0.000	49	0.375	1	0
203.875	1.500	successful stop-critical	1	0	0.100	0	0.000	0	1
207.750	1.500	failed stop-noncritical	1	1	0.100	50	0.283	1	0
210.500	1.500	failed stop-noncritical	1	1	0.150	50	0.285	1	0
213.000	1.500	go-noncritical	0	1	0.000	50	0.312	1	0
216.125	1.500	go-critical	0	0	0.000	49	0.476	1	0
218.375	1.500	go-noncritical	0	1	0.000	50	0.274	1	0
220.500	1.500	go-critical	0	0	0.000	49	0.357	1	0
222.625	1.500	go-critical	0	0	0.000	49	0.368	1	0
224.875	1.500	go-critical	0	0	0.000	49	0.374	1	0
227.000	1.500	go-noncritical	0	1	0.000	50	0.305	1	0
230.125	1.500	go-critical	0	0	0.000	49	0.339	1	0
233.125	1.500	go-noncritical	0	1	0.000	50	0.196	1	0
235.250	1.500	go-noncritical	0	1	0.000	50	0.271	1	0
237.625	1.500	go-critical	0	0	0.000	49	0.336	1	0
240.250	1.500	failed stop-noncritical	1	1	0.200	50	0.263	1	0
243.500	1.500	failed stop-critical	1	0	0.150	49	0.309	1	0
247.875	1.500	go-critical	0	0	0.000	49	0.357	1	0
250.625	1.500	go-critical	0	0	0.000	49	0.336	1	0
253.250	1.500	go-noncritical	0	1	0.000	50	0.350	1	0
255.375	1.500	go-noncritical	0	1	0.000	50	0.273	1	0
257.375	1.500	failed stop-noncritical	1	1	0.050	50	0.546	1	0
259.500	1.500	go-noncritical	0	1	0.000	50	0.287	1	0
263.750	1.500	failed stop-critical	1	0	0.100	49	0.363	1	0
266.250	1.500	go-critical	0	0	0.000	49	0.462	1	0
268.250	1.500	junk	0	0	0.000	50	0.238	0	0
270.875	1.500	go-noncritical	0	1	0.000	50	0.317	1	0
273.125	1.500	failed stop-noncritical	1	1	0.100	50	0.516	1	0
275.750	1.500	failed stop-noncritical	1	1	0.150	50	0.331	1	0
279.125	1.500	go-noncritical	0	1	0.000	50	0.300	1	0
281.125	1.500	go-noncritical	0	1	0.000	50	0.276	1	0
283.375	1.500	failed stop-critical	1	0	0.100	49	0.394	1	0
285.875	1.500	go-noncritical	0	1	0.000	50	0.325	1	0
288.000	1.500	failed stop-noncritical	1	1	0.150	50	0.321	1	0
292.125	1.500	go-critical	0	0	0.000	49	0.404	1	0
295.000	1.500	go-critical	0	0	0.000	49	0.416	1	0
297.625	1.500	go-critical	0	0	0.000	49	0.296	1	0
299.750	1.500	go-noncritical	0	1	0.000	50	0.331	1	0
304.375	1.500	go-critical	0	0	0.000	49	0.354	1	0
306.500	1.500	failed stop-critical	1	0	0.150	49	0.349	1	0
311.000	1.500	go-noncritical	0	1	0.000	50	0.257	1	0
313.875	1.500	go-critical	0	0	0.000	49	0.365	1	0
316.000	1.500	go-noncritical	0	1	0.000	50	0.257	1	0
318.000	1.500	failed stop-noncritical	1	1	0.100	50	0.473	1	0
320.750	1.500	go-critical	0	0	0.000	49	0.355	1	0
323.500	1.500	go-critical	0	0	0.000	49	0.509	1	0
327.125	1.500	go-noncritical	0	1	0.000	50	0.403	1	0
329.250	1.500	go-critical	0	0	0.000	49	0.294	1	0
331.500	1.500	junk	0	0	0.000	50	0.236	0	0
334.000	1.500	go-noncritical	0	1	0.000	50	0.265	1	0
336.000	1.500	go-noncritical	0	1	0.000	50	0.353	1	0
339.250	1.500	go-noncritical	0	1	0.000	50	0.343	1	0
343.625	1.500	failed stop-critical	1	0	0.150	49	0.536	1	0
346.375	1.500	go-critical	0	0	0.000	49	0.409	1	0
