onset	duration	trial_type	easy_par	hard_par
16.005	4.500	easy_par	-0.333	n/a
21.266	4.500	easy_par	-0.333	n/a
31.755	4.500	easy_par	-0.333	n/a
37.015	4.500	easy_par	-0.333	n/a
42.260	4.500	hard_par	n/a	-0.479
47.504	4.500	hard_par	n/a	-0.479
52.765	4.500	easy_par	-0.333	n/a
58.009	4.500	easy_par	-0.333	n/a
63.253	4.500	hard_par	n/a	-0.479
68.514	4.500	hard_par	n/a	-0.479
73.758	4.500	easy_par	0.667	n/a
79.006	4.500	hard_par	n/a	-0.479
84.263	4.500	easy_par	0.667	n/a
89.508	4.500	hard_par	n/a	-0.479
94.752	4.500	easy_par	-0.333	n/a
105.257	4.500	hard_par	n/a	0.521
110.501	4.500	hard_par	n/a	-0.479
115.763	4.500	hard_par	n/a	-0.479
121.007	4.500	easy_par	-0.333	n/a
126.251	4.500	hard_par	n/a	-0.479
131.512	4.500	hard_par	n/a	-0.479
136.756	4.500	hard_par	n/a	-0.479
142.017	4.500	hard_par	n/a	-0.479
147.261	4.500	hard_par	n/a	-0.479
152.506	4.500	hard_par	n/a	0.521
157.767	4.500	hard_par	n/a	0.521
163.011	4.500	easy_par	-0.333	n/a
168.255	4.500	easy_par	-0.333	n/a
178.760	4.500	easy_par	-0.333	n/a
184.004	4.500	easy_par	0.667	n/a
189.265	4.500	hard_par	n/a	0.521
194.510	4.500	easy_par	-0.333	n/a
199.754	4.500	hard_par	n/a	0.521
205.015	4.500	hard_par	n/a	-0.479
210.259	4.500	hard_par	n/a	0.521
215.503	4.500	hard_par	n/a	-0.479
220.764	4.500	hard_par	n/a	-0.479
226.008	4.500	easy_par	-0.333	n/a
231.256	4.500	hard_par	n/a	0.521
236.513	4.500	easy_par	0.667	n/a
241.758	4.500	hard_par	n/a	0.521
252.263	4.500	easy_par	0.667	n/a
257.507	4.500	hard_par	n/a	-0.479
262.751	4.500	hard_par	n/a	-0.479
268.012	4.500	hard_par	n/a	-0.479
273.257	4.500	hard_par	n/a	-0.479
278.501	4.500	hard_par	n/a	-0.479
283.762	4.500	hard_par	n/a	0.521
289.006	4.500	easy_par	-0.333	n/a
294.267	4.500	easy_par	-0.333	n/a
299.511	4.500	hard_par	n/a	-0.479
304.755	4.500	hard_par	n/a	0.521
310.016	4.500	hard_par	n/a	0.521
315.261	4.500	easy_par	-0.333	n/a
325.766	4.500	easy_par	0.667	n/a
331.010	4.500	easy_par	-0.333	n/a
336.254	4.500	hard_par	n/a	0.521
341.515	4.500	hard_par	n/a	0.521
346.759	4.500	hard_par	n/a	0.521
352.004	4.500	easy_par	-0.333	n/a
357.264	4.500	easy_par	-0.333	n/a
362.509	4.500	easy_par	0.667	n/a
367.753	4.500	hard_par	n/a	0.521
373.014	4.500	easy_par	0.667	n/a
378.258	4.500	easy_par	-0.333	n/a
383.502	4.500	hard_par	n/a	0.521
388.763	4.500	easy_par	0.667	n/a
399.252	4.500	easy_par	-0.333	n/a
404.513	4.500	hard_par	n/a	0.521
409.757	4.500	hard_par	n/a	0.521
415.001	4.500	easy_par	0.667	n/a
420.262	4.500	easy_par	0.667	n/a
425.507	4.500	easy_par	0.667	n/a
430.767	4.500	easy_par	0.667	n/a
436.012	4.500	easy_par	-0.333	n/a
441.256	4.500	easy_par	-0.333	n/a
446.517	4.500	easy_par	-0.333	n/a
451.761	4.500	hard_par	n/a	0.521
457.005	4.500	easy_par	-0.333	n/a
462.266	4.500	easy_par	-0.333	n/a
472.755	4.500	hard_par	n/a	-0.479
478.015	4.500	easy_par	0.667	n/a
483.260	4.500	easy_par	-0.333	n/a
488.504	4.500	easy_par	-0.333	n/a
493.765	4.500	hard_par	n/a	0.521
499.009	4.500	hard_par	n/a	-0.479
504.253	4.500	easy_par	-0.333	n/a
509.514	4.500	hard_par	n/a	0.521
514.759	4.500	hard_par	n/a	0.521
520.003	4.500	easy_par	0.667	n/a
525.264	4.500	easy_par	-0.333	n/a
530.508	4.500	hard_par	n/a	-0.479
535.752	4.500	easy_par	0.667	n/a
546.257	4.500	easy_par	-0.333	n/a
551.502	4.500	easy_par	-0.333	n/a
556.763	4.500	hard_par	n/a	0.521
