onset	duration	trial_type	feedback	TrialNum	StimCond	StimulusNum	Response	response_time	Correct	Feedback
0.117	2.000	feedback	0.840	1	2	4	L	0.875	1	L
4.697	2.000	feedback	-1.160	2	2	12	L	0.803	0	R
9.115	2.000	feedback	0.840	3	2	7	L	0.871	1	L
13.689	2.000	feedback	0.840	4	2	13	L	0.858	1	L
18.111	2.000	feedback	-1.160	5	2	8	L	1.014	0	R
22.692	n/a	n/a	n/a	6	2	0	R	0.717	-	-
27.179	n/a	n/a	n/a	7	2	0	R	0.351	-	-
31.677	n/a	n/a	n/a	8	2	0	R	0.461	-	-
36.086	2.000	feedback	0.840	9	2	3	R	0.946	1	R
40.707	2.000	feedback	0.840	10	2	12	R	0.572	1	R
45.087	2.000	feedback	-1.160	11	2	3	-	0.000	-1	R
49.591	2.000	feedback	0.840	12	2	1	L	0.725	1	L
54.118	2.000	feedback	-1.160	13	2	5	L	0.835	0	R
58.691	n/a	n/a	n/a	14	2	0	R	0.728	-	-
63.178	n/a	n/a	n/a	15	2	0	R	0.393	-	-
67.677	n/a	n/a	n/a	16	2	0	R	0.446	-	-
72.188	2.000	feedback	-1.160	17	2	12	L	0.941	0	R
76.690	2.000	feedback	0.840	18	2	13	L	0.908	1	L
81.114	2.000	feedback	0.840	19	2	7	L	1.020	1	L
85.585	2.000	feedback	0.840	20	2	1	L	0.722	1	L
90.175	2.000	feedback	-1.160	21	2	10	R	0.774	0	L
94.678	n/a	n/a	n/a	22	2	0	R	0.727	-	-
99.182	n/a	n/a	n/a	23	2	0	R	0.391	-	-
103.677	n/a	n/a	n/a	24	2	0	R	2.089	-	-
108.086	2.000	feedback	0.840	25	2	4	L	0.734	1	L
112.690	2.000	feedback	0.840	26	2	13	L	0.758	1	L
117.089	2.000	feedback	0.840	27	2	4	L	0.663	1	L
121.587	2.000	feedback	0.840	28	2	4	L	0.617	1	L
126.086	2.000	feedback	-1.160	29	2	4	-	0.000	-1	L
130.703	n/a	n/a	n/a	30	2	0	R	0.775	-	-
135.185	n/a	n/a	n/a	31	2	0	R	0.798	-	-
139.684	n/a	n/a	n/a	32	2	0	R	0.567	-	-
144.085	2.000	feedback	0.840	33	2	1	L	0.784	1	L
148.591	2.000	feedback	-1.160	34	2	1	-	0.000	-1	L
153.118	2.000	feedback	0.840	35	2	10	L	1.191	1	L
157.615	2.000	feedback	0.840	36	2	7	L	0.915	1	L
162.115	2.000	feedback	-1.160	37	2	9	L	0.734	0	R
166.691	n/a	n/a	n/a	38	2	0	R	0.693	-	-
171.178	n/a	n/a	n/a	39	2	0	R	0.439	-	-
175.677	n/a	n/a	n/a	40	2	0	R	0.564	-	-
180.114	2.000	feedback	-1.160	41	2	5	L	0.625	0	R
184.597	2.000	feedback	-1.160	42	2	3	L	0.856	0	R
189.125	2.000	feedback	-1.160	43	2	6	R	0.596	0	L
193.696	2.000	feedback	0.840	44	2	12	R	0.964	1	R
198.115	2.000	feedback	-1.160	45	2	5	-	0.000	-1	R
202.677	n/a	n/a	n/a	46	2	0	R	0.789	-	-
207.177	n/a	n/a	n/a	47	2	0	R	0.361	-	-
211.677	n/a	n/a	n/a	48	2	0	R	1.533	-	-
216.085	2.000	feedback	0.840	49	2	4	L	0.979	1	L
220.707	2.000	feedback	-1.160	50	2	12	L	0.888	0	R
225.086	2.000	feedback	0.840	51	2	4	L	0.691	1	L
229.592	2.000	feedback	-1.160	52	2	2	L	1.020	0	R
234.201	2.000	feedback	-1.160	53	2	11	L	0.730	0	R
238.678	n/a	n/a	n/a	54	2	0	R	0.815	-	-
243.178	n/a	n/a	n/a	55	2	0	R	2.786	-	-
247.677	n/a	n/a	n/a	56	2	0	R	1.223	-	-
252.087	2.000	feedback	0.840	57	2	4	L	0.764	1	L
256.622	2.000	feedback	0.840	58	2	10	L	0.793	1	L
261.115	2.000	feedback	0.840	59	2	10	L	0.673	1	L
265.615	2.000	feedback	0.840	60	2	10	L	2.182	1	L
270.116	2.000	feedback	0.840	61	2	10	L	0.577	1	L
274.691	n/a	n/a	n/a	62	2	0	L	0.570	-	-
279.183	n/a	n/a	n/a	63	2	0	L	1.582	-	-
283.677	n/a	n/a	n/a	64	2	0	L	0.841	-	-
288.087	2.000	feedback	-1.160	65	2	3	L	0.789	0	R
292.687	2.000	feedback	-1.160	66	2	13	-	0.000	-1	L
297.188	2.000	feedback	-1.160	67	2	14	-	0.000	-1	R
301.589	2.000	feedback	0.840	68	2	1	L	1.108	1	L
306.115	2.000	feedback	-1.160	69	2	10	-	0.000	-1	L
310.678	n/a	n/a	n/a	70	2	0	R	1.042	-	-
315.179	n/a	n/a	n/a	71	2	0	-	0.000	-	-
319.678	n/a	n/a	n/a	72	2	0	R	0.426	-	-
324.090	2.000	feedback	-1.160	73	2	3	L	0.959	0	R
328.592	2.000	feedback	0.840	74	2	2	R	0.984	1	R
333.200	2.000	feedback	0.840	75	2	13	L	1.369	1	L
337.615	2.000	feedback	0.840	76	2	8	R	0.898	1	R
342.111	2.000	feedback	0.840	77	2	5	R	0.960	1	R
346.692	n/a	n/a	n/a	78	2	0	R	0.741	-	-
351.178	n/a	n/a	n/a	79	2	0	R	0.391	-	-
355.677	n/a	n/a	n/a	80	2	0	R	0.608	-	-
