onset	duration	trial_type	feedback	TrialNum	StimCond	StimulusNum	Response	response_time	Correct	Feedback
0.192	2.000	feedback	1.080	1	2	8	R	1.485	1	R
4.612	2.000	feedback	-0.920	2	2	5	L	1.116	0	R
9.088	2.000	feedback	1.080	3	2	3	R	0.801	1	R
13.587	2.000	feedback	1.080	4	2	1	L	0.806	1	L
18.087	2.000	feedback	1.080	5	2	1	L	0.738	1	L
22.671	n/a	n/a	n/a	6	2	0	R	0.702	-	-
27.171	n/a	n/a	n/a	7	2	0	-	0.000	-	-
31.671	n/a	n/a	n/a	8	2	0	R	0.319	-	-
36.187	2.000	feedback	1.080	9	2	14	R	0.928	1	R
40.612	2.000	feedback	-0.920	10	2	9	L	0.837	0	R
45.088	2.000	feedback	-0.920	11	2	3	L	0.971	0	R
49.612	2.000	feedback	1.080	12	2	8	R	0.758	1	R
54.187	2.000	feedback	-0.920	13	2	13	R	1.105	0	L
58.671	n/a	n/a	n/a	14	2	0	R	0.768	-	-
63.172	n/a	n/a	n/a	15	2	0	R	2.779	-	-
67.671	n/a	n/a	n/a	16	2	0	-	0.000	-	-
72.088	2.000	feedback	1.080	17	2	4	L	0.901	1	L
76.588	2.000	feedback	-0.920	18	2	2	-	0.000	-1	R
81.088	2.000	feedback	-0.920	19	2	3	-	0.000	-1	R
85.588	2.000	feedback	-0.920	20	2	3	-	0.000	-1	R
90.114	2.000	feedback	-0.920	21	2	10	R	0.762	0	L
94.671	n/a	n/a	n/a	22	2	0	R	0.682	-	-
99.171	n/a	n/a	n/a	23	2	0	-	0.000	-	-
103.672	n/a	n/a	n/a	24	2	0	R	0.425	-	-
108.114	2.000	feedback	1.080	25	2	10	L	1.098	1	L
112.688	2.000	feedback	-0.920	26	2	12	L	0.679	0	R
117.112	2.000	feedback	1.080	27	2	10	L	0.853	1	L
121.587	2.000	feedback	-0.920	28	2	1	R	1.140	0	L
126.112	2.000	feedback	1.080	29	2	9	R	0.821	1	R
130.671	n/a	n/a	n/a	30	2	0	-	0.000	-	-
135.171	n/a	n/a	n/a	31	2	0	-	0.000	-	-
139.671	n/a	n/a	n/a	32	2	0	R	0.565	-	-
144.187	2.000	feedback	-0.920	33	2	11	L	0.860	0	R
148.587	2.000	feedback	-0.920	34	2	2	-	0.000	-1	R
153.088	2.000	feedback	-0.920	35	2	4	-	0.000	-1	L
157.588	2.000	feedback	1.080	36	2	1	L	1.972	1	L
162.186	2.000	feedback	1.080	37	2	13	L	1.167	1	L
166.671	n/a	n/a	n/a	38	2	0	-	0.000	-	-
171.172	n/a	n/a	n/a	39	2	0	R	0.361	-	-
175.671	n/a	n/a	n/a	40	2	0	R	0.413	-	-
180.108	2.000	feedback	1.080	41	2	7	L	0.928	1	L
184.615	2.000	feedback	-0.920	42	2	8	-	0.000	-1	R
189.113	2.000	feedback	1.080	43	2	7	L	0.664	1	L
193.584	2.000	feedback	-0.920	44	2	2	L	0.764	0	R
198.120	2.000	feedback	-0.920	45	2	5	L	1.011	0	R
202.677	n/a	n/a	n/a	46	2	0	R	0.769	-	-
207.172	n/a	n/a	n/a	47	2	0	R	0.347	-	-
211.671	n/a	n/a	n/a	48	2	0	-	0.000	-	-
216.087	2.000	feedback	-0.920	49	2	2	L	0.988	0	R
220.612	2.000	feedback	1.080	50	2	7	L	1.071	1	L
225.187	2.000	feedback	-0.920	51	2	12	L	1.292	0	R
229.587	2.000	feedback	1.080	52	2	1	L	0.833	1	L
234.113	2.000	feedback	1.080	53	2	7	L	1.342	1	L
238.670	n/a	n/a	n/a	54	2	0	R	0.746	-	-
243.172	n/a	n/a	n/a	55	2	0	R	0.396	-	-
247.672	n/a	n/a	n/a	56	2	0	R	0.352	-	-
252.084	2.000	feedback	1.080	57	2	4	L	0.811	1	L
256.700	2.000	feedback	-0.920	58	2	11	L	0.947	0	R
261.113	2.000	feedback	1.080	59	2	7	L	0.756	1	L
265.585	2.000	feedback	1.080	60	2	4	L	1.164	1	L
270.188	2.000	feedback	-0.920	61	2	12	L	0.954	0	R
274.670	n/a	n/a	n/a	62	2	0	R	0.851	-	-
279.171	n/a	n/a	n/a	63	2	0	R	0.487	-	-
283.671	n/a	n/a	n/a	64	2	0	R	0.691	-	-
288.113	2.000	feedback	-0.920	65	2	9	L	1.125	0	R
292.588	2.000	feedback	-0.920	66	2	3	L	1.082	0	R
297.187	2.000	feedback	1.080	67	2	13	L	1.045	1	L
301.613	2.000	feedback	-0.920	68	2	8	L	1.146	0	R
306.112	2.000	feedback	-0.920	69	2	5	L	1.047	0	R
310.673	n/a	n/a	n/a	70	2	0	R	0.730	-	-
315.171	n/a	n/a	n/a	71	2	0	R	0.395	-	-
319.670	n/a	n/a	n/a	72	2	0	-	0.000	-	-
324.113	2.000	feedback	1.080	73	2	10	L	1.062	1	L
328.689	2.000	feedback	-0.920	74	2	13	R	1.006	0	L
333.113	2.000	feedback	-0.920	75	2	6	R	0.918	0	L
337.612	2.000	feedback	-0.920	76	2	5	L	0.933	0	R
342.113	2.000	feedback	1.080	77	2	6	L	0.895	1	L
346.672	n/a	n/a	n/a	78	2	0	R	0.773	-	-
351.171	n/a	n/a	n/a	79	2	0	-	0.000	-	-
355.664	n/a	n/a	n/a	80	2	0	R	0.469	-	-
