onset	duration	trial_type	TrialNum	StimCond	StimulusNum	Response	response_time	Correct
0.120	2.000	classification-probabilistic	1.000	1.000	10.000	L	1.494	1.000
4.921	2.000	classification-probabilistic	3.000	1.000	3.000	L	0.885	1.000
9.076	2.000	classification-probabilistic	5.000	1.000	11.000	L	1.087	0.000
15.000	2.000	classification-deterministic	7.000	2.000	10.000	L	0.980	1.000
19.494	2.000	classification-probabilistic	9.000	1.000	10.000	L	0.796	1.000
25.808	2.000	classification-probabilistic	11.000	1.000	3.000	R	0.950	0.000
29.802	2.000	classification-probabilistic	13.000	1.000	14.000	R	0.937	1.000
33.488	2.000	classification-probabilistic	15.000	1.000	2.000	R	0.576	1.000
38.121	2.000	classification-deterministic	17.000	2.000	10.000	R	0.638	0.000
41.182	2.000	classification-deterministic	19.000	2.000	11.000	R	0.753	1.000
45.609	2.000	classification-deterministic	21.000	2.000	10.000	L	0.747	1.000
50.922	2.000	classification-deterministic	23.000	2.000	2.000	L	0.725	0.000
56.605	2.000	classification-probabilistic	25.000	1.000	10.000	R	0.764	0.000
60.609	2.000	classification-probabilistic	27.000	1.000	10.000	-	0.000	-1.000
63.783	2.000	classification-probabilistic	29.000	1.000	10.000	R	1.967	0.000
67.083	2.000	classification-probabilistic	31.000	1.000	3.000	-	0.000	-1.000
72.909	2.000	classification-deterministic	33.000	2.000	13.000	L	0.665	1.000
75.922	2.000	classification-deterministic	35.000	2.000	2.000	L	0.782	0.000
79.887	2.000	classification-deterministic	37.000	2.000	5.000	R	1.269	1.000
85.420	2.000	classification-probabilistic	39.000	1.000	4.000	R	1.167	0.000
90.700	2.000	classification-deterministic	41.000	2.000	1.000	-	0.000	-1.000
93.911	2.000	classification-deterministic	43.000	2.000	13.000	R	0.836	0.000
96.886	2.000	classification-deterministic	45.000	2.000	10.000	R	0.988	0.000
102.590	2.000	classification-deterministic	47.000	2.000	2.000	L	0.778	0.000
105.924	2.000	classification-deterministic	49.000	2.000	1.000	L	0.835	1.000
110.919	2.000	classification-probabilistic	51.000	1.000	4.000	R	0.956	0.000
116.197	2.000	classification-deterministic	53.000	2.000	3.000	R	0.751	1.000
123.590	2.000	classification-deterministic	55.000	2.000	3.000	R	0.756	1.000
129.977	2.000	classification-deterministic	57.000	2.000	11.000	R	0.863	1.000
133.584	2.000	classification-deterministic	59.000	2.000	3.000	R	0.793	1.000
139.100	2.000	classification-probabilistic	n/a	n/a	n/a	n/a	n/a	n/a
139.150	n/a	n/a	61.000	1.000	5.000	R	0.668	1.000
146.120	2.000	classification-probabilistic	63.000	1.000	6.000	R	1.173	0.000
150.693	2.000	classification-probabilistic	65.000	1.000	14.000	L	0.659	0.000
153.696	2.000	classification-probabilistic	67.000	1.000	3.000	L	1.118	1.000
160.206	2.000	classification-probabilistic	69.000	1.000	11.000	-	0.000	-1.000
163.183	2.000	classification-deterministic	71.000	2.000	13.000	L	1.237	1.000
166.610	2.000	classification-deterministic	73.000	2.000	9.000	L	0.742	0.000
170.020	2.000	classification-deterministic	75.000	2.000	13.000	L	0.794	1.000
173.084	2.000	classification-deterministic	77.000	2.000	3.000	-	0.000	-1.000
177.784	2.000	classification-probabilistic	79.000	1.000	7.000	R	0.811	0.000
182.394	2.000	classification-deterministic	81.000	2.000	7.000	-	0.000	-1.000
187.205	2.000	classification-probabilistic	83.000	1.000	1.000	R	0.722	1.000
192.120	2.000	classification-probabilistic	85.000	1.000	6.000	-	0.000	-1.000
196.224	2.000	classification-deterministic	87.000	2.000	6.000	-	0.000	-1.000
199.496	2.000	classification-deterministic	89.000	2.000	5.000	R	1.128	1.000
202.722	2.000	classification-deterministic	91.000	2.000	7.000	L	0.996	1.000
210.017	2.000	classification-probabilistic	93.000	1.000	8.000	R	0.948	1.000
214.778	2.000	classification-probabilistic	95.000	1.000	8.000	R	0.657	1.000
219.387	2.000	classification-probabilistic	97.000	1.000	5.000	R	0.742	1.000
226.115	2.000	classification-probabilistic	99.000	1.000	5.000	R	0.819	1.000
231.023	2.000	classification-deterministic	101.000	2.000	11.000	R	0.820	1.000
237.576	2.000	classification-deterministic	103.000	2.000	12.000	R	0.966	1.000
240.798	2.000	classification-probabilistic	105.000	1.000	11.000	R	1.586	1.000
246.082	2.000	classification-probabilistic	107.000	1.000	4.000	R	1.182	0.000
250.995	2.000	classification-deterministic	109.000	2.000	8.000	R	0.952	1.000
256.084	2.000	classification-deterministic	111.000	2.000	1.000	L	1.004	1.000
259.882	2.000	classification-deterministic	113.000	2.000	6.000	R	1.655	0.000
262.923	2.000	classification-deterministic	115.000	2.000	2.000	L	0.974	0.000
266.695	2.000	classification-probabilistic	117.000	1.000	3.000	L	0.949	1.000
271.204	2.000	classification-probabilistic	119.000	1.000	11.000	-	0.000	-1.000
274.913	2.000	classification-probabilistic	121.000	1.000	13.000	R	1.362	0.000
280.981	2.000	classification-deterministic	123.000	2.000	4.000	L	0.838	1.000
285.502	2.000	classification-probabilistic	125.000	1.000	6.000	-	0.000	-1.000
289.220	2.000	classification-probabilistic	127.000	1.000	10.000	-	0.000	-1.000
292.524	2.000	classification-probabilistic	129.000	1.000	11.000	R	1.974	1.000
295.690	2.000	classification-probabilistic	131.000	1.000	11.000	R	0.920	1.000
301.817	2.000	classification-deterministic	133.000	2.000	13.000	L	0.750	1.000
308.705	2.000	classification-deterministic	135.000	2.000	3.000	R	1.355	1.000
313.704	2.000	classification-deterministic	137.000	2.000	1.000	L	0.949	1.000
320.204	2.000	classification-probabilistic	139.000	1.000	14.000	R	1.241	1.000
