onset	duration	event_sample	event_value	trial_type
25.3381818181818	900	27872	13	unfamiliar_new
28.6127272727273	900	31474	5	famous_new
29.3372727272727	900	32271	0	response
31.6690909090909	900	34836	5	famous_new
32.5127272727273	900	35764	0	response
34.8936363636364	900	38383	13	unfamiliar_new
38.0672727272727	900	41874	13	unfamiliar_new
41.1081818181818	900	45219	14	unfamiliar_second_early
44.1145454545455	900	48526	13	unfamiliar_new
47.2718181818182	900	51999	14	unfamiliar_second_early
50.3790909090909	900	55417	15	unfamiliar_second_late
53.4363636363636	900	58780	5	famous_new
54.1227272727273	900	59535	0	response
56.6772727272727	900	62345	6	famous_second_early
57.6018181818182	900	63362	0	response
59.9509090909091	900	65946	7	famous_second_late
60.77	900	66847	0	response
63.0918181818182	900	69401	17	scrambled_new
64.0236363636364	900	70426	0	response
66.2490909090909	900	72874	18	scrambled_second_early
66.9254545454545	900	73618	0	response
69.3227272727273	900	76255	7	famous_second_late
69.9972727272727	900	76997	0	response
72.5136363636364	900	79765	17	scrambled_new
75.7372727272727	900	83311	15	unfamiliar_second_late
78.9281818181818	900	86821	5	famous_new
79.6409090909091	900	87605	0	response
82.0854545454545	900	90294	13	unfamiliar_new
82.6927272727273	900	90962	0	response
85.3427272727273	900	93877	14	unfamiliar_second_early
85.9563636363636	900	94552	0	response
88.5336363636364	900	97387	17	scrambled_new
89.4027272727273	900	98343	0	response
91.5572727272727	900	100713	13	unfamiliar_new
92.3236363636364	900	101556	0	response
94.7481818181818	900	104223	5	famous_new
95.4418181818182	900	104986	0	response
98.0727272727273	900	107880	19	scrambled_second_late
98.8745454545455	900	108762	0	response
101.246363636364	900	111371	17	scrambled_new
101.913636363636	900	112105	0	response
104.437272727273	900	114881	7	famous_second_late
105.305454545455	900	115836	0	response
107.427272727273	900	118170	17	scrambled_new
108.097272727273	900	118907	0	response
110.568181818182	900	121625	18	scrambled_second_early
111.252727272727	900	122378	0	response
113.758181818182	900	125134	13	unfamiliar_new
114.515454545455	900	125967	0	response
