onset	trial_type	eventcode
27872	unfamiliar_new	13
31474	famous_new	5
32271	response	0
34836	famous_new	5
35764	response	0
38383	unfamiliar_new	13
41874	unfamiliar_new	13
45219	unfamiliar_second_early	14
48526	unfamiliar_new	13
51999	unfamiliar_second_early	14
55417	unfamiliar_second_late	15
58780	famous_new	5
59535	response	0
62345	famous_second_early	6
63362	response	0
65946	famous_second_late	7
66847	response	0
69401	scrambled_new	17
70426	response	0
72874	scrambled_second_early	18
73618	response	0
76255	famous_second_late	7
76997	response	0
79765	scrambled_new	17
83311	unfamiliar_second_late	15
86821	famous_new	5
87605	response	0
90294	unfamiliar_new	13
90962	response	0
93877	unfamiliar_second_early	14
94552	response	0
97387	scrambled_new	17
98343	response	0
100713	unfamiliar_new	13
101556	response	0
104223	famous_new	5
104986	response	0
107880	scrambled_second_late	19
108762	response	0
111371	scrambled_new	17
112105	response	0
114881	famous_second_late	7
115836	response	0
118170	scrambled_new	17
118907	response	0
121625	scrambled_second_early	18
122378	response	0
125134	unfamiliar_new	13
125967	response	0
128571	unfamiliar_second_early	14
129457	response	0
131970	scrambled_second_late	19
132841	response	0
135370	famous_new	5
138861	famous_second_early	6
142371	unfamiliar_second_late	15
145954	unfamiliar_new	13
146696	response	0
149464	unfamiliar_second_early	14
150406	response	0
153010	famous_second_late	7
153812	response	0
156575	unfamiliar_new	13
160085	unfamiliar_second_early	14
163632	scrambled_second_late	19
164383	response	0
166958	unfamiliar_new	13
168107	response	0
170375	famous_new	5
171097	response	0
173885	famous_new	5
174530	response	0
177413	scrambled_new	17
181015	scrambled_second_early	18
184653	unfamiliar_new	13
185277	response	0
188200	unfamiliar_second_early	14
188792	response	0
191691	famous_new	5
192429	response	0
195073	unfamiliar_second_late	15
195862	response	0
198692	unfamiliar_new	13
202110	unfamiliar_second_early	14
205638	famous_second_late	7
206176	response	0
209075	famous_new	5
212548	famous_second_early	6
216149	famous_second_late	7
216790	response	0
219696	famous_new	5
220375	response	0
223132	scrambled_new	17
226513	scrambled_second_early	18
230041	scrambled_new	17
230994	response	0
233606	scrambled_second_early	18
234212	response	0
237006	famous_second_late	7
237811	response	0
240479	unfamiliar_new	13
244099	unfamiliar_second_early	14
247755	famous_new	5
248498	response	0
251228	famous_second_early	6
251758	response	0
254628	scrambled_new	17
258304	famous_second_late	7
261905	unfamiliar_new	13
262595	response	0
265378	scrambled_new	17
265984	response	0
268796	famous_new	5
269438	response	0
272269	famous_second_early	6
272934	response	0
275723	famous_new	5
276427	response	0
279141	famous_second_early	6
279687	response	0
282559	unfamiliar_new	13
286087	scrambled_second_late	19
286997	response	0
289597	scrambled_new	17
290279	response	0
293051	unfamiliar_second_late	15
293798	response	0
296488	unfamiliar_new	13
299814	scrambled_second_late	19
300423	response	0
303379	scrambled_new	17
303876	response	0
306778	famous_new	5
307389	response	0
310343	scrambled_new	17
314018	unfamiliar_second_late	15
317528	scrambled_new	17
318233	response	0
320964	scrambled_second_early	18
321554	response	0
324400	scrambled_second_late	19
325033	response	0
327837	unfamiliar_new	13
328649	response	0
331420	unfamiliar_second_early	14
332072	response	0
334911	unfamiliar_second_late	15
338403	famous_new	5
339112	response	0
341857	famous_second_early	6
342506	response	0
345349	scrambled_second_late	19
346004	response	0
348932	unfamiliar_new	13
352369	famous_second_late	7
353210	response	0
355841	scrambled_new	17
356596	response	0
359369	scrambled_second_late	19
362916	unfamiliar_new	13
366370	unfamiliar_second_early	14
369660	scrambled_new	17
370316	response	0
373004	scrambled_new	17
373689	response	0
376367	scrambled_new	17
376990	response	0
379895	scrambled_second_early	18
380491	response	0
383295	unfamiliar_second_late	15
386767	unfamiliar_new	13
387549	response	0
390240	unfamiliar_second_early	14
393622	scrambled_second_late	19
397095	unfamiliar_new	13
397746	response	0
400660	unfamiliar_second_early	14
401308	response	0
404188	famous_new	5
404654	response	0
407771	scrambled_second_late	19
408478	response	0
411391	famous_new	5
412225	response	0
414864	scrambled_second_late	19
415626	response	0
418263	scrambled_new	17
419031	response	0
421700	famous_new	5
422330	response	0
425154	famous_second_early	6
426302	response	0
428848	famous_new	5
429672	response	0
432339	famous_second_early	6
432992	response	0
435996	famous_new	5
436666	response	0
439579	famous_second_early	6
440371	response	0
442960	famous_second_late	7
443590	response	0
446470	scrambled_new	17
447004	response	0
449906	famous_second_late	7
450506	response	0
453343	famous_new	5
453890	response	0
456779	famous_second_early	6
457350	response	0
460307	scrambled_second_late	19
460969	response	0
462426	response	0
463706	scrambled_new	17
464671	response	0
467364	unfamiliar_new	13
470671	unfamiliar_new	13
474273	scrambled_new	17
475163	response	0
477746	scrambled_second_early	18
478586	response	0
481219	scrambled_second_late	19
482013	response	0
484783	unfamiliar_new	13
488220	unfamiliar_new	13
491674	scrambled_second_late	19
492501	response	0
495111	scrambled_new	17
495692	response	0
498675	scrambled_second_early	18
499290	response	0
502148	unfamiliar_second_late	15
505732	scrambled_new	17
509260	unfamiliar_second_late	15
512714	scrambled_new	17
513377	response	0
516316	scrambled_second_early	18
516891	response	0
519844	famous_new	5
520669	response	0
523464	famous_second_early	6
524235	response	0
526919	unfamiliar_second_late	15
530557	famous_new	5
534104	unfamiliar_second_late	15
537687	famous_new	5
538471	response	0
541215	famous_second_early	6
541811	response	0
