onset	duration	trial_type	Response	Stimulus	response_time
6.160	0.200	auditory standard stimulus presentation	n/a	n/a	n/a
8.575	0.200	auditory standard stimulus presentation	n/a	n/a	n/a
11.206	0.200	auditory standard stimulus presentation	0.000	standard	n/a
13.836	0.454	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
13.836	0.200	auditory oddball stimulus presentation	1.000	target	n/a
16.467	0.200	auditory standard stimulus presentation	0.000	standard	n/a
19.314	0.200	auditory standard stimulus presentation	0.000	standard	n/a
21.349	0.200	auditory standard stimulus presentation	0.000	standard	n/a
23.600	0.200	auditory standard stimulus presentation	0.000	standard	n/a
26.031	0.200	auditory standard stimulus presentation	0.000	standard	n/a
29.076	0.200	auditory standard stimulus presentation	0.000	standard	n/a
31.525	0.200	auditory standard stimulus presentation	0.000	standard	n/a
34.570	0.200	auditory standard stimulus presentation	0.000	standard	n/a
37.201	0.200	auditory standard stimulus presentation	0.000	standard	n/a
39.649	0.200	auditory standard stimulus presentation	0.000	standard	n/a
41.899	0.200	auditory standard stimulus presentation	0.000	standard	n/a
44.944	0.200	auditory standard stimulus presentation	0.000	standard	n/a
47.178	0.200	auditory standard stimulus presentation	0.000	standard	n/a
49.412	0.200	auditory standard stimulus presentation	0.000	standard	n/a
51.861	0.200	auditory standard stimulus presentation	0.000	standard	n/a
53.895	0.200	auditory oddball stimulus presentation	1.000	target	n/a
53.895	0.333	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
56.726	0.200	auditory standard stimulus presentation	0.000	standard	n/a
59.372	0.200	auditory standard stimulus presentation	0.000	standard	n/a
62.218	0.349	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
62.218	0.200	auditory oddball stimulus presentation	1.000	target	n/a
64.667	n/a	n/a	0.000	standard	n/a
67.099	0.200	auditory standard stimulus presentation	0.000	standard	n/a
69.747	0.200	auditory standard stimulus presentation	0.000	standard	n/a
72.196	0.200	auditory standard stimulus presentation	0.000	standard	n/a
74.645	0.200	auditory standard stimulus presentation	0.000	standard	n/a
77.093	0.200	auditory standard stimulus presentation	0.000	standard	n/a
79.742	0.290	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
79.742	0.200	auditory oddball stimulus presentation	1.000	target	n/a
82.389	0.518	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
82.389	0.200	auditory oddball stimulus presentation	1.000	target	n/a
84.623	0.200	auditory standard stimulus presentation	0.000	standard	n/a
87.468	0.200	auditory standard stimulus presentation	0.000	standard	n/a
89.504	0.200	auditory standard stimulus presentation	0.000	standard	n/a
91.523	0.380	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
91.523	0.200	auditory oddball stimulus presentation	1.000	target	n/a
94.368	0.200	auditory oddball stimulus presentation	1.000	target	n/a
94.368	0.469	behavioral response time following auditory oddball stimulus onset	1.000	target	n/a
