onset	duration	response_time	button_press	stim_file
n/a	n/a	5.958	2	meg/f065.bmp
n/a	n/a	1.758	3	meg/f018.bmp
n/a	n/a	1.623	1	meg/f102.bmp
n/a	n/a	2.158	2	meg/f081.bmp
n/a	n/a	1.566	3	meg/f010.bmp
n/a	n/a	1.159	1	meg/u077.bmp
n/a	n/a	1.065	1	meg/f025.bmp
n/a	n/a	1.096	1	meg/u028.bmp
n/a	n/a	1.629	1	meg/u097.bmp
n/a	n/a	1.628	1	meg/u082.bmp
n/a	n/a	0.889	1	meg/u009.bmp
n/a	n/a	1.407	3	meg/f005.bmp
n/a	n/a	2.022	3	meg/f009.bmp
n/a	n/a	1.26	1	meg/u148.bmp
n/a	n/a	1.026	1	meg/u075.bmp
n/a	n/a	1.594	1	meg/u125.bmp
n/a	n/a	1.682	1	meg/u029.bmp
n/a	n/a	1.31	1	meg/f095.bmp
n/a	n/a	1.122	1	meg/f104.bmp
n/a	n/a	6.022	2	meg/f131.bmp
n/a	n/a	1.908	1	meg/u092.bmp
n/a	n/a	0.918	1	meg/u046.bmp
n/a	n/a	1.283	3	meg/f070.bmp
n/a	n/a	1.023	1	meg/f017.bmp
n/a	n/a	5.135	2	meg/f089.bmp
n/a	n/a	0.915	1	meg/u119.bmp
n/a	n/a	2.632	3	meg/f144.bmp
n/a	n/a	0.901	1	meg/f135.bmp
n/a	n/a	1.05	1	meg/f140.bmp
n/a	n/a	0.833	1	meg/u133.bmp
n/a	n/a	0.81	1	meg/u137.bmp
n/a	n/a	2.619	2	meg/f069.bmp
n/a	n/a	0.856	1	meg/u117.bmp
n/a	n/a	3.431	1	meg/u040.bmp
n/a	n/a	1.433	1	meg/f120.bmp
n/a	n/a	2.423	1	meg/f027.bmp
n/a	n/a	1.524	1	meg/u122.bmp
n/a	n/a	1.759	1	meg/f049.bmp
n/a	n/a	3.744	1	meg/u095.bmp
n/a	n/a	3.869	3	meg/f054.bmp
n/a	n/a	5.461	1	meg/f078.bmp
n/a	n/a	3.947	2	meg/f033.bmp
n/a	n/a	1.519	1	meg/u102.bmp
n/a	n/a	2.331	1	meg/u047.bmp
n/a	n/a	4.356	1	meg/u070.bmp
n/a	n/a	0.943	1	meg/u051.bmp
n/a	n/a	2.634	3	meg/f041.bmp
n/a	n/a	1.071	1	meg/u065.bmp
n/a	n/a	1.252	1	meg/u031.bmp
n/a	n/a	2.779	1	meg/u043.bmp
n/a	n/a	2.049	3	meg/f072.bmp
n/a	n/a	2.526	1	meg/u048.bmp
n/a	n/a	1.503	3	meg/f003.bmp
n/a	n/a	1.643	1	meg/u134.bmp
n/a	n/a	0.873	1	meg/u058.bmp
n/a	n/a	1.247	3	meg/f080.bmp
n/a	n/a	1.534	1	meg/u086.bmp
n/a	n/a	3.393	1	meg/u094.bmp
n/a	n/a	1.052	3	meg/f119.bmp
n/a	n/a	1.315	1	meg/f094.bmp
n/a	n/a	0.871	1	meg/u002.bmp
n/a	n/a	1.005	3	meg/f006.bmp
n/a	n/a	1.558	1	meg/u033.bmp
n/a	n/a	2.207	3	meg/f143.bmp
n/a	n/a	1.501	1	meg/f128.bmp
n/a	n/a	1.225	1	meg/u109.bmp
n/a	n/a	1.209	1	meg/f031.bmp
n/a	n/a	5.081	1	meg/f084.bmp
n/a	n/a	0.886	1	meg/u044.bmp
n/a	n/a	2.58	1	meg/u139.bmp
n/a	n/a	2.722	1	meg/f092.bmp
n/a	n/a	0.786	1	meg/f071.bmp
n/a	n/a	1.324	1	meg/u066.bmp
n/a	n/a	0.823	1	meg/f118.bmp
n/a	n/a	1.735	1	meg/u120.bmp
n/a	n/a	3.178	2	meg/f077.bmp
n/a	n/a	1.775	1	meg/f108.bmp
n/a	n/a	3.767	2	meg/f030.bmp
n/a	n/a	2.34	3	meg/f145.bmp
n/a	n/a	4.852	2	meg/f040.bmp
n/a	n/a	0.963	1	meg/f099.bmp
n/a	n/a	0.829	1	meg/f130.bmp
n/a	n/a	0.902	1	meg/f075.bmp
n/a	n/a	1.426	1	meg/f103.bmp
n/a	n/a	1.201	1	meg/u039.bmp
n/a	n/a	4.234	1	meg/u108.bmp
n/a	n/a	1.171	3	meg/f086.bmp
n/a	n/a	1.876	1	meg/u130.bmp
n/a	n/a	2.969	1	meg/u078.bmp
n/a	n/a	1.607	1	meg/f035.bmp
n/a	n/a	1.91	1	meg/f028.bmp
n/a	n/a	1.161	1	meg/u032.bmp
n/a	n/a	1.123	1	meg/u013.bmp
n/a	n/a	0.887	1	meg/u057.bmp
n/a	n/a	8.116	1	meg/u084.bmp
n/a	n/a	0.993	1	meg/u140.bmp
n/a	n/a	1.114	1	meg/u142.bmp
n/a	n/a	2.046	1	meg/f116.bmp
n/a	n/a	2.747	2	meg/f020.bmp
n/a	n/a	1.411	1	meg/f002.bmp
n/a	n/a	1.09	1	meg/u116.bmp
n/a	n/a	3.104	1	meg/u006.bmp
n/a	n/a	13.528	1	meg/f149.bmp
n/a	n/a	2.154	2	meg/f056.bmp
n/a	n/a	1.034	3	meg/f026.bmp
n/a	n/a	1.313	1	meg/f082.bmp
n/a	n/a	1.589	2	meg/f063.bmp
n/a	n/a	0.997	3	meg/f055.bmp
n/a	n/a	1.511	1	meg/f132.bmp
n/a	n/a	1.698	1	meg/f047.bmp
n/a	n/a	8.886	2	meg/f127.bmp
n/a	n/a	5.403	1	meg/f067.bmp
n/a	n/a	0.874	1	meg/u135.bmp
n/a	n/a	0.881	1	meg/f023.bmp
n/a	n/a	1.295	1	meg/u027.bmp
n/a	n/a	1.588	1	meg/u072.bmp
n/a	n/a	2.076	2	meg/f011.bmp
n/a	n/a	1.039	1	meg/u093.bmp
n/a	n/a	2.038	1	meg/f068.bmp
n/a	n/a	1.723	3	meg/f088.bmp
n/a	n/a	3.429	2	meg/f093.bmp
n/a	n/a	0.968	1	meg/f019.bmp
n/a	n/a	1.371	1	meg/u105.bmp
n/a	n/a	0.764	1	meg/f043.bmp
n/a	n/a	0.935	1	meg/u110.bmp
n/a	n/a	29.498	1	meg/f125.bmp
n/a	n/a	4.883	1	meg/f138.bmp
n/a	n/a	2.808	3	meg/f053.bmp
n/a	n/a	1.245	1	meg/u012.bmp
n/a	n/a	0.851	1	meg/u104.bmp
n/a	n/a	1.883	1	meg/u038.bmp
n/a	n/a	1.183	1	meg/u114.bmp
n/a	n/a	0.897	1	meg/u018.bmp
n/a	n/a	1.206	1	meg/u042.bmp
