onset	duration	trial_type	run	run_id	volume	run_volume	stim	genre	delay	catch	sound_soa	trigger_ts
0.0	6.0	country	8	5	1071	0	country_003.wav	country	8	1	n/a	n/a
14.0	6.0	metal	8	5	1078	7	metal_004.wav	metal	6	0	n/a	n/a
26.0	6.0	ambient	8	5	1084	13	ambient_004.wav	ambient	6	0	n/a	n/a
38.0	6.0	symphonic	8	5	1090	19	symphonic_002.wav	symphonic	6	0	n/a	n/a
50.0	6.0	country	8	5	1096	25	country_002.wav	country	6	0	n/a	n/a
62.0	6.0	rocknroll	8	5	1102	31	rocknroll_001.wav	rocknroll	4	0	n/a	n/a
72.0	6.0	symphonic	8	5	1107	36	symphonic_004.wav	symphonic	4	0	n/a	n/a
82.0	6.0	symphonic	8	5	1112	41	symphonic_001.wav	symphonic	8	1	n/a	n/a
96.0	6.0	rocknroll	8	5	1119	48	rocknroll_003.wav	rocknroll	6	0	n/a	n/a
108.0	6.0	metal	8	5	1125	54	metal_000.wav	metal	8	1	n/a	n/a
122.0	6.0	rocknroll	8	5	1132	61	rocknroll_000.wav	rocknroll	6	0	n/a	n/a
134.0	6.0	rocknroll	8	5	1138	67	rocknroll_004.wav	rocknroll	6	0	n/a	n/a
146.0	6.0	ambient	8	5	1144	73	ambient_003.wav	ambient	6	0	n/a	n/a
158.0	6.0	ambient	8	5	1150	79	ambient_000.wav	ambient	4	0	n/a	n/a
168.0	6.0	metal	8	5	1155	84	metal_003.wav	metal	6	0	n/a	n/a
180.0	6.0	country	8	5	1161	90	country_001.wav	country	6	0	n/a	n/a
192.0	6.0	symphonic	8	5	1167	96	symphonic_003.wav	symphonic	6	0	n/a	n/a
204.0	6.0	metal	8	5	1173	102	metal_001.wav	metal	6	0	n/a	n/a
216.0	6.0	metal	8	5	1179	108	metal_002.wav	metal	4	0	n/a	n/a
226.0	6.0	symphonic	8	5	1184	113	symphonic_000.wav	symphonic	6	0	n/a	n/a
238.0	6.0	ambient	8	5	1190	119	ambient_002.wav	ambient	8	1	n/a	n/a
252.0	6.0	rocknroll	8	5	1197	126	rocknroll_002.wav	rocknroll	8	1	n/a	n/a
266.0	6.0	country	8	5	1204	133	country_000.wav	country	4	0	n/a	n/a
276.0	6.0	ambient	8	5	1209	138	ambient_001.wav	ambient	6	0	n/a	n/a
288.0	6.0	country	8	5	1215	144	country_004.wav	country	6	0	n/a	n/a
