onset	duration	trial_type	run	run_id	volume	run_volume	stim	genre	delay	catch	sound_soa	trigger_ts
0.0	6.0	ambient	6	0	765	0	ambient_004.wav	ambient	6	0	n/a	n/a
12.0	6.0	country	6	0	771	6	country_003.wav	country	6	0	n/a	n/a
24.0	6.0	metal	6	0	777	12	metal_002.wav	metal	8	1	n/a	n/a
38.0	6.0	country	6	0	784	19	country_002.wav	country	6	0	n/a	n/a
50.0	6.0	rocknroll	6	0	790	25	rocknroll_004.wav	rocknroll	6	0	n/a	n/a
62.0	6.0	symphonic	6	0	796	31	symphonic_004.wav	symphonic	4	0	n/a	n/a
72.0	6.0	symphonic	6	0	801	36	symphonic_000.wav	symphonic	6	0	n/a	n/a
84.0	6.0	metal	6	0	807	42	metal_003.wav	metal	6	0	n/a	n/a
96.0	6.0	metal	6	0	813	48	metal_001.wav	metal	6	0	n/a	n/a
108.0	6.0	symphonic	6	0	819	54	symphonic_001.wav	symphonic	6	0	n/a	n/a
120.0	6.0	country	6	0	825	60	country_001.wav	country	8	1	n/a	n/a
134.0	6.0	country	6	0	832	67	country_000.wav	country	6	0	n/a	n/a
146.0	6.0	symphonic	6	0	838	73	symphonic_002.wav	symphonic	6	0	n/a	n/a
158.0	6.0	rocknroll	6	0	844	79	rocknroll_002.wav	rocknroll	6	0	n/a	n/a
170.0	6.0	metal	6	0	850	85	metal_004.wav	metal	4	0	n/a	n/a
180.0	6.0	ambient	6	0	855	90	ambient_000.wav	ambient	6	0	n/a	n/a
192.0	6.0	symphonic	6	0	861	96	symphonic_003.wav	symphonic	8	1	n/a	n/a
206.0	6.0	ambient	6	0	868	103	ambient_001.wav	ambient	6	0	n/a	n/a
218.0	6.0	rocknroll	6	0	874	109	rocknroll_003.wav	rocknroll	8	1	n/a	n/a
232.0	6.0	country	6	0	881	116	country_004.wav	country	4	0	n/a	n/a
242.0	6.0	ambient	6	0	886	121	ambient_002.wav	ambient	4	0	n/a	n/a
252.0	6.0	metal	6	0	891	126	metal_000.wav	metal	6	0	n/a	n/a
264.0	6.0	rocknroll	6	0	897	132	rocknroll_001.wav	rocknroll	6	0	n/a	n/a
276.0	6.0	rocknroll	6	0	903	138	rocknroll_000.wav	rocknroll	4	0	n/a	n/a
286.0	6.0	ambient	6	0	908	143	ambient_003.wav	ambient	8	1	n/a	n/a
