onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
4.000	.843	.472	UNFAMILIAR	13	7	1.132	func/u146.bmp
7.057	.847	.438	UNFAMILIAR	13	4	.967	func/u133.bmp
10.214	.910	.439	FAMOUS	5	7	.869	func/f139.bmp
13.338	.976	.437	FAMOUS	6	7	.571	func/f139.bmp
16.595	.914	.512	SCRAMBLED	17	7	.952	func/s138.bmp
19.735	.864	.461	UNFAMILIAR	13	4	.632	func/u140.bmp
22.842	.923	.470	SCRAMBLED	17	7	.817	func/s133.bmp
25.966	.980	.433	SCRAMBLED	18	7	.773	func/s133.bmp
29.291	.962	.585	UNFAMILIAR	15	7	.917	func/u146.bmp
31.996	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
52.608	.871	.572	UNFAMILIAR	13	7	1.057	func/u135.bmp
55.648	.879	.400	UNFAMILIAR	14	7	.544	func/u135.bmp
58.789	.891	.494	UNFAMILIAR	15	7	.971	func/u133.bmp
61.962	.985	.507	SCRAMBLED	17	7	.837	func/s141.bmp
65.219	.863	.513	SCRAMBLED	18	7	.806	func/s141.bmp
68.360	.945	.515	FAMOUS	5	4	.717	func/f135.bmp
71.651	.880	.584	FAMOUS	6	4	.742	func/f135.bmp
74.807	.909	.510	SCRAMBLED	19	7	.599	func/s138.bmp
77.898	.985	.410	SCRAMBLED	17	7	.759	func/s140.bmp
81.121	.819	.476	UNFAMILIAR	15	4	.760	func/u140.bmp
84.145	.816	.445	FAMOUS	5	7	1.123	func/f131.bmp
87.218	.809	.487	FAMOUS	6	7	.537	func/f131.bmp
90.225	.999	.431	SCRAMBLED	17	7	.949	func/s131.bmp
93.515	.813	.521	UNFAMILIAR	13	7	.888	func/u137.bmp
96.572	.988	.473	UNFAMILIAR	13	7	.706	func/u132.bmp
99.829	.954	.493	UNFAMILIAR	14	7	.597	func/u132.bmp
102.970	.884	.402	UNFAMILIAR	13	4	1.076	func/u134.bmp
106.143	.948	.523	UNFAMILIAR	14	4	.835	func/u134.bmp
109.401	.922	.545	SCRAMBLED	19	7	.639	func/s140.bmp
112.641	.986	.543	FAMOUS	5	7	.933	func/f141.bmp
115.364	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
135.893	.826	.485	UNFAMILIAR	13	7	.829	func/u138.bmp
139.050	.916	.566	UNFAMILIAR	14	7	.511	func/u138.bmp
142.307	.842	.575	SCRAMBLED	19	7	.633	func/s131.bmp
145.497	.928	.576	FAMOUS	5	4	.939	func/f145.bmp
148.738	.856	.535	FAMOUS	6	4	.847	func/f145.bmp
151.778	.869	.414	UNFAMILIAR	15	7	.718	func/u137.bmp
154.985	.963	.571	SCRAMBLED	17	7	.740	func/s134.bmp
158.276	.950	.554	SCRAMBLED	18	7	.690	func/s134.bmp
161.499	.886	.504	UNFAMILIAR	13	4	1.017	func/u131.bmp
164.656	.908	.515	FAMOUS	5	4	1.210	func/f134.bmp
167.830	.965	.495	FAMOUS	7	7	.849	func/f141.bmp
171.121	.987	.561	FAMOUS	5	4	1.182	func/f143.bmp
174.294	.894	.427	FAMOUS	5	4	1.064	func/f138.bmp
177.468	.895	.503	SCRAMBLED	17	7	.892	func/s146.bmp
180.592	.818	.457	UNFAMILIAR	13	7	1.038	func/u142.bmp
183.765	.925	.593	UNFAMILIAR	14	7	.969	func/u142.bmp
186.906	.866	.445	UNFAMILIAR	15	7	.871	func/u131.bmp
189.996	.863	.454	FAMOUS	5	4	1.131	func/f132.bmp
193.136	.904	.511	FAMOUS	7	4	1.146	func/f134.bmp
195.792	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
216.304	.804	.479	SCRAMBLED	17	4	1.113	func/s139.bmp
219.344	.959	.456	SCRAMBLED	18	4	.595	func/s139.bmp
222.601	.959	.530	FAMOUS	7	4	1.014	func/f143.bmp
225.909	.862	.580	SCRAMBLED	17	7	.869	func/s143.bmp
228.999	.910	.465	FAMOUS	7	4	.798	func/f138.bmp
232.089	.962	.402	UNFAMILIAR	13	7	.860	func/u145.bmp
235.413	.996	.549	UNFAMILIAR	14	4	1.141	func/u145.bmp
238.704	.847	.531	SCRAMBLED	19	7	.862	func/s146.bmp
241.777	.993	.462	UNFAMILIAR	13	4	.929	func/u143.bmp
245.084	.977	.548	FAMOUS	5	4	.801	func/f136.bmp
248.409	.968	.569	FAMOUS	6	4	.888	func/f136.bmp
251.667	.955	.535	FAMOUS	7	4	.884	func/f132.bmp
254.990	.827	.587	SCRAMBLED	17	7	.829	func/s136.bmp
258.030	.836	.446	SCRAMBLED	18	7	.556	func/s136.bmp
261.053	.942	.404	SCRAMBLED	17	4	.952	func/s142.bmp
