onset	duration	trial_type	run	run_id	volume	run_volume	stim	genre	delay	catch	sound_soa	trigger_ts
0.02	6.0	country	7	4	918	0	country_001.wav	country	6	0	0.018700000000080763	2791.1632
12.0	6.0	symphonic	7	4	924	6	symphonic_004.wav	symphonic	6	0	0.002899999999954161	2803.164
24.0	6.0	metal	7	4	930	12	metal_000.wav	metal	6	0	0.002399999999852298	2815.1633
36.0	6.0	country	7	4	936	18	country_003.wav	country	6	0	0.0034999999998035487	2827.1633
48.01	6.0	ambient	7	4	942	24	ambient_003.wav	ambient	8	1	0.007500000000163709	2839.1639
62.0	6.0	metal	7	4	949	31	metal_003.wav	metal	6	0	0.0029999999997016857	2853.1633
74.0	6.0	symphonic	7	4	955	37	symphonic_003.wav	symphonic	6	0	0.0034999999998035487	2865.1633
86.0	6.0	ambient	7	4	961	43	ambient_002.wav	ambient	6	0	0.003799999999955617	2877.1633
98.02	6.0	symphonic	7	4	967	49	symphonic_000.wav	symphonic	8	1	0.018399999999928696	2889.1635
112.0	6.0	symphonic	7	4	974	56	symphonic_002.wav	symphonic	4	0	0.003700000000208093	2903.1634
122.0	6.0	country	7	4	979	61	country_000.wav	country	6	0	0.0025000000000545697	2913.1639
134.0	6.0	metal	7	4	985	67	metal_002.wav	metal	6	0	0.0035000000002582965	2925.1634
146.0	6.0	ambient	7	4	991	73	ambient_000.wav	ambient	4	0	0.003700000000208093	2937.1634
156.0	6.0	ambient	7	4	996	78	ambient_004.wav	ambient	6	0	0.0025000000000545697	2947.1641
168.0	6.0	country	7	4	1002	84	country_004.wav	country	4	0	0.004600000000209548	2959.1632
178.0	6.0	rocknroll	7	4	1007	89	rocknroll_000.wav	rocknroll	4	0	0.0024999999995998228	2969.164
188.02	6.0	metal	7	4	1012	94	metal_001.wav	metal	8	1	0.016099999999823922	2979.1637
202.0	6.0	metal	7	4	1019	101	metal_004.wav	metal	4	0	0.002600000000256841	2993.1638
212.0	6.0	rocknroll	7	4	1024	106	rocknroll_001.wav	rocknroll	6	0	0.002399999999852298	3003.164
224.0	6.0	rocknroll	7	4	1030	112	rocknroll_004.wav	rocknroll	6	0	0.0025000000000545697	3015.1635
236.0	6.0	ambient	7	4	1036	118	ambient_001.wav	ambient	6	0	0.0025000000000545697	3027.1637
248.0	6.0	rocknroll	7	4	1042	124	rocknroll_003.wav	rocknroll	6	0	0.003700000000208093	3039.1634
260.0	6.0	symphonic	7	4	1048	130	symphonic_001.wav	symphonic	6	0	0.002599999999802094	3051.1642
272.01	6.0	rocknroll	7	4	1054	136	rocknroll_002.wav	rocknroll	8	1	0.013199999999869759	3063.1642
286.01	6.0	country	7	4	1061	143	country_002.wav	country	8	1	0.01040000000011787	3077.1634
