onset	duration	trial_type	run	run_id	volume	run_volume	stim	genre	delay	catch	sound_soa	trigger_ts
0.01	6.0	symphonic	6	1	765	0	symphonic_004.wav	symphonic	6	0	0.007999999999810825	2444.4279
12.0	6.0	ambient	6	1	771	6	ambient_004.wav	ambient	6	0	0.002899999999954161	2456.4279
24.0	6.0	symphonic	6	1	777	12	symphonic_002.wav	symphonic	6	0	0.003200000000106229	2468.4278
36.01	6.0	rocknroll	6	1	783	18	rocknroll_002.wav	rocknroll	8	1	0.009700000000066213	2480.4279
50.01	6.0	symphonic	6	1	790	25	symphonic_003.wav	symphonic	8	1	0.013400000000274305	2494.4282
64.0	6.0	metal	6	1	797	32	metal_001.wav	metal	6	0	0.002600000000256841	2508.4282
76.01	6.0	country	6	1	803	38	country_000.wav	country	8	1	0.014299999999821013	2520.4285
90.0	6.0	rocknroll	6	1	810	45	rocknroll_001.wav	rocknroll	6	0	0.0027000000000043656	2534.4279
102.0	6.0	country	6	1	816	51	country_002.wav	country	6	0	0.004200000000309957	2546.4282
114.0	6.0	symphonic	6	1	822	57	symphonic_000.wav	symphonic	6	0	0.0025000000000545697	2558.4271
126.0	6.0	country	6	1	828	63	country_003.wav	country	4	0	0.002400000000307045	2570.4271
136.01	6.0	ambient	6	1	833	68	ambient_000.wav	ambient	8	1	0.010999999999967258	2580.427
150.0	6.0	ambient	6	1	840	75	ambient_003.wav	ambient	6	0	0.0027000000000043656	2594.4277
162.0	6.0	country	6	1	846	81	country_001.wav	country	6	0	0.0025000000000545697	2606.4279
174.0	6.0	country	6	1	852	87	country_004.wav	country	6	0	0.0034999999998035487	2618.427
186.0	6.0	metal	6	1	858	93	metal_002.wav	metal	6	0	0.0025000000000545697	2630.4271
198.0	6.0	ambient	6	1	864	99	ambient_001.wav	ambient	6	0	0.00279999999975189	2642.4274
210.0	6.0	metal	6	1	870	105	metal_004.wav	metal	6	0	0.003600000000005821	2654.4272
222.0	6.0	rocknroll	6	1	876	111	rocknroll_004.wav	rocknroll	6	0	0.002599999999802094	2666.4279
234.0	6.0	ambient	6	1	882	117	ambient_002.wav	ambient	4	0	0.002200000000357249	2678.4273
244.0	6.0	rocknroll	6	1	887	122	rocknroll_003.wav	rocknroll	6	0	0.0025000000000545697	2688.4279
256.0	6.0	rocknroll	6	1	893	128	rocknroll_000.wav	rocknroll	4	0	0.002599999999802094	2700.4279
266.0	6.0	metal	6	1	898	133	metal_000.wav	metal	4	0	0.003600000000005821	2710.4272
276.01	6.0	metal	6	1	903	138	metal_003.wav	metal	8	1	0.009600000000318687	2720.428
290.0	6.0	symphonic	6	1	910	145	symphonic_001.wav	symphonic	4	0	0.003700000000208093	2734.4271
