onset	duration	onset_sample	stim_type	trigger	stim_file
23.6318	0	25995	Scrambled	17	meg/s064.bmp
26.9564	0	29652	Scrambled	18	meg/s064.bmp
30.2136	0	33235	Scrambled	17	meg/s120.bmp
33.4545	0	36800	Scrambled	18	meg/s120.bmp
36.6955	0	40365	Scrambled	17	meg/s041.bmp
39.8527	0	43838	Scrambled	18	meg/s041.bmp
43.0436	0	47348	Famous	5	meg/f102.bmp
46.3345	0	50968	Famous	6	meg/f102.bmp
49.5918	0	54551	Unfamiliar	13	meg/u054.bmp
52.8327	0	58116	Unfamiliar	13	meg/u012.bmp
56.0736	0	61681	Famous	5	meg/f094.bmp
59.2645	0	65191	Unfamiliar	13	meg/u014.bmp
62.5555	0	68811	Scrambled	17	meg/s092.bmp
65.7455	0	72320	Scrambled	17	meg/s001.bmp
68.8527	0	75738	Unfamiliar	15	meg/u054.bmp
71.9936	0	79193	Scrambled	17	meg/s010.bmp
75.3345	0	82868	Scrambled	18	meg/s010.bmp
78.5418	0	86396	Unfamiliar	15	meg/u012.bmp
81.8827	0	90071	Famous	5	meg/f091.bmp
84.9736	0	93471	Famous	6	meg/f091.bmp
88.0473	0	96852	Famous	7	meg/f094.bmp
91.1209	0	100233	Unfamiliar	13	meg/u143.bmp
94.3118	0	103743	Unfamiliar	15	meg/u014.bmp
97.6527	0	107418	Unfamiliar	13	meg/u035.bmp
100.876	0	110964	Unfamiliar	14	meg/u035.bmp
103.867	0	114254	Scrambled	19	meg/s092.bmp
106.891	0	117580	Unfamiliar	13	meg/u114.bmp
110.015	0	121016	Scrambled	19	meg/s001.bmp
113.238	0	124562	Famous	5	meg/f003.bmp
116.262	0	127888	Scrambled	17	meg/s085.bmp
119.503	0	131453	Scrambled	17	meg/s129.bmp
122.66	0	134926	Unfamiliar	15	meg/u143.bmp
125.785	0	138363	Famous	5	meg/f009.bmp
129.025	0	141927	Scrambled	17	meg/s047.bmp
132.249	0	145474	Scrambled	18	meg/s047.bmp
135.473	0	149020	Unfamiliar	15	meg/u114.bmp
138.63	0	152493	Scrambled	17	meg/s113.bmp
141.755	0	155930	Famous	7	meg/f003.bmp
144.828	0	159311	Unfamiliar	13	meg/u084.bmp
147.935	0	162729	Unfamiliar	14	meg/u084.bmp
151.059	0	166165	Scrambled	19	meg/s085.bmp
154.2	0	169620	Famous	5	meg/f059.bmp
157.374	0	173111	Famous	6	meg/f059.bmp
160.547	0	176602	Scrambled	19	meg/s129.bmp
163.755	0	180131	Unfamiliar	13	meg/u072.bmp
166.913	0	183604	Unfamiliar	14	meg/u072.bmp
170.053	0	187058	Famous	7	meg/f009.bmp
173.411	0	190752	Unfamiliar	13	meg/u017.bmp
176.501	0	194151	Unfamiliar	14	meg/u017.bmp
179.742	0	197716	Scrambled	17	meg/s096.bmp
182.933	0	201226	Scrambled	18	meg/s096.bmp
186.124	0	204736	Scrambled	19	meg/s113.bmp
189.381	0	208319	Scrambled	17	meg/s056.bmp
192.572	0	211829	Famous	5	meg/f025.bmp
195.745	0	215320	Famous	5	meg/f032.bmp
198.936	0	218830	Famous	6	meg/f032.bmp
202.244	0	222468	Unfamiliar	13	meg/u137.bmp
205.317	0	225849	Unfamiliar	13	meg/u127.bmp
208.307	0	229138	Unfamiliar	14	meg/u127.bmp
211.398	0	232538	Scrambled	17	meg/s125.bmp
214.488	0	235937	Scrambled	18	meg/s125.bmp
217.729	0	239502	Scrambled	19	meg/s056.bmp
220.904	0	242994	Scrambled	17	meg/s055.bmp
224.077	0	246485	Famous	7	meg/f025.bmp
227.302	0	250032	Scrambled	17	meg/s051.bmp
230.409	0	253450	Famous	5	meg/f037.bmp
233.7	0	257070	Famous	6	meg/f037.bmp
236.957	0	260653	Unfamiliar	15	meg/u137.bmp
240.181	0	264199	Unfamiliar	13	meg/u108.bmp
243.322	0	267654	Unfamiliar	14	meg/u108.bmp
246.545	0	271200	Famous	5	meg/f010.bmp
249.77	0	274747	Famous	6	meg/f010.bmp
252.977	0	278275	Unfamiliar	13	meg/u064.bmp
256.135	0	281748	Unfamiliar	14	meg/u064.bmp
259.242	0	285166	Scrambled	19	meg/s055.bmp
262.316	0	288548	Famous	5	meg/f123.bmp
265.523	0	292075	Scrambled	19	meg/s051.bmp
268.714	0	295585	Scrambled	17	meg/s145.bmp
271.871	0	299058	Scrambled	18	meg/s145.bmp
275.062	0	302568	Unfamiliar	13	meg/u149.bmp
278.185	0	306004	Unfamiliar	13	meg/u071.bmp
281.343	0	309477	Unfamiliar	14	meg/u071.bmp
284.5	0	312950	Famous	5	meg/f038.bmp
287.807	0	316588	Unfamiliar	13	meg/u033.bmp
290.948	0	320043	Famous	7	meg/f123.bmp
