onset	duration	trial_type	parametric gain	distance from indifference	parametric loss	gain	loss	PTval	respnum	respcat	response_time
0.000	3.000	parametric gain	0.084	n/a	n/a	28	17	9.570	2	1	2.019
4.000	3.000	parametric gain	-0.267	n/a	n/a	14	7	6.410	2	1	1.566
8.000	3.000	parametric gain	0.084	n/a	n/a	28	18	8.480	2	1	1.461
14.000	3.000	parametric gain	-0.216	n/a	n/a	16	11	4.070	2	1	1.363
18.000	3.000	parametric gain	0.384	n/a	n/a	40	20	18.320	1	1	1.310
22.000	3.000	parametric gain	-0.167	n/a	n/a	18	16	0.650	3	0	1.930
28.000	3.000	parametric gain	0.334	n/a	n/a	38	11	26.070	1	1	2.126
32.000	3.000	parametric gain	0.283	n/a	n/a	36	10	25.160	1	1	1.238
40.000	3.000	parametric gain	0.384	n/a	n/a	40	18	20.480	1	1	1.483
44.000	3.000	parametric gain	-0.366	n/a	n/a	10	10	-0.840	3	0	2.118
50.000	3.000	parametric gain	-0.017	n/a	n/a	24	6	17.490	1	1	1.287
56.000	3.000	parametric gain	-0.117	n/a	n/a	20	8	11.330	2	1	1.324
62.000	3.000	parametric gain	0.384	n/a	n/a	40	12	26.990	1	1	1.341
68.000	3.000	parametric gain	-0.067	n/a	n/a	22	10	11.160	1	1	1.635
76.000	3.000	parametric gain	-0.167	n/a	n/a	18	6	11.490	1	1	2.020
80.000	3.000	parametric gain	0.334	n/a	n/a	38	16	20.650	2	1	1.671
90.000	3.000	parametric gain	0.134	n/a	n/a	30	20	8.320	2	1	1.395
98.000	3.000	parametric gain	-0.067	n/a	n/a	22	14	6.820	2	1	1.516
102.000	3.000	parametric gain	-0.167	n/a	n/a	18	18	-1.520	3	0	1.870
106.000	3.000	parametric gain	-0.216	n/a	n/a	16	19	-4.600	3	0	2.367
110.000	3.000	parametric gain	-0.017	n/a	n/a	24	10	13.160	1	1	1.783
116.000	3.000	parametric gain	-0.317	n/a	n/a	12	19	-8.600	4	0	2.986
120.000	3.000	parametric gain	0.084	n/a	n/a	28	9	18.240	1	1	1.870
126.000	3.000	parametric gain	0.134	n/a	n/a	30	10	19.160	1	1	1.487
130.000	3.000	parametric gain	-0.167	n/a	n/a	18	15	1.740	3	0	2.408
142.000	3.000	parametric gain	0.183	n/a	n/a	32	14	16.820	1	1	2.172
146.000	3.000	parametric gain	0.234	n/a	n/a	34	11	22.070	1	1	1.511
152.000	3.000	parametric gain	0.334	n/a	n/a	38	19	17.400	1	1	2.212
156.000	3.000	parametric gain	-0.267	n/a	n/a	14	10	3.160	2	1	1.527
160.000	3.000	parametric gain	0.234	n/a	n/a	34	8	25.330	1	1	1.199
164.000	3.000	parametric gain	0.134	n/a	n/a	30	11	18.070	1	1	1.445
168.000	3.000	parametric gain	0.183	n/a	n/a	32	13	17.900	1	1	1.681
174.000	3.000	parametric gain	-0.167	n/a	n/a	18	11	6.070	2	1	1.567
178.000	3.000	parametric gain	0.134	n/a	n/a	30	7	22.410	1	1	1.536
186.000	3.000	parametric gain	-0.167	n/a	n/a	18	13	3.900	2	1	1.613
190.000	3.000	parametric gain	-0.267	n/a	n/a	14	19	-6.600	4	0	2.023
198.000	3.000	parametric gain	-0.317	n/a	n/a	12	11	0.070	3	0	1.797
202.000	3.000	parametric gain	-0.366	n/a	n/a	10	13	-4.100	3	0	1.474
206.000	3.000	parametric gain	-0.067	n/a	n/a	22	16	4.650	2	1	2.752
212.000	3.000	parametric gain	-0.317	n/a	n/a	12	16	-5.350	4	0	2.175
218.000	3.000	parametric gain	0.334	n/a	n/a	38	17	19.570	1	1	2.578
226.000	3.000	parametric gain	0.384	n/a	n/a	40	14	24.820	1	1	1.229
230.000	3.000	parametric gain	-0.067	n/a	n/a	22	5	16.580	1	1	1.968
234.000	3.000	parametric gain	-0.216	n/a	n/a	16	16	-1.350	3	0	1.689
240.000	3.000	parametric gain	0.234	n/a	n/a	34	5	28.580	1	1	1.141
250.000	3.000	parametric gain	-0.366	n/a	n/a	10	19	-10.600	2	1	1.735
254.000	3.000	parametric gain	-0.267	n/a	n/a	14	16	-3.350	3	0	1.913
258.000	3.000	parametric gain	0.134	n/a	n/a	30	8	21.330	1	1	1.296
262.000	3.000	parametric gain	0.234	n/a	n/a	34	14	18.820	1	1	1.894
266.000	3.000	parametric gain	0.134	n/a	n/a	30	14	14.820	1	1	1.617
274.000	3.000	parametric gain	0.034	n/a	n/a	26	15	9.740	2	1	2.302
282.000	3.000	parametric gain	-0.366	n/a	n/a	10	20	-11.680	4	0	1.598
286.000	3.000	parametric gain	0.234	n/a	n/a	34	7	26.410	1	1	1.377
292.000	3.000	parametric gain	-0.366	n/a	n/a	10	5	4.580	2	1	2.166
296.000	3.000	parametric gain	-0.117	n/a	n/a	20	20	-1.680	3	0	1.653
300.000	3.000	parametric gain	0.084	n/a	n/a	28	20	6.320	2	1	1.585
304.000	3.000	parametric gain	0.283	n/a	n/a	36	5	30.580	1	1	1.026
308.000	3.000	parametric gain	0.034	n/a	n/a	26	7	18.410	1	1	1.138
316.000	3.000	parametric gain	0.034	n/a	n/a	26	17	7.570	2	1	1.984
326.000	3.000	parametric gain	-0.216	n/a	n/a	16	15	-0.260	3	0	2.119
330.000	3.000	parametric gain	0.034	n/a	n/a	26	10	15.160	1	1	1.786
338.000	3.000	parametric gain	0.334	n/a	n/a	38	15	21.740	1	1	1.537
346.000	3.000	parametric gain	0.034	n/a	n/a	26	11	14.070	1	1	2.264
356.000	3.000	parametric gain	0.084	n/a	n/a	28	5	22.580	1	1	0.993
362.000	3.000	parametric gain	-0.267	n/a	n/a	14	18	-5.520	3	0	2.696
368.000	3.000	parametric gain	-0.067	n/a	n/a	22	12	8.990	2	1	2.162
372.000	3.000	parametric gain	0.234	n/a	n/a	34	15	17.740	1	1	1.396
376.000	3.000	parametric gain	0.334	n/a	n/a	38	13	23.900	1	1	1.600
380.000	3.000	parametric gain	-0.366	n/a	n/a	10	8	1.330	3	0	2.787
394.000	3.000	parametric gain	-0.317	n/a	n/a	12	9	2.240	3	0	2.176
398.000	3.000	parametric gain	0.283	n/a	n/a	36	11	24.070	1	1	1.509
404.000	3.000	parametric gain	-0.267	n/a	n/a	14	5	8.580	1	1	1.729
408.000	3.000	parametric gain	-0.067	n/a	n/a	22	11	10.070	1	1	2.149
412.000	3.000	parametric gain	-0.167	n/a	n/a	18	19	-2.600	3	0	1.883
418.000	3.000	parametric gain	-0.067	n/a	n/a	22	8	13.330	1	1	1.424
428.000	3.000	parametric gain	0.334	n/a	n/a	38	6	31.490	1	1	1.809
434.000	3.000	parametric gain	-0.317	n/a	n/a	12	8	3.330	2	1	2.009
438.000	3.000	parametric gain	-0.267	n/a	n/a	14	11	2.070	3	0	2.179
442.000	3.000	parametric gain	0.183	n/a	n/a	32	12	18.990	1	1	1.516
446.000	3.000	parametric gain	-0.117	n/a	n/a	20	11	8.070	2	1	1.508
450.000	3.000	parametric gain	0.034	n/a	n/a	26	14	10.820	2	1	2.009
454.000	3.000	parametric gain	0.183	n/a	n/a	32	8	23.330	1	1	1.446
466.000	3.000	parametric gain	0.384	n/a	n/a	40	17	21.570	1	1	2.033
472.000	3.000	parametric gain	-0.117	n/a	n/a	20	17	1.570	3	0	1.641
476.000	3.000	parametric gain	-0.017	n/a	n/a	24	19	3.400	2	1	2.604
