onset	duration	trial_type	parametric gain	distance from indifference	parametric loss	gain	loss	PTval	respnum	respcat	response_time
0.000	3.000	parametric gain	-0.119	n/a	n/a	20	5	14.580	1	1	1.306
4.000	3.000	parametric gain	-0.069	n/a	n/a	22	17	3.570	2	1	2.336
8.000	3.000	parametric gain	-0.369	n/a	n/a	10	16	-7.350	4	0	1.624
12.000	3.000	parametric gain	0.331	n/a	n/a	38	18	18.480	2	1	1.828
16.000	3.000	parametric gain	-0.119	n/a	n/a	20	14	4.820	2	1	1.992
24.000	3.000	parametric gain	-0.269	n/a	n/a	14	13	-0.100	3	0	1.948
28.000	3.000	parametric gain	0.381	n/a	n/a	40	8	31.330	1	1	1.144
32.000	3.000	parametric gain	0.181	n/a	n/a	32	18	12.480	2	1	1.592
36.000	3.000	parametric gain	-0.019	n/a	n/a	24	8	15.330	1	1	1.320
40.000	3.000	parametric gain	0.281	n/a	n/a	36	14	20.820	1	1	2.876
44.000	3.000	parametric gain	0.081	n/a	n/a	28	6	21.490	1	1	1.370
48.000	3.000	parametric gain	-0.219	n/a	n/a	16	14	0.820	3	0	2.529
56.000	3.000	parametric gain	-0.269	n/a	n/a	14	9	4.240	2	1	2.205
60.000	3.000	parametric gain	-0.119	n/a	n/a	20	13	5.900	2	1	1.969
64.000	3.000	parametric gain	0.131	n/a	n/a	30	18	10.480	2	1	1.529
72.000	3.000	parametric gain	-0.269	n/a	n/a	14	15	-2.260	3	0	1.821
76.000	3.000	parametric gain	-0.319	n/a	n/a	12	12	-1.010	3	0	1.538
84.000	3.000	parametric gain	-0.019	n/a	n/a	24	11	12.070	2	1	1.924
88.000	3.000	parametric gain	-0.319	n/a	n/a	12	10	1.160	3	0	1.881
94.000	3.000	parametric gain	-0.219	n/a	n/a	16	6	9.490	1	1	1.437
98.000	3.000	parametric gain	0.331	n/a	n/a	38	20	16.320	2	1	2.516
102.000	3.000	parametric gain	0.081	n/a	n/a	28	10	17.160	1	1	1.610
106.000	3.000	parametric gain	-0.119	n/a	n/a	20	7	12.410	1	1	1.637
110.000	3.000	parametric gain	0.331	n/a	n/a	38	9	28.240	1	1	1.577
120.000	3.000	parametric gain	0.031	n/a	n/a	26	12	12.990	1	1	1.635
132.000	3.000	parametric gain	-0.369	n/a	n/a	10	14	-5.180	3	0	2.029
136.000	3.000	parametric gain	-0.319	n/a	n/a	12	13	-2.100	3	0	1.275
146.000	3.000	parametric gain	-0.019	n/a	n/a	24	15	7.740	2	1	2.693
150.000	3.000	parametric gain	0.181	n/a	n/a	32	15	15.740	1	1	1.490
154.000	3.000	parametric gain	0.281	n/a	n/a	36	15	19.740	1	1	1.957
162.000	3.000	parametric gain	0.281	n/a	n/a	36	18	16.480	2	1	2.437
166.000	3.000	parametric gain	-0.319	n/a	n/a	12	18	-7.520	4	0	1.755
176.000	3.000	parametric gain	-0.119	n/a	n/a	20	9	10.240	1	1	1.686
180.000	3.000	parametric gain	-0.219	n/a	n/a	16	8	7.330	1	1	1.755
184.000	3.000	parametric gain	-0.319	n/a	n/a	12	20	-9.680	4	0	1.602
194.000	3.000	parametric gain	-0.069	n/a	n/a	22	19	1.400	3	0	2.559
200.000	3.000	parametric gain	0.281	n/a	n/a	36	9	26.240	1	1	1.437
204.000	3.000	parametric gain	0.031	n/a	n/a	26	6	19.490	1	1	1.307
208.000	3.000	parametric gain	0.131	n/a	n/a	30	5	24.580	1	1	1.627
212.000	3.000	parametric gain	0.281	n/a	n/a	36	7	28.410	1	1	1.738
216.000	3.000	parametric gain	-0.169	n/a	n/a	18	10	7.160	2	1	1.474
220.000	3.000	parametric gain	0.131	n/a	n/a	30	9	20.240	1	1	2.494
226.000	3.000	parametric gain	0.131	n/a	n/a	30	12	16.990	1	1	1.524
236.000	3.000	parametric gain	-0.269	n/a	n/a	14	8	5.330	2	1	1.899
240.000	3.000	parametric gain	-0.119	n/a	n/a	20	19	-0.600	3	0	1.747
244.000	3.000	parametric gain	0.081	n/a	n/a	28	14	12.820	1	1	2.717
250.000	3.000	parametric gain	-0.219	n/a	n/a	16	17	-2.430	3	0	1.611
258.000	3.000	parametric gain	0.031	n/a	n/a	26	8	17.330	1	1	2.062
262.000	3.000	parametric gain	-0.369	n/a	n/a	10	17	-8.430	4	0	2.416
274.000	3.000	parametric gain	-0.319	n/a	n/a	12	5	6.580	1	1	1.638
282.000	3.000	parametric gain	0.381	n/a	n/a	40	6	33.490	1	1	1.750
286.000	3.000	parametric gain	0.281	n/a	n/a	36	13	21.900	1	1	1.604
294.000	3.000	parametric gain	-0.369	n/a	n/a	10	9	0.240	3	0	1.655
298.000	3.000	parametric gain	0.231	n/a	n/a	34	18	14.480	2	1	1.268
304.000	3.000	parametric gain	0.131	n/a	n/a	30	15	13.740	1	1	1.830
316.000	3.000	parametric gain	-0.169	n/a	n/a	18	9	8.240	1	1	2.080
322.000	3.000	parametric gain	0.031	n/a	n/a	26	20	4.320	2	1	1.848
326.000	3.000	parametric gain	0.281	n/a	n/a	36	20	14.320	2	1	1.717
330.000	3.000	parametric gain	-0.069	n/a	n/a	22	15	5.740	2	1	1.541
334.000	3.000	parametric gain	0.331	n/a	n/a	38	8	29.330	1	1	1.293
342.000	3.000	parametric gain	0.081	n/a	n/a	28	16	10.650	2	1	1.279
348.000	3.000	parametric gain	0.231	n/a	n/a	34	12	20.990	1	1	1.679
358.000	3.000	parametric gain	0.081	n/a	n/a	28	15	11.740	2	1	1.926
364.000	3.000	parametric gain	-0.019	n/a	n/a	24	17	5.570	2	1	1.287
368.000	3.000	parametric gain	0.081	n/a	n/a	28	11	16.070	2	1	2.836
372.000	3.000	parametric gain	-0.219	n/a	n/a	16	9	6.240	2	1	2.900
378.000	3.000	parametric gain	-0.069	n/a	n/a	22	13	7.900	2	1	1.636
384.000	3.000	parametric gain	0.381	n/a	n/a	40	11	28.070	1	1	1.088
390.000	3.000	parametric gain	0.081	n/a	n/a	28	8	19.330	1	1	1.415
396.000	3.000	parametric gain	0.281	n/a	n/a	36	16	18.650	1	1	1.840
400.000	3.000	parametric gain	-0.119	n/a	n/a	20	10	9.160	1	1	1.621
404.000	3.000	parametric gain	-0.369	n/a	n/a	10	18	-9.520	4	0	1.776
408.000	3.000	parametric gain	0.381	n/a	n/a	40	9	30.240	1	1	1.221
412.000	3.000	parametric gain	0.181	n/a	n/a	32	7	24.410	1	1	1.244
422.000	3.000	parametric gain	0.381	n/a	n/a	40	16	22.650	1	1	2.200
426.000	3.000	parametric gain	0.131	n/a	n/a	30	17	11.570	2	1	1.605
432.000	3.000	parametric gain	-0.019	n/a	n/a	24	5	18.580	1	1	1.397
436.000	3.000	parametric gain	-0.219	n/a	n/a	16	7	8.410	1	1	1.289
440.000	3.000	parametric gain	-0.069	n/a	n/a	22	18	2.480	3	0	2.199
444.000	3.000	parametric gain	0.031	n/a	n/a	26	19	5.400	2	1	1.791
448.000	3.000	parametric gain	-0.019	n/a	n/a	24	20	2.320	3	0	1.685
452.000	3.000	parametric gain	0.231	n/a	n/a	34	6	27.490	1	1	1.353
460.000	3.000	parametric gain	-0.019	n/a	n/a	24	16	6.650	2	1	1.609
468.000	3.000	parametric gain	-0.069	n/a	n/a	22	6	15.490	1	1	1.409
474.000	3.000	parametric gain	-0.319	n/a	n/a	12	7	4.410	2	1	1.497
