onset	duration	trial_type	easy_par	hard_par
16.002	4.500	easy_par	-0.250	n/a
21.263	4.500	hard_par	n/a	-0.167
26.507	4.500	easy_par	-0.250	n/a
37.012	4.500	hard_par	n/a	-0.167
42.256	4.500	easy_par	-0.250	n/a
47.517	4.500	hard_par	n/a	-0.167
52.761	4.500	hard_par	n/a	-0.167
58.006	4.500	hard_par	n/a	-0.167
63.267	4.500	hard_par	n/a	-0.167
68.511	4.500	easy_par	-0.250	n/a
73.755	4.500	easy_par	-0.250	n/a
79.016	4.500	hard_par	n/a	-0.167
84.260	4.500	hard_par	n/a	-0.167
89.505	4.500	hard_par	n/a	-0.167
94.765	4.500	easy_par	-0.250	n/a
100.010	4.500	hard_par	n/a	-0.167
110.515	4.500	hard_par	n/a	-0.167
115.759	4.500	hard_par	n/a	-0.167
121.004	4.500	easy_par	-0.250	n/a
126.264	4.500	hard_par	n/a	-0.167
131.509	4.500	hard_par	n/a	-0.167
136.753	4.500	hard_par	n/a	-0.167
142.014	4.500	hard_par	n/a	-0.167
147.258	4.500	hard_par	n/a	-0.167
152.502	4.500	easy_par	-0.250	n/a
157.763	4.500	hard_par	n/a	-0.167
163.007	4.500	hard_par	n/a	-0.167
168.252	4.500	hard_par	n/a	-0.167
173.513	4.500	easy_par	-0.250	n/a
184.001	4.500	hard_par	n/a	-0.167
189.262	4.500	hard_par	n/a	-0.167
194.506	4.500	easy_par	-0.250	n/a
199.767	4.500	hard_par	n/a	-0.167
205.011	4.500	easy_par	-0.250	n/a
210.256	4.500	easy_par	-0.250	n/a
215.517	4.500	hard_par	n/a	-0.167
220.761	4.500	easy_par	-0.250	n/a
226.005	4.500	hard_par	n/a	-0.167
231.266	4.500	hard_par	n/a	-0.167
236.510	4.500	hard_par	n/a	-0.167
241.755	4.500	easy_par	-0.250	n/a
247.015	4.500	easy_par	-0.250	n/a
257.504	4.500	hard_par	n/a	-0.167
262.765	4.500	hard_par	n/a	-0.167
268.009	4.500	easy_par	-0.250	n/a
273.253	4.500	hard_par	n/a	-0.167
278.514	4.500	hard_par	n/a	-0.167
283.759	4.500	easy_par	-0.250	n/a
289.003	4.500	easy_par	-0.250	n/a
294.264	4.500	easy_par	0.750	n/a
299.508	4.500	hard_par	n/a	0.833
304.752	4.500	hard_par	n/a	0.833
310.013	4.500	easy_par	0.750	n/a
315.257	4.500	easy_par	0.750	n/a
320.502	4.500	hard_par	n/a	-0.167
331.007	4.500	easy_par	-0.250	n/a
336.251	4.500	easy_par	-0.250	n/a
341.512	4.500	hard_par	n/a	-0.167
346.756	4.500	hard_par	n/a	0.833
352.017	4.500	easy_par	-0.250	n/a
357.261	4.500	easy_par	0.750	n/a
362.506	4.500	easy_par	0.750	n/a
367.766	4.500	easy_par	-0.250	n/a
373.011	4.500	hard_par	n/a	0.833
378.255	4.500	hard_par	n/a	0.833
383.516	4.500	easy_par	0.750	n/a
388.760	4.500	easy_par	0.750	n/a
394.004	4.500	easy_par	-0.250	n/a
404.510	4.500	hard_par	n/a	-0.167
409.754	4.500	easy_par	-0.250	n/a
415.015	4.500	hard_par	n/a	-0.167
420.259	4.500	easy_par	-0.250	n/a
425.503	4.500	easy_par	0.750	n/a
430.764	4.500	hard_par	n/a	-0.167
436.008	4.500	easy_par	-0.250	n/a
441.253	4.500	easy_par	-0.250	n/a
446.513	4.500	hard_par	n/a	-0.167
451.758	4.500	hard_par	n/a	0.833
457.002	4.500	easy_par	0.750	n/a
462.263	4.500	easy_par	0.750	n/a
467.507	4.500	easy_par	-0.250	n/a
478.012	4.500	hard_par	n/a	0.833
483.257	4.500	easy_par	-0.250	n/a
488.501	4.500	easy_par	0.750	n/a
493.762	4.500	easy_par	0.750	n/a
499.006	4.500	easy_par	-0.250	n/a
504.267	4.500	easy_par	-0.250	n/a
509.511	4.500	easy_par	-0.250	n/a
514.755	4.500	easy_par	-0.250	n/a
520.016	4.500	hard_par	n/a	-0.167
525.261	4.500	easy_par	-0.250	n/a
530.505	4.500	hard_par	n/a	0.833
535.766	4.500	hard_par	n/a	-0.167
541.010	4.500	easy_par	-0.250	n/a
551.515	4.500	easy_par	-0.250	n/a
556.759	4.500	hard_par	n/a	-0.167
