onset	duration	event_sample	event_value	trial_type
23.62	900	25982	17	scrambled_new
24.6390909090909	900	27103	0	response
26.7445454545455	900	29419	18	scrambled_second_early
27.4818181818182	900	30230	0	response
29.9845454545455	900	32983	17	scrambled_new
30.93	900	34023	0	response
33.1254545454545	900	36438	18	scrambled_second_early
33.9772727272727	900	37375	0	response
36.4163636363636	900	40058	13	unfamiliar_new
37.2672727272727	900	40994	0	response
39.6581818181818	900	43624	13	unfamiliar_new
40.6372727272727	900	44701	0	response
42.9145454545455	900	47206	13	unfamiliar_new
43.7754545454545	900	48153	0	response
46.0381818181818	900	50642	13	unfamiliar_new
46.7063636363636	900	51377	0	response
49.2463636363636	900	54171	17	scrambled_new
49.9954545454545	900	54995	0	response
52.32	900	57552	18	scrambled_second_early
52.8563636363636	900	58142	0	response
55.51	900	61061	5	famous_new
56.5163636363636	900	62168	0	response
58.6172727272727	900	64479	6	famous_second_early
59.4354545454545	900	65379	0	response
61.8418181818182	900	68026	15	unfamiliar_second_late
62.65	900	68915	0	response
64.8818181818182	900	71370	17	scrambled_new
65.9218181818182	900	72514	0	response
68.1727272727273	900	74990	18	scrambled_second_early
69.0327272727273	900	75936	0	response
71.2972727272727	900	78427	15	unfamiliar_second_late
72.2990909090909	900	79529	0	response
74.4545454545455	900	81900	13	unfamiliar_new
75.5581818181818	900	83114	0	response
77.4781818181818	900	85226	15	unfamiliar_second_late
78.1072727272727	900	85918	0	response
80.6018181818182	900	88662	13	unfamiliar_new
81.4145454545455	900	89556	0	response
83.8090909090909	900	92190	14	unfamiliar_second_early
84.5472727272727	900	93002	0	response
86.9327272727273	900	95626	15	unfamiliar_second_late
88.1809090909091	900	96999	0	response
90.0736363636364	900	99081	13	unfamiliar_new
91.3009090909091	900	100431	0	response
93.1972727272727	900	102517	17	scrambled_new
94.2863636363636	900	103715	0	response
96.3709090909091	900	106008	18	scrambled_second_early
97.0063636363636	900	106707	0	response
99.5618181818182	900	109518	17	scrambled_new
100.448181818182	900	110493	0	response
102.635454545455	900	112899	18	scrambled_second_early
103.401818181818	900	113742	0	response
105.659090909091	900	116225	5	famous_new
106.366363636364	900	117003	0	response
108.732727272727	900	119606	6	famous_second_early
109.634545454545	900	120598	0	response
111.973636363636	900	123171	15	unfamiliar_second_late
113.030909090909	900	124334	0	response
115.214545454545	900	126736	17	scrambled_new
115.777272727273	900	127355	0	response
118.539090909091	900	130393	18	scrambled_second_early
119.115454545455	900	131027	0	response
121.63	900	133793	13	unfamiliar_new
122.358181818182	900	134594	0	response
124.803636363636	900	137284	15	unfamiliar_second_late
125.908181818182	900	138499	0	response
127.893636363636	900	140683	5	famous_new
128.758181818182	900	141634	0	response
131.151818181818	900	144267	5	famous_new
132.368181818182	900	145605	0	response
134.375454545455	900	147813	17	scrambled_new
135.068181818182	900	148575	0	response
137.532727272727	900	151286	17	scrambled_new
138.699090909091	900	152569	0	response
140.573636363636	900	154631	5	famous_new
141.240909090909	900	155365	0	response
143.68	900	158048	15	unfamiliar_second_late
144.830909090909	900	159314	0	response
146.820909090909	900	161503	13	unfamiliar_new
148.123636363636	900	162936	0	response
149.944545454545	900	164939	14	unfamiliar_second_early
151.036363636364	900	166140	0	response
153.185454545455	900	168504	7	famous_second_late
155.029090909091	900	170532	0	response
156.46	900	172106	17	scrambled_new
157.618181818182	900	173380	0	response
159.734545454545	900	175708	7	famous_second_late
161.584545454545	900	177743	0	response
162.774545454545	900	179052	13	unfamiliar_new
163.95	900	180345	0	response
166.081818181818	900	182690	14	unfamiliar_second_early
166.763636363636	900	183440	0	response
169.306363636364	900	186237	19	scrambled_second_late
170.199090909091	900	187219	0	response
172.446363636364	900	189691	17	scrambled_new
173.216363636364	900	190538	0	response
175.704545454545	900	193275	19	scrambled_second_late
176.405454545455	900	194046	0	response
178.928181818182	900	196821	13	unfamiliar_new
179.809090909091	900	197790	0	response
182.001818181818	900	200202	7	famous_second_late
182.855454545455	900	201141	0	response
185.126363636364	900	203639	13	unfamiliar_new
186.001818181818	900	204602	0	response
188.266363636364	900	207093	14	unfamiliar_second_early
189.11	900	208021	0	response
191.473636363636	900	210621	13	unfamiliar_new
192.284545454545	900	211513	0	response
194.731818181818	900	214205	19	scrambled_second_late
196.214545454545	900	215836	0	response
197.921818181818	900	217714	17	scrambled_new
199.188181818182	900	219107	0	response
201.263636363636	900	221390	5	famous_new
202.260909090909	900	222487	0	response
204.287272727273	900	224716	19	scrambled_second_late
205.11	900	225621	0	response
207.510909090909	900	228262	5	famous_new
208.221818181818	900	229044	0	response
210.634545454545	900	231698	15	unfamiliar_second_late
211.99	900	233189	0	response
213.909090909091	900	235300	17	scrambled_new
214.696363636364	900	236166	0	response
217.066363636364	900	238773	17	scrambled_new
217.814545454545	900	239596	0	response
220.307272727273	900	242338	15	unfamiliar_second_late
221.122727272727	900	243235	0	response
223.564545454545	900	245921	17	scrambled_new
224.709090909091	900	247180	0	response
226.688181818182	900	249357	18	scrambled_second_early
227.452727272727	900	250198	0	response
229.762727272727	900	252739	19	scrambled_second_late
230.260909090909	900	253287	0	response
232.952727272727	900	256248	5	famous_new
233.689090909091	900	257058	0	response
236.127272727273	900	259740	7	famous_second_late
237.043636363636	900	260748	0	response
239.450909090909	900	263396	5	famous_new
240.066363636364	900	264073	0	response
242.625454545455	900	266888	6	famous_second_early
243.267272727273	900	267594	0	response
245.799090909091	900	270379	7	famous_second_late
246.803636363636	900	271484	0	response
249.04	900	273944	13	unfamiliar_new
250.309090909091	900	275340	0	response
252.163636363636	900	277380	14	unfamiliar_second_early
253.287272727273	900	278616	0	response
255.338181818182	900	280872	19	scrambled_second_late
256.764545454545	900	282441	0	response
258.511818181818	900	284363	13	unfamiliar_new
259.711818181818	900	285683	0	response
261.635454545455	900	287799	14	unfamiliar_second_early
262.77	900	289047	0	response
264.709090909091	900	291180	19	scrambled_second_late
265.778181818182	900	292356	0	response
268.017272727273	900	294819	5	famous_new
269.579090909091	900	296537	0	response
271.140909090909	900	298255	5	famous_new
272.46	900	299706	0	response
274.130909090909	900	301544	7	famous_second_late
275.193636363636	900	302713	0	response
277.355454545455	900	305091	13	unfamiliar_new
278.048181818182	900	305853	0	response
280.379090909091	900	308417	14	unfamiliar_second_early
280.913636363636	900	309005	0	response
283.67	900	312037	5	famous_new
284.432727272727	900	312876	0	response
286.677272727273	900	315345	6	famous_second_early
287.247272727273	900	315972	0	response
289.817272727273	900	318799	17	scrambled_new
290.773636363636	900	319851	0	response
292.924545454545	900	322217	18	scrambled_second_early
293.722727272727	900	323095	0	response
295.981818181818	900	325580	13	unfamiliar_new
297.008181818182	900	326709	0	response
299.222727272727	900	329145	14	unfamiliar_second_early
300.049090909091	900	330054	0	response
302.48	900	332728	7	famous_second_late
303.258181818182	900	333584	0	response
305.687272727273	900	336256	17	scrambled_new
306.483636363636	900	337132	0	response
308.677272727273	900	339545	18	scrambled_second_early
309.611818181818	900	340573	0	response
311.851818181818	900	343037	7	famous_second_late
312.521818181818	900	343774	0	response
314.941818181818	900	346436	5	famous_new
315.814545454545	900	347396	0	response
318.216363636364	900	350038	6	famous_second_early
318.77	900	350647	0	response
321.523636363636	900	353676	5	famous_new
322.443636363636	900	354688	0	response
324.748181818182	900	357223	13	unfamiliar_new
325.330909090909	900	357864	0	response
328.021818181818	900	360824	14	unfamiliar_second_early
328.7	900	361570	0	response
331.196363636364	900	364316	5	famous_new
331.833636363636	900	365017	0	response
334.42	900	367862	17	scrambled_new
335.004545454545	900	368505	0	response
337.610909090909	900	371372	18	scrambled_second_early
338.521818181818	900	372374	0	response
340.751818181818	900	374827	17	scrambled_new
341.532727272727	900	375686	0	response
344.092727272727	900	378502	13	unfamiliar_new
344.907272727273	900	379398	0	response
347.232727272727	900	381956	7	famous_second_late
348.071818181818	900	382879	0	response
350.323636363636	900	385356	13	unfamiliar_new
350.935454545455	900	386029	0	response
353.447272727273	900	388792	14	unfamiliar_second_early
354.297272727273	900	389727	0	response
356.588181818182	900	392247	5	famous_new
357.238181818182	900	392962	0	response
