onset	duration	trial_type	TrialType	Stimulus	SSD	Response	RT	CorrectGo	SuccStop
0.0	1.5	junk	0	1	0.0	50	0.486	1	0
2.0	1.5	go	0	1	0.0	50	0.311	1	0
4.25	1.5	go	0	0	0.0	49	0.493	1	0
8.625	1.5	failed stop	1	0	0.282	49	0.342	1	0
12.375	1.5	go	0	0	0.0	49	0.479	1	0
15.25	1.5	go	0	1	0.0	50	0.395	1	0
18.25	1.5	successful stop	1	0	0.242	0	0.0	0	1
21.25	1.5	go	0	1	0.0	50	0.442	1	0
23.375	1.5	go	0	1	0.0	50	0.405	1	0
26.375	1.5	go	0	1	0.0	50	0.42	1	0
28.625	1.5	go	0	0	0.0	49	0.666	1	0
31.25	1.5	successful stop	1	0	0.202	0	0.0	0	1
34.875	1.5	successful stop	1	0	0.242	0	0.0	0	1
38.125	1.5	go	0	0	0.0	49	0.34	1	0
40.25	1.5	go	0	1	0.0	50	0.455	1	0
42.25	1.5	go	0	1	0.0	50	0.383	1	0
45.25	1.5	go	0	0	0.0	49	0.502	1	0
47.5	1.5	go	0	1	0.0	50	0.436	1	0
49.5	1.5	go	0	0	0.0	49	0.643	1	0
52.875	1.5	failed stop	1	1	0.322	50	0.428	1	0
55.75	1.5	go	0	1	0.0	50	0.345	1	0
58.375	1.5	go	0	0	0.0	49	0.367	1	0
62.5	1.5	successful stop	1	1	0.322	0	0.0	0	1
64.875	1.5	go	0	0	0.0	49	0.426	1	0
69.125	1.5	go	0	0	0.0	49	0.567	1	0
71.125	1.5	go	0	0	0.0	49	0.408	1	0
73.25	1.5	go	0	1	0.0	50	0.466	1	0
76.25	1.5	failed stop	1	1	0.322	50	0.433	1	0
80.125	1.5	go	0	1	0.0	50	0.653	1	0
82.5	1.5	failed stop	1	1	0.322	50	0.375	1	0
85.125	1.5	go	0	0	0.0	49	0.468	1	0
87.75	1.5	go	0	0	0.0	49	0.371	1	0
90.25	1.5	go	0	1	0.0	50	0.527	1	0
92.375	1.5	go	0	0	0.0	49	0.489	1	0
94.375	1.5	successful stop	1	0	0.202	0	0.0	0	1
97.625	1.5	go	0	1	0.0	50	0.414	1	0
101.0	1.5	successful stop	1	0	0.242	0	0.0	0	1
105.75	1.5	go	0	1	0.0	50	0.416	1	0
108.875	1.5	go	0	1	0.0	50	0.339	1	0
111.25	1.5	go	0	0	0.0	49	0.475	1	0
114.25	1.5	failed stop	1	0	0.242	49	0.315	1	0
118.0	1.5	go	0	0	0.0	49	0.428	1	0
120.125	1.5	go	0	1	0.0	50	0.407	1	0
122.625	1.5	go	0	1	0.0	50	0.322	1	0
125.25	1.5	go	0	0	0.0	49	0.441	1	0
129.125	1.5	go	0	1	0.0	50	0.429	1	0
131.25	1.5	go	0	1	0.0	50	0.352	1	0
133.375	1.5	successful stop	1	0	0.322	0	0.0	0	1
136.0	1.5	go	0	1	0.0	50	0.481	1	0
139.125	1.5	go	0	1	0.0	50	0.451	1	0
142.0	1.5	successful stop	1	0	0.282	0	0.0	0	1
144.125	1.5	go	0	0	0.0	49	0.435	1	0
146.625	1.5	go	0	0	0.0	49	0.646	1	0
149.25	1.5	failed stop	1	0	0.282	49	0.349	1	0
151.875	1.5	go	0	1	0.0	50	0.388	1	0
154.25	1.5	go	0	1	0.0	50	0.316	1	0
158.375	1.5	successful stop	1	0	0.202	0	0.0	0	1
162.375	1.5	go	0	1	0.0	50	0.39	1	0
166.125	1.5	go	0	1	0.0	50	0.415	1	0
169.0	1.5	go	0	0	0.0	49	0.468	1	0
171.0	1.5	go	0	1	0.0	50	0.419	1	0
173.625	1.5	successful stop	1	0	0.322	0	0.0	0	1
176.5	1.5	go	0	0	0.0	49	0.318	1	0
178.5	1.5	go	0	1	0.0	50	0.438	1	0
180.5	1.5	go	0	0	0.0	49	0.398	1	0
182.75	1.5	go	0	0	0.0	49	0.363	1	0
185.75	1.5	go	0	1	0.0	50	0.451	1	0
189.75	1.5	failed stop	1	1	0.282	49	0.242	0	0
192.25	1.5	successful stop	1	1	0.202	0	0.0	0	1
194.75	1.5	go	0	0	0.0	49	0.425	1	0
197.375	1.5	go	0	0	0.0	49	0.496	1	0
200.25	1.5	go	0	1	0.0	50	0.428	1	0
202.875	1.5	failed stop	1	1	0.242	50	0.355	1	0
206.0	1.5	go	0	0	0.0	49	0.301	1	0
210.625	1.5	go	0	0	0.0	49	0.428	1	0
212.875	1.5	go	0	1	0.0	50	0.473	1	0
215.375	1.5	go	0	0	0.0	49	0.365	1	0
218.25	1.5	failed stop	1	1	0.322	50	0.449	1	0
220.375	1.5	go	0	1	0.0	50	0.332	1	0
222.75	1.5	go	0	0	0.0	49	0.493	1	0
225.625	1.5	successful stop	1	1	0.202	0	0.0	0	1
229.5	1.5	go	0	1	0.0	50	0.413	1	0
233.375	1.5	go	0	0	0.0	49	0.402	1	0
236.0	1.5	go	0	0	0.0	49	0.4	1	0
238.0	1.5	successful stop	1	1	0.242	0	0.0	0	1
242.75	1.5	go	0	0	0.0	49	0.433	1	0
246.125	1.5	go	0	1	0.0	50	0.53	1	0
248.625	1.5	go	0	0	0.0	49	0.469	1	0
250.75	1.5	go	0	0	0.0	49	0.4	1	0
256.0	1.5	failed stop	1	1	0.282	50	0.373	1	0
260.75	1.5	go	0	0	0.0	49	0.382	1	0
262.875	1.5	go	0	1	0.0	50	0.401	1	0
265.0	1.5	go	0	0	0.0	49	0.419	1	0
267.25	1.5	go	0	0	0.0	49	0.385	1	0
270.0	1.5	go	0	1	0.0	50	0.515	1	0
273.25	1.5	failed stop	1	1	0.202	50	0.32	1	0
275.75	1.5	successful stop	1	0	0.202	0	0.0	0	1
278.0	1.5	go	0	1	0.0	50	0.442	1	0
280.25	1.5	go	0	0	0.0	49	0.479	1	0
282.5	1.5	go	0	1	0.0	50	0.484	1	0
284.5	1.5	go	0	0	0.0	49	0.556	1	0
287.0	1.5	failed stop	1	0	0.282	49	0.36	1	0
289.125	1.5	go	0	1	0.0	50	0.434	1	0
291.25	1.5	go	0	1	0.0	50	0.373	1	0
293.375	1.5	go	0	1	0.0	50	0.368	1	0
295.625	1.5	go	0	1	0.0	50	0.349	1	0
297.875	1.5	go	0	0	0.0	49	0.643	1	0
299.875	1.5	successful stop	1	0	0.242	0	0.0	0	1
302.625	1.5	go	0	0	0.0	49	0.644	1	0
307.0	1.5	failed stop	1	0	0.202	49	0.365	1	0
311.625	1.5	go	0	1	0.0	50	0.475	1	0
314.125	1.5	go	0	1	0.0	50	0.374	1	0
316.875	1.5	go	0	0	0.0	49	0.552	1	0
320.0	1.5	go	0	0	0.0	49	0.394	1	0
322.0	1.5	go	0	1	0.0	50	0.442	1	0
325.75	1.5	successful stop	1	1	0.322	0	0.0	0	1
329.875	1.5	failed stop	1	1	0.282	50	0.382	1	0
332.75	1.5	go	0	1	0.0	50	0.666	1	0
334.75	1.5	go	0	0	0.0	49	0.474	1	0
338.625	1.5	go	0	0	0.0	49	0.398	1	0
342.0	1.5	successful stop	1	1	0.242	0	0.0	0	1
344.875	1.5	go	0	0	0.0	49	0.443	1	0
346.875	1.5	go	0	1	0.0	50	0.419	1	0
350.125	1.5	go	0	0	0.0	49	0.464	1	0
352.125	1.5	successful stop	1	1	0.282	0	0.0	0	1
354.375	1.5	go	0	1	0.0	50	0.454	1	0
357.375	1.5	go	0	0	0.0	49	0.309	1	0
359.375	1.5	go	0	0	0.0	49	0.349	1	0
