name	x	y	z
g1	10.687	68.788	-23.627
g2	9.554	75.183	-2.581
g3	1.617	80.7	20.668
g4	8.554	79.935	48.036
g5	41.286	68.316	-28.29
g6	30.935	74.781	-3.618
g7	27.559	75.321	22.064
g8	36.244	73.29	44.923
g9	58.023	67.347	-3.436
g10	57.513	58.037	14.31
g11	67.514	61.816	43.779
g12	84.034	42.98	27.89
g13	90.168	44.162	46.99
g14	99.318	15.858	29.405
g15	106.348	12.719	46.409
g16	77.139	28.122	-33.891
g17	108.311	-20.447	44.06
g18	101.727	-24.264	22.674
g19	95.21	-49.822	44.85
g20	81.773	-55.289	23.537
g21	74.079	-67.837	42.963
g22	61.533	-64.71	22.16
g23	59.079	-73.268	-4.865
g24	43.922	-82.214	44.111
g25	34.803	-83.152	17.94
g26	37.552	-80.614	-6.567
g27	40.157	-74.878	-32.546
g28	16.192	-90.842	44.28
g29	13.285	-91.985	21.309
g30	12.402	-84.692	-5.885
g31	8.48	-79.435	-28.882
g32	76.301	-31.68	-38.471
y1	-1.134	76.72	76.681
y2	18.566	66.662	99.156
y3	4.019	48.427	123.132
y4	-9.051	18.216	140.976
y5	27.78	75.023	70.865
y6	47.574	56.804	97.172
y7	32.524	44.013	118.983
y8	20.725	21.93	135.438
y9	54.602	65.351	69.03
y10	79.122	48.572	70.596
y11	69.021	43.463	95.535
y12	51.248	23.517	122.021
y13	96.647	24.817	71.285
y14	85.468	13.761	100.353
y15	103.506	-4.666	72.004
y16	64.245	-2.198	121.294
y17	86.145	-20.237	101.18
y18	98.43	-34.346	71.613
y19	39.683	-2.696	132.484
y20	55.928	-31.803	121.029
y21	72.315	-51.277	97.598
y22	81.06	-60.655	69.891
y23	58.378	-77.7	68.447
y24	25.626	-30.122	135.621
y25	36.069	-53.65	119.832
y26	46.952	-69.893	97.288
y27	31.965	-87.959	68.973
y28	-21.861	-4.14	142.656
y29	-5.571	-32.998	141.042
y30	7.569	-62.135	122.72
y31	19.876	-80.454	95.678
y32	4.406	-90.344	70.444
r1	-41.339	74.333	24.669
r2	-24.874	79.169	49.017
r3	-48.205	71.487	55.074
r4	-74.027	58.655	64.703
r5	-94.511	38.521	70.834
r6	-30.212	72.39	77.322
r7	-56.219	60.769	83.241
r8	-74.545	44.498	92.421
r9	-92.191	14.437	98.661
r10	-11.689	66.218	100.336
r11	-39.283	55.169	107.832
r12	-58.032	38.617	115.205
r13	-72.857	6.067	119.597
r14	-21.624	42.284	127.371
r15	-42.727	20.3	134.037
r16	-49.504	-6.339	135.622
r17	-37.901	-35.989	133.168
r18	-19.293	-53.043	126.689
r19	-70.133	-24.299	118.307
r20	-53.748	-50.465	112.962
r21	-34.833	-66.04	107.023
r22	-7.312	-76.315	99.286
r23	-93.045	-9.876	99.458
r24	-84.613	-38.582	97.924
r25	-68.654	-60.719	91.28
r26	-47.533	-74.658	84.568
r27	-21.763	-84.663	75.718
r28	-85.074	-58.326	67.739
r29	-64.912	-73.869	62.3
r30	-43.55	-83.88	56.837
r31	-15.126	-90.474	49.813
r32	-31.664	-89.268	27.708
w1	-60.366	69.991	-12.197
w2	-82.382	57.768	-4.397
w3	-102.509	38.849	4.548
w4	-111.403	13.643	7.723
w5	-56.898	73.544	9.186
w6	-74.146	65.166	15.172
w7	-93.308	51.508	21.336
w8	-106.202	32.761	26.86
w9	-110.529	8.569	28.374
w10	-66.405	68.854	39.284
w11	-90.264	53.828	45.927
w12	-103.932	35.489	52.034
w13	-109.278	11.439	51.494
w14	-106.274	11.163	76.524
w15	-105.296	-16.815	75.929
w16	-98.058	-37.935	75.339
w17	-110.228	-11.72	47.349
w18	-105.361	-37.237	45.368
w19	-89.609	-62.151	42.619
w20	-71.659	-76.484	36.573
w21	-48.407	-85.838	28.42
w22	-111.673	-11.957	26.322
w23	-106.014	-33.894	23.068
w24	-92.475	-59.219	19.422
w25	-75.468	-70.557	11.351
w26	-58.197	-80.677	5.272
w27	-43.947	-86.052	-1.775
w28	-109.249	-13.489	5.908
w29	-101.235	-38.103	2.038
w30	-84.062	-62.566	-5.526
w31	-63.278	-71.797	-16.058
w32	-43.353	-79.197	-25.161
n1	-39.707	54.642	-86.851
n2	-56.858	57.56	-64.506
n3	-80.849	43.073	-39.26
n4	-99.487	19.514	-23.884
n5	-101.106	-10.886	-20.624
n6	-88.811	-42.262	-31.484
n7	-61.936	-57.837	-50.734
n8	-41.017	-64.429	-74.784
n9	-57.707	57.252	-83.74
n10	-80.373	49.296	-55.645
n11	-95.082	33.751	-42.67
n12	-110.333	-0.932	-32.327
n13	-103.332	-29.173	-37.692
n14	-88.811	-50.784	-47.631
n15	-62.677	-62.5	-74.354
n16	-73.968	61.488	-85.903
n17	-97.011	42.246	-59.091
n18	-115.488	17.576	-45.683
n19	-116.539	-8.802	-43.566
n20	-104.182	-43.186	-53.805
n21	-84.109	-62.011	-73.224
n22	-73.745	60.539	-105.319
n23	-98.116	59.212	-76.688
n24	-118.602	37.284	-58.913
n25	-130.005	1.187	-50.79
n26	-123.672	-37.623	-56.326
n27	-105.718	-59.371	-68.146
n28	-80.148	-69.928	-93.962
n32	11.532	-0.14	142.616
