onset	duration	response_time	button_press	stim_file
n/a	n/a	0.806	3	meg/f080.bmp
n/a	n/a	0.687	3	meg/f047.bmp
n/a	n/a	2.109	2	meg/u102.bmp
n/a	n/a	2.062	1	meg/u040.bmp
n/a	n/a	3.762	1	meg/u108.bmp
n/a	n/a	1.051	1	meg/u034.bmp
n/a	n/a	2.058	1	meg/u099.bmp
n/a	n/a	0.901	1	meg/u104.bmp
n/a	n/a	0.843	1	meg/u038.bmp
n/a	n/a	0.627	1	meg/u048.bmp
n/a	n/a	1.483	3	meg/f035.bmp
n/a	n/a	1.8	3	meg/f092.bmp
n/a	n/a	0.711	3	meg/f008.bmp
n/a	n/a	1.685	1	meg/u052.bmp
n/a	n/a	0.704	1	meg/u051.bmp
n/a	n/a	0.877	1	meg/u126.bmp
n/a	n/a	0.659	1	meg/u010.bmp
n/a	n/a	0.706	1	meg/u088.bmp
n/a	n/a	0.622	1	meg/u138.bmp
n/a	n/a	1.063	3	meg/f122.bmp
n/a	n/a	0.717	1	meg/u023.bmp
n/a	n/a	1.026	3	meg/f131.bmp
n/a	n/a	0.674	1	meg/u143.bmp
n/a	n/a	0.592	1	meg/u069.bmp
n/a	n/a	0.674	1	meg/u008.bmp
n/a	n/a	0.823	3	meg/f019.bmp
n/a	n/a	0.687	1	meg/u031.bmp
n/a	n/a	0.612	1	meg/f148.bmp
n/a	n/a	1.389	3	meg/f048.bmp
n/a	n/a	0.549	1	meg/u082.bmp
n/a	n/a	0.65	1	meg/u036.bmp
n/a	n/a	0.697	3	meg/f091.bmp
n/a	n/a	0.671	1	meg/u080.bmp
n/a	n/a	0.622	1	meg/u136.bmp
n/a	n/a	0.83	3	meg/f143.bmp
n/a	n/a	0.66	3	meg/f009.bmp
n/a	n/a	0.851	3	meg/f133.bmp
n/a	n/a	0.778	3	meg/f130.bmp
n/a	n/a	1.924	2	meg/u090.bmp
n/a	n/a	0.997	3	meg/f042.bmp
n/a	n/a	0.935	1	meg/u030.bmp
n/a	n/a	0.994	1	meg/u063.bmp
n/a	n/a	0.603	1	meg/u129.bmp
n/a	n/a	0.636	1	meg/u046.bmp
n/a	n/a	3.091	3	meg/f140.bmp
n/a	n/a	1.235	1	meg/u032.bmp
n/a	n/a	0.754	3	meg/f065.bmp
n/a	n/a	0.773	3	meg/f073.bmp
n/a	n/a	1.39	1	meg/u022.bmp
n/a	n/a	0.887	3	meg/f075.bmp
n/a	n/a	3.636	2	meg/u115.bmp
n/a	n/a	1.805	3	meg/f126.bmp
n/a	n/a	0.939	3	meg/f115.bmp
n/a	n/a	3.974	1	meg/u043.bmp
n/a	n/a	0.898	3	meg/f082.bmp
n/a	n/a	0.647	3	meg/f039.bmp
n/a	n/a	0.743	1	meg/u025.bmp
n/a	n/a	2.091	2	meg/u064.bmp
n/a	n/a	0.886	1	meg/u071.bmp
n/a	n/a	1.195	1	meg/u091.bmp
n/a	n/a	1.212	3	meg/f116.bmp
n/a	n/a	0.748	3	meg/f089.bmp
n/a	n/a	0.919	1	meg/u056.bmp
n/a	n/a	0.683	1	meg/u127.bmp
n/a	n/a	0.737	1	meg/u004.bmp
n/a	n/a	0.732	3	meg/f052.bmp
n/a	n/a	0.737	1	meg/u077.bmp
n/a	n/a	0.693	1	meg/u006.bmp
n/a	n/a	0.699	1	meg/u001.bmp
n/a	n/a	1.761	3	meg/u045.bmp
n/a	n/a	0.674	1	meg/u128.bmp
n/a	n/a	0.68	3	meg/f086.bmp
n/a	n/a	0.63	1	meg/u150.bmp
n/a	n/a	0.99	3	meg/f119.bmp
n/a	n/a	1.071	2	meg/u012.bmp
n/a	n/a	0.581	3	meg/f108.bmp
n/a	n/a	0.631	3	meg/f061.bmp
n/a	n/a	0.887	3	meg/f031.bmp
n/a	n/a	0.715	3	meg/f024.bmp
n/a	n/a	4.088	2	meg/f142.bmp
n/a	n/a	0.943	3	meg/f106.bmp
n/a	n/a	0.738	1	meg/u131.bmp
n/a	n/a	0.717	3	meg/f081.bmp
n/a	n/a	0.849	3	meg/f043.bmp
n/a	n/a	0.841	1	meg/u011.bmp
n/a	n/a	0.704	1	meg/u116.bmp
n/a	n/a	0.741	1	meg/u140.bmp
n/a	n/a	0.657	3	meg/f072.bmp
n/a	n/a	1.145	1	meg/u147.bmp
n/a	n/a	0.636	1	meg/u144.bmp
n/a	n/a	0.715	1	meg/f134.bmp
n/a	n/a	0.672	3	meg/f066.bmp
n/a	n/a	0.743	1	meg/u137.bmp
n/a	n/a	0.626	1	meg/u119.bmp
n/a	n/a	2.427	1	meg/u016.bmp
n/a	n/a	1.056	3	meg/f110.bmp
n/a	n/a	0.67	1	meg/u134.bmp
n/a	n/a	2.9	2	meg/u107.bmp
n/a	n/a	1.125	3	meg/f093.bmp
n/a	n/a	2.049	3	meg/f060.bmp
n/a	n/a	0.709	1	meg/u146.bmp
n/a	n/a	1.257	2	meg/u094.bmp
n/a	n/a	1.375	1	meg/f138.bmp
n/a	n/a	0.752	3	meg/f023.bmp
n/a	n/a	0.723	3	meg/f088.bmp
n/a	n/a	0.824	1	meg/u121.bmp
n/a	n/a	1.96	2	meg/u020.bmp
n/a	n/a	0.697	3	meg/f059.bmp
n/a	n/a	0.999	1	meg/u009.bmp
n/a	n/a	0.984	3	meg/f013.bmp
n/a	n/a	0.658	1	meg/u118.bmp
n/a	n/a	0.697	3	meg/f056.bmp
n/a	n/a	0.702	3	meg/f102.bmp
n/a	n/a	4.251	2	meg/u098.bmp
n/a	n/a	1.875	1	meg/u089.bmp
n/a	n/a	0.735	3	meg/f139.bmp
n/a	n/a	0.66	3	meg/f005.bmp
n/a	n/a	1.795	1	meg/u015.bmp
n/a	n/a	1.587	3	meg/f063.bmp
n/a	n/a	0.971	1	meg/u125.bmp
n/a	n/a	0.86	3	meg/f124.bmp
n/a	n/a	1.907	1	meg/f105.bmp
n/a	n/a	1.165	3	meg/f045.bmp
n/a	n/a	0.975	1	meg/u120.bmp
n/a	n/a	4.929	2	meg/f079.bmp
n/a	n/a	0.7	1	meg/u050.bmp
n/a	n/a	0.618	3	meg/f101.bmp
n/a	n/a	1.067	3	meg/f087.bmp
n/a	n/a	0.657	1	meg/u132.bmp
n/a	n/a	1.135	1	meg/u100.bmp
n/a	n/a	0.635	1	meg/u135.bmp
n/a	n/a	0.955	3	meg/f011.bmp
n/a	n/a	0.933	3	meg/u053.bmp
n/a	n/a	0.609	3	meg/f100.bmp
n/a	n/a	0.731	3	meg/f114.bmp
n/a	n/a	0.671	3	meg/f040.bmp
n/a	n/a	0.813	3	meg/f007.bmp
n/a	n/a	0.694	1	meg/u054.bmp
n/a	n/a	0.756	3	meg/f077.bmp
n/a	n/a	0.974	1	meg/u055.bmp
n/a	n/a	1.168	3	meg/f111.bmp
n/a	n/a	0.667	1	meg/u139.bmp
n/a	n/a	1.042	1	meg/u066.bmp
n/a	n/a	0.729	3	meg/f128.bmp
n/a	n/a	2.589	1	meg/u097.bmp
n/a	n/a	1.404	3	meg/f022.bmp
n/a	n/a	2.459	2	meg/u035.bmp
n/a	n/a	0.662	3	meg/f104.bmp
n/a	n/a	1.085	1	meg/u024.bmp
n/a	n/a	0.761	3	meg/f090.bmp
n/a	n/a	0.7	3	meg/f132.bmp
n/a	n/a	1.026	1	meg/u017.bmp
n/a	n/a	0.633	3	meg/f012.bmp
n/a	n/a	0.745	3	meg/f049.bmp
n/a	n/a	0.66	3	meg/f136.bmp
n/a	n/a	0.852	1	meg/u075.bmp
n/a	n/a	1.928	3	meg/f055.bmp
n/a	n/a	1.201	3	meg/f020.bmp
n/a	n/a	0.785	1	meg/u114.bmp
n/a	n/a	1.106	3	meg/f150.bmp
n/a	n/a	0.846	1	meg/u142.bmp
n/a	n/a	0.79	3	meg/f084.bmp
n/a	n/a	1.639	3	meg/f118.bmp
n/a	n/a	0.589	3	meg/f074.bmp
n/a	n/a	0.958	3	meg/u105.bmp
n/a	n/a	0.617	3	meg/f149.bmp
n/a	n/a	0.906	1	meg/u013.bmp
n/a	n/a	0.662	3	meg/f121.bmp
n/a	n/a	0.589	3	meg/f062.bmp
n/a	n/a	0.647	3	meg/f051.bmp
n/a	n/a	0.67	3	meg/f034.bmp
n/a	n/a	1.604	2	meg/u068.bmp
n/a	n/a	0.619	3	meg/f096.bmp
n/a	n/a	1.004	1	meg/u148.bmp
n/a	n/a	1.228	2	meg/u033.bmp
n/a	n/a	0.707	1	meg/u141.bmp
n/a	n/a	1.816	1	meg/u029.bmp
n/a	n/a	0.839	3	meg/f069.bmp
n/a	n/a	1.005	1	meg/u083.bmp
n/a	n/a	3.717	2	meg/u060.bmp
n/a	n/a	0.755	3	meg/f083.bmp
n/a	n/a	0.638	3	meg/f015.bmp
n/a	n/a	1.029	3	meg/f017.bmp
n/a	n/a	0.685	3	meg/u041.bmp
n/a	n/a	5.091	3	meg/f109.bmp
n/a	n/a	1.558	1	meg/u059.bmp
n/a	n/a	1.295	2	meg/u103.bmp
n/a	n/a	0.732	3	meg/f078.bmp
n/a	n/a	0.88	3	meg/f135.bmp
n/a	n/a	0.726	1	meg/u076.bmp
n/a	n/a	0.979	1	meg/u065.bmp
n/a	n/a	0.773	1	meg/u110.bmp
n/a	n/a	3.615	3	meg/f025.bmp
n/a	n/a	2.497	1	meg/u057.bmp
n/a	n/a	3.298	3	meg/f146.bmp
n/a	n/a	0.73	3	meg/f053.bmp
n/a	n/a	3.59	3	meg/f085.bmp
n/a	n/a	2.586	2	meg/u111.bmp
n/a	n/a	1.921	2	meg/u078.bmp
n/a	n/a	0.899	1	meg/u072.bmp
n/a	n/a	0.825	1	meg/f141.bmp
n/a	n/a	1.023	3	meg/f030.bmp
n/a	n/a	0.831	1	meg/u007.bmp
n/a	n/a	0.99	3	meg/f125.bmp
n/a	n/a	0.752	3	meg/f036.bmp
n/a	n/a	1.179	1	meg/u002.bmp
n/a	n/a	2.053	2	meg/u092.bmp
n/a	n/a	1.938	2	meg/u070.bmp
n/a	n/a	1.196	2	meg/u095.bmp
n/a	n/a	0.932	3	meg/f129.bmp
n/a	n/a	1.097	2	meg/u124.bmp
n/a	n/a	0.868	3	meg/f006.bmp
n/a	n/a	0.891	1	meg/u113.bmp
n/a	n/a	0.896	1	meg/u042.bmp
