name	type	x	y	z	template_x	template_y	template_z
Rx2	detector	52.43646149	45.12343525	108.2596895	n/a	n/a	n/a
Rx1	detector	32.17682336	59.73055839	101.9344821	n/a	n/a	n/a
Rx4	detector	31.99758531	16.93499513	136.9587212	n/a	n/a	n/a
Rx3	detector	3.017416332	46.08504177	132.0515425	n/a	n/a	n/a
Rx6	detector	-37.99527226	73.39827351	84.34112311	n/a	n/a	n/a
Rx5	detector	61.78715758	62.76655687	31.60846243	n/a	n/a	n/a
Rx8	detector	-50.27332107	47.4610141	114.6201873	n/a	n/a	n/a
Rx7	detector	43.99217754	69.38460611	63.14890382	n/a	n/a	n/a
Rx9	detector	61.32742035	-68.36893514	32.69535221	n/a	n/a	n/a
Rx11	detector	42.28325496	-69.65861044	63.60433992	n/a	n/a	n/a
Rx10	detector	-36.71792219	-74.52137643	80.31308782	n/a	n/a	n/a
Rx12	detector	-51.44604799	-51.86380998	108.5384119	n/a	n/a	n/a
Tx1a	source	59.54086159	43.65482494	101.7326767	n/a	n/a	n/a
Tx4	source	55.81417612	16.66416087	122.1326235	n/a	n/a	n/a
Tx1b	source	38.49988279	58.86381682	95.93418927	n/a	n/a	n/a
Tx3	source	27.84441844	45.1778876	125.5257192	n/a	n/a	n/a
Tx1c	source	31.76165178	9.281790276	137.3988099	n/a	n/a	n/a
Tx2	source	1.885647163	66.34263451	112.0833686	n/a	n/a	n/a
Tx5	source	3.494935861	14.02283881	145.6530328	n/a	n/a	n/a
Tx1d	source	-5.007478552	44.55932506	132.6253188	n/a	n/a	n/a
Tx6a	source	-31.34412273	76.58442913	79.64717129	n/a	n/a	n/a
Tx9	source	-62.90467703	57.73429588	87.21468326	n/a	n/a	n/a
Tx6b	source	66.87768114	58.44409044	24.27587522	n/a	n/a	n/a
Tx8	source	34.2541694	76.36688026	35.51824118	n/a	n/a	n/a
Tx6c	source	-53.60576182	39.68150187	120.2524217	n/a	n/a	n/a
Tx7	source	74.02209161	55.83353838	59.9300876	n/a	n/a	n/a
Tx10	source	-25.8692096	65.64628278	112.8388824	n/a	n/a	n/a
Tx6d	source	38.14355888	70.37729366	70.09580344	n/a	n/a	n/a
Tx12	source	36.62072094	-80.44939184	34.31469862	n/a	n/a	n/a
Tx13	source	71.77114857	-59.29328354	62.24905631	n/a	n/a	n/a
Tx14	source	-64.33796125	-56.41808108	82.49461224	n/a	n/a	n/a
Tx15	source	-24.0796145	-69.0623094	105.9574782	n/a	n/a	n/a
Tx11a	source	67.24149446	-63.53012033	29.4781967	n/a	n/a	n/a
Tx11b	source	-32.75928566	-76.98797416	73.82912317	n/a	n/a	n/a
Tx11c	source	37.2189238	-70.73419492	71.73094364	n/a	n/a	n/a
Tx11d	source	-54.54018944	-41.09636174	115.4643038	n/a	n/a	n/a
