onset	duration	trial_type	easy_par	hard_par
16.005	4.500	easy_par	0.542	n/a
21.265	4.500	hard_par	n/a	0.458
26.510	4.500	easy_par	-0.458	n/a
37.015	4.500	hard_par	n/a	0.458
42.259	4.500	easy_par	-0.458	n/a
47.503	4.500	hard_par	n/a	-0.542
52.764	4.500	hard_par	n/a	0.458
58.009	4.500	hard_par	n/a	0.458
63.253	4.500	hard_par	n/a	-0.542
68.514	4.500	easy_par	-0.458	n/a
73.758	4.500	easy_par	-0.458	n/a
79.002	4.500	hard_par	n/a	0.458
84.263	4.500	hard_par	n/a	-0.542
89.507	4.500	hard_par	n/a	-0.542
94.752	4.500	easy_par	-0.458	n/a
100.013	4.500	hard_par	n/a	-0.542
110.501	4.500	hard_par	n/a	0.458
115.762	4.500	hard_par	n/a	-0.542
121.006	4.500	easy_par	-0.458	n/a
126.267	4.500	hard_par	n/a	0.458
131.511	4.500	hard_par	n/a	0.458
136.756	4.500	hard_par	n/a	-0.542
142.017	4.500	hard_par	n/a	0.458
147.261	4.500	hard_par	n/a	0.458
152.505	4.500	easy_par	-0.458	n/a
157.766	4.500	hard_par	n/a	-0.542
163.010	4.500	hard_par	n/a	0.458
168.255	4.500	hard_par	n/a	0.458
173.515	4.500	easy_par	-0.458	n/a
184.004	4.500	hard_par	n/a	0.458
189.265	4.500	hard_par	n/a	0.458
194.509	4.500	easy_par	0.542	n/a
199.753	4.500	hard_par	n/a	0.458
205.014	4.500	easy_par	0.542	n/a
210.258	4.500	easy_par	-0.458	n/a
215.503	4.500	hard_par	n/a	0.458
220.764	4.500	easy_par	-0.458	n/a
226.008	4.500	hard_par	n/a	0.458
231.252	4.500	hard_par	n/a	0.458
236.513	4.500	hard_par	n/a	-0.542
241.757	4.500	easy_par	-0.458	n/a
247.002	4.500	easy_par	0.542	n/a
257.507	4.500	hard_par	n/a	-0.542
262.751	4.500	hard_par	n/a	0.458
268.012	4.500	easy_par	-0.458	n/a
273.256	4.500	hard_par	n/a	-0.542
278.517	4.500	hard_par	n/a	0.458
283.761	4.500	easy_par	-0.458	n/a
289.005	4.500	easy_par	0.542	n/a
294.266	4.500	easy_par	0.542	n/a
299.511	4.500	hard_par	n/a	0.458
304.755	4.500	hard_par	n/a	-0.542
310.016	4.500	easy_par	0.542	n/a
315.260	4.500	easy_par	0.542	n/a
320.504	4.500	hard_par	n/a	0.458
331.010	4.500	easy_par	-0.458	n/a
336.254	4.500	easy_par	-0.458	n/a
341.515	4.500	hard_par	n/a	0.458
346.759	4.500	hard_par	n/a	-0.542
352.003	4.500	easy_par	-0.458	n/a
357.264	4.500	easy_par	-0.458	n/a
362.508	4.500	easy_par	0.542	n/a
367.753	4.500	easy_par	-0.458	n/a
373.014	4.500	hard_par	n/a	0.458
378.258	4.500	hard_par	n/a	-0.542
383.502	4.500	easy_par	0.542	n/a
388.763	4.500	easy_par	0.542	n/a
394.007	4.500	easy_par	-0.458	n/a
404.512	4.500	hard_par	n/a	-0.542
409.757	4.500	easy_par	0.542	n/a
415.001	4.500	hard_par	n/a	0.458
420.262	4.500	easy_par	-0.458	n/a
425.506	4.500	easy_par	0.542	n/a
430.767	4.500	hard_par	n/a	-0.542
436.011	4.500	easy_par	-0.458	n/a
441.255	4.500	easy_par	-0.458	n/a
446.516	4.500	hard_par	n/a	-0.542
451.760	4.500	hard_par	n/a	-0.542
457.005	4.500	easy_par	0.542	n/a
462.266	4.500	easy_par	0.542	n/a
467.510	4.500	easy_par	0.542	n/a
478.015	4.500	hard_par	n/a	-0.542
483.259	4.500	easy_par	-0.458	n/a
488.504	4.500	easy_par	0.542	n/a
493.764	4.500	easy_par	0.542	n/a
499.009	4.500	easy_par	0.542	n/a
504.253	4.500	easy_par	-0.458	n/a
509.514	4.500	easy_par	0.542	n/a
514.758	4.500	easy_par	0.542	n/a
520.002	4.500	hard_par	n/a	-0.542
525.263	4.500	easy_par	0.542	n/a
530.508	4.500	hard_par	n/a	-0.542
535.752	4.500	hard_par	n/a	-0.542
541.013	4.500	easy_par	-0.458	n/a
551.501	4.500	easy_par	-0.458	n/a
556.762	4.500	hard_par	n/a	0.458
