onset	duration	trial_type	0	1	2	3
0.120	2.000	Spanish-English-Concrete-Novel	bistec	SECn_31	2984	3
3.120	2.000	Spanish-English-Concrete-Repeat	steak	SECr_31	2984	3
6.120	2.000	English-English-Abstract-Novel	health	EEAn_31	2984	17
9.120	2.000	Spanish-English-Abstract-Novel	estragos	SEAn_31	2984	17
12.120	2.000	Spanish-Spanish-Concrete-Novel	pasillo	SSCn_31	1984	4
14.120	2.000	English-Spanish-Concrete-Novel	onion	ESCn_31	1984	32
16.120	2.000	Spanish-Spanish-Concrete-Repeat	pasillo	SSCr_31	6984	4
23.120	2.000	English-English-Abstract-Repeat	health	EEAr_31	2984	17
26.120	2.000	Spanish-English-Abstract-Repeat	havoc	SEAr_31	3984	17
30.120	2.000	English-English-Abstract-Novel	sin	EEAn_32	1984	26
32.120	2.000	English-Spanish-Abstract-Novel	treaty	ESAn_31	2984	27
35.120	2.000	Spanish-English-Abstract-Novel	sur	SEAn_32	5984	19
41.120	2.000	Spanish-English-Concrete-Novel	martillo	SECn_32	1984	36
43.120	2.000	English-English-Concrete-Novel	chair	EECn_31	2984	49
46.120	2.000	English-Spanish-Concrete-Repeat	cebolla	ESCr_31	7984	32
54.120	2.000	Spanish-English-Abstract-Repeat	south	SEAr_32	1984	19
56.120	2.000	English-English-Abstract-Repeat	sin	EEAr_32	2984	26
59.120	2.000	English-Spanish-Abstract-Repeat	tratado	ESAr_31	2984	27
62.120	2.000	Spanish-Spanish-Concrete-Novel	ganado	SSCn_32	3984	6
66.120	2.000	English-Spanish-Abstract-Novel	thought	ESAn_32	1984	8
68.120	2.000	Spanish-Spanish-Concrete-Repeat	ganado	SSCr_32	1984	6
70.120	2.000	Spanish-English-Abstract-Novel	negaci�n	SEAn_33	3984	77
74.120	2.000	English-Spanish-Abstract-Repeat	pensamiento	ESAr_32	2984	8
77.120	2.000	Spanish-English-Concrete-Repeat	hammer	SECr_32	2984	36
80.120	2.000	English-English-Abstract-Novel	disagreement	EEAn_33	1984	9
82.120	2.000	English-Spanish-Concrete-Novel	cheek	ESCn_32	3984	39
86.120	2.000	Spanish-Spanish-Abstract-Novel	jerga	SSAn_31	2984	17
89.120	2.000	English-English-Abstract-Repeat	disagreement	EEAr_33	2984	9
92.120	2.000	English-English-Concrete-Repeat	chair	EECr_31	4984	49
97.120	2.000	English-English-Abstract-Novel	betrayal	EEAn_34	5984	38
103.120	2.000	Spanish-Spanish-Abstract-Repeat	jerga	SSAr_31	1984	17
105.120	2.000	English-Spanish-Abstract-Novel	rest	ESAn_33	3984	4
109.120	2.000	English-Spanish-Abstract-Repeat	descanso	ESAr_33	5984	4
115.120	2.000	Spanish-Spanish-Abstract-Novel	placer	SSAn_32	3984	22
119.120	2.000	English-English-Concrete-Novel	mirror	EECn_32	1984	12
121.120	2.000	English-Spanish-Concrete-Repeat	mejilla	ESCr_32	3984	39
125.120	2.000	Spanish-Spanish-Concrete-Novel	fiebre	SSCn_33	2984	15
128.120	2.000	English-Spanish-Concrete-Novel	dungeon	ESCn_33	2984	34
131.120	2.000	English-English-Concrete-Repeat	mirror	EECr_32	3984	12
135.120	2.000	English-English-Abstract-Repeat	betrayal	EEAr_34	1984	38
137.120	2.000	Spanish-Spanish-Abstract-Repeat	placer	SSAr_32	2984	22
140.120	2.000	Spanish-Spanish-Concrete-Repeat	fiebre	SSCr_33	6984	15
147.120	2.000	Spanish-English-Abstract-Repeat	denial	SEAr_33	3984	77
151.120	2.000	Spanish-Spanish-Abstract-Novel	miedo	SSAn_33	4984	71
156.120	2.000	Spanish-English-Concrete-Novel	divisa	SECn_33	5984	26
162.120	2.000	English-Spanish-Concrete-Repeat	mazmorra	ESCr_33	1984	34
164.120	2.000	Spanish-English-Abstract-Novel	mezcla	SEAn_34	2984	3
167.120	2.000	Spanish-English-Abstract-Repeat	mixture	SEAr_34	2984	3
170.120	2.000	English-Spanish-Concrete-Novel	lantern	ESCn_34	4984	34
175.120	2.000	Spanish-Spanish-Concrete-Novel	jefe	SSCn_34	6984	15
182.120	2.000	Spanish-English-Concrete-Repeat	badge	SECr_33	2984	26
185.120	2.000	English-English-Concrete-Novel	clock	EECn_33	4984	34
190.120	2.000	Spanish-Spanish-Concrete-Repeat	jefe	SSCr_34	7984	15
198.120	2.000	Spanish-Spanish-Concrete-Novel	flecha	SSCn_35	2984	27
201.120	2.000	Spanish-English-Abstract-Novel	valent�a	SEAn_35	2984	29
204.120	2.000	English-Spanish-Concrete-Repeat	linterna	ESCr_34	6984	34
211.120	2.000	English-Spanish-Concrete-Novel	stone	ESCn_35	7984	51
219.120	2.000	English-English-Concrete-Repeat	clock	EECr_33	2984	34
222.120	2.000	Spanish-Spanish-Abstract-Repeat	miedo	SSAr_33	2984	71
225.120	2.000	Spanish-Spanish-Concrete-Repeat	flecha	SSCr_35	4984	27
230.120	2.000	Spanish-English-Abstract-Repeat	bravery	SEAr_35	6984	29
237.120	2.000	Spanish-Spanish-Abstract-Novel	venta	SSAn_34	3984	78
241.120	2.000	English-Spanish-Abstract-Novel	quest	ESAn_34	7984	16
249.120	2.000	Spanish-English-Abstract-Novel	modo	SEAn_36	3984	72
253.120	2.000	English-English-Concrete-Novel	arm	EECn_34	3984	17
257.120	2.000	English-Spanish-Abstract-Repeat	b�squeda	ESAr_34	4984	16
262.120	2.000	English-Spanish-Concrete-Repeat	piedra	ESCr_35	7984	51
270.120	2.000	English-English-Concrete-Repeat	arm	EECr_34	2984	17
273.120	2.000	English-English-Abstract-Novel	amount	EEAn_35	2984	45
276.120	2.000	English-Spanish-Concrete-Novel	needle	ESCn_36	1984	7
278.120	2.000	English-English-Concrete-Novel	hay	EECn_35	4984	70
283.120	2.000	English-Spanish-Concrete-Repeat	aguja	ESCr_36	5984	7
289.120	2.000	English-Spanish-Abstract-Novel	measure	ESAn_35	4984	14
294.120	2.000	Spanish-English-Concrete-Novel	frente	SECn_34	4984	5
299.120	2.000	Spanish-English-Concrete-Repeat	forehead	SECr_34	3984	5
303.120	2.000	English-Spanish-Abstract-Repeat	medida	ESAr_35	6984	14
310.120	2.000	Spanish-English-Concrete-Novel	cuerno	SECn_35	4984	13
315.120	2.000	Spanish-Spanish-Abstract-Repeat	venta	SSAr_34	2984	78
318.120	2.000	English-English-Abstract-Repeat	amount	EEAr_35	2984	45
321.120	2.000	Spanish-English-Abstract-Repeat	manner	SEAr_36	1984	72
323.120	2.000	Spanish-English-Concrete-Repeat	horn	SECr_35	3984	13
327.120	2.000	Spanish-Spanish-Abstract-Novel	alcance	SSAn_35	1984	30
329.120	2.000	English-Spanish-Abstract-Novel	beloved	ESAn_36	6984	65
336.120	2.000	English-English-Abstract-Novel	charm	EEAn_36	5984	60
342.120	2.000	Spanish-Spanish-Concrete-Novel	nariz	SSCn_36	3984	37
346.120	2.000	Spanish-English-Concrete-Novel	tenedor	SECn_36	1984	14
348.120	2.000	English-English-Concrete-Repeat	hay	EECr_35	8984	70
357.120	2.000	Spanish-Spanish-Abstract-Repeat	alcance	SSAr_35	2984	30
360.120	2.000	Spanish-English-Concrete-Repeat	fork	SECr_36	11984	14
372.120	2.000	English-English-Concrete-Novel	cave	EECn_36	2984	20
375.120	2.000	Spanish-Spanish-Abstract-Novel	crecimiento	SSAn_36	3984	11
379.120	2.000	Spanish-Spanish-Concrete-Repeat	nariz	SSCr_36	6984	37
386.120	2.000	Spanish-Spanish-Abstract-Repeat	crecimiento	SSAr_36	5984	11
392.120	2.000	English-English-Concrete-Repeat	cave	EECr_36	1984	20
394.120	2.000	English-Spanish-Abstract-Repeat	querido	ESAr_36	1984	65
396.120	2.000	English-English-Abstract-Repeat	charm	EEAr_36	3984	60
