name	x	y	z
g1	3.11	77.854	-22.548
g2	4.311	82.552	0.046
g3	0.294	89.94	28.339
g4	2.124	86.953	55.432
g5	32.44	75.342	-23.894
g6	26.122	80.302	0.114
g7	25.956	82.75	27.308
g8	32.132	80.761	53.986
g9	51.412	74.283	1.011
g10	63.598	60.403	25.31
g11	63.438	71.745	52.819
g12	90.617	40.111	29.716
g13	92.832	50.174	58.282
g14	102.622	8.908	27.926
g15	107.458	25.339	60.145
g16	72.213	34.831	-26.397
g17	111.696	-7.738	58.067
g18	99.29	-19.892	22.183
g19	102.472	-34.602	58.118
g20	80.249	-46.021	25.043
g21	78.969	-57.987	52.579
g22	57.344	-56.271	17.575
g23	65.987	-61.653	-0.772
g24	51.341	-73.066	50.465
g25	45.385	-73.282	23.635
g26	45.961	-70.882	-2.816
g27	55.991	-60.92	-27.745
g28	23.087	-80.991	50.956
g29	18.531	-83.221	24.249
g30	21.658	-77.897	-0.756
g31	22.086	-72.071	-25.08
g32	75.527	-23.084	-30.991
y1	-5.709	85.619	82.663
y2	13.699	73.814	106.442
y3	-0.951	53.178	130.404
y4	-15.738	21.46	146.511
y5	23.984	82.064	78.206
y6	40.914	64.677	104.864
y7	26.786	49.527	126.661
y8	13.025	26.549	142.204
y9	49.034	72.068	79.999
y10	74.541	57.213	83.827
y11	58.593	50.731	111.02
y12	45.374	29.881	130.07
y13	92.123	35.296	86.718
y14	78.12	21.934	112.39
y15	101.441	6.949	88.622
y16	55.982	3.244	130.2
y17	82.08	-13.121	112.817
y18	96.698	-26.448	85.026
y19	30.591	1.478	140.852
y20	49.496	-24.991	127.238
y21	69.695	-42.485	104.991
y22	82.485	-49.951	79.999
y23	61.031	-66.679	75.572
y24	18.48	-24.994	139.968
y25	33.316	-45.742	123.734
y26	48.754	-59.398	102.949
y27	35.61	-76.66	74.675
y28	-29.073	-3.284	146
y29	-10.816	-28.476	143.238
y30	6.979	-54.797	126.586
y31	24.459	-71.496	101.652
y32	10.558	-82.993	75.369
r1	-42.179	79.157	39.312
r2	-24.811	82.964	59.174
r3	-49.074	76.378	64.414
r4	-74.798	62.639	70.682
r5	-92.448	44.323	73.091
r6	-33.581	79.131	86.543
r7	-59.06	67.639	92.615
r8	-78.633	48.555	97.02
r9	-92.309	18.754	98.077
r10	-17.404	71.721	111.82
r11	-44.511	59.711	115.297
r12	-66.706	42.593	117.151
r13	-75.92	8.308	119.6
r14	-28.031	47.332	132.838
r15	-48.052	22.304	138.359
r16	-52.827	-3.479	137.193
r17	-42.033	-33.02	136.034
r18	-18.218	-51.05	131.817
r19	-73.609	-19.965	119.853
r20	-55.17	-51.206	116.955
r21	-32.742	-66.873	111.722
r22	-3.408	-74.913	106.792
r23	-92.11	-8.27	99.319
r24	-85.95	-35.818	97.335
r25	-67.605	-59.094	94.054
r26	-43.887	-73.464	89.479
r27	-16.92	-83.045	80.849
r28	-78.797	-57.384	70.987
r29	-58.35	-71.468	65.671
r30	-7.366	-85.011	54.004
r31	-9.143	-85.568	53.174
r32	-19.596	-85.501	29.894
w1	-46.028	67.832	-18.277
w2	-67.601	56.264	-7.994
w3	-83.815	43.876	0.652
w4	-96.044	19.341	0.052
w5	-49.863	76.515	13.004
w6	-64.776	66.778	16.86
w7	-80.553	54.609	19.269
w8	-96.924	33.686	22.553
w9	-103.619	12.954	22.228
w10	-60.385	71.719	40.806
w11	-80.107	59.095	43.433
w12	-95.023	43.554	47.178
w13	-108.878	14.412	46.617
w14	-104.88	13.372	73.406
w15	-104.814	-12.37	73.821
w16	-96.345	-38.592	72.665
w17	-107.347	-8.838	45.262
w18	-98.949	-34.79	44.406
w19	-82.765	-56.169	44.143
w20	-62.371	-69.532	40.724
w21	-41.675	-78.938	36.912
w22	-102.394	-8.779	19.437
w23	-95.919	-28.777	19.474
w24	-86.512	-45.853	18.395
w25	-68.662	-63.224	18.732
w26	-48.731	-74.034	13.36
w27	-33.832	-81.81	8.209
w28	-97.918	-9.711	0.148
w29	-89.655	-35.686	-0.753
w30	-70.456	-55.948	-3.541
w31	-49.937	-63.45	-13.074
w32	-30.797	-72.966	-19.734
n1	-30.262	67.001	-66.87
n2	-50.897	62.521	-47.516
n3	-81.517	45.801	-32.709
n4	-93.017	11.881	-28.062
n5	-91.689	-16.211	-33.899
n6	-66.424	-39.314	-47.657
n7	-36.245	-48.619	-63.734
n8	-10.312	-41.595	-85.214
n9	-45.382	68.681	-71.238
n10	-75.542	53.002	-47.633
n11	-91.673	31.725	-44.627
n12	-100.274	0.039	-49.584
n13	-85.968	-33.304	-57.104
n14	-61.716	-45.93	-67.115
n15	-30.044	-49.384	-90.99
n16	-63.711	69.797	-72.977
n17	-90.614	47.078	-61.309
n18	-106.794	16.962	-60.711
n19	-102.604	-14.313	-62.496
n20	-79.623	-41.037	-74.029
n21	-48.207	-50.864	-92.64
n22	-62.466	79.414	-88.385
n23	-92.115	63.339	-71.027
n24	-110.652	35.089	-68.532
n25	-112.997	1.216	-72.878
n26	-102.563	-34.623	-82.964
n27	-78.404	-52.949	-91.125
n28	-44.595	-53.68	-114.426
n32	2.62	0.968	148.657
