name	x	y	z	size	type	manufacturer
1	60	-10.5090382610023	-34.2384521770136	4	surface	AdTech
2	60.2994493547991	-20.7399328718361	-28.8653587273042	4	surface	AdTech
3	64	-26.8327768780367	-22.8747277279527	4	surface	AdTech
4	64.9020455900402	-34.994646186554	-17.1928655034223	4	surface	AdTech
5	64.8252959300897	-43.1979245590927	-11.9696347226636	4	surface	AdTech
6	61.4687984733886	-51.3183848035884	-5.82914105436139	4	surface	AdTech
7	58.4079349749693	-58.9733500525319	-0.184744497068635	4	surface	AdTech
8	54.8060318246804	-65.5730981183063	5.84335216952052	4	surface	AdTech
9	60	-4.81886170494189	-27.7336371928138	4	surface	AdTech
10	61.5634893499246	-13.4876350730329	-22.0143093010457	4	surface	AdTech
11	66.3754898683651	-20.1702012668504	-16.9034755220001	4	surface	AdTech
12	66.5	-29.2630605664721	-10.2294190754507	4	surface	AdTech
13	66.9978282805783	-36.4111217558418	-4.62248818539562	4	surface	AdTech
14	65.3512730225652	-44.0246779407637	1.48053981566892	4	surface	AdTech
15	61.0918062388453	-52.6934513088547	7.19986770743706	4	surface	AdTech
16	57.91030408228	-59.8415124982244	12.8067985974921	4	surface	AdTech
17	59.5346716410322	1.07836017122608	-18.9356649897551	4	surface	AdTech
18	64.3310316378252	-6.57660507771739	-13.2912684324623	4	surface	AdTech
19	67.1585237875619	-14.2729793906824	-8.10550331894135	4	surface	AdTech
20	67.6120858102101	-22.5176668272426	-3.34090398195447	4	surface	AdTech
21	66.792116312274	-30.1312230121646	2.76212401911007	4	surface	AdTech
22	65.3837834450653	-38.7999963802556	8.48145191087822	4	surface	AdTech
23	63.6081779759778	-46.4549616291991	14.125848468171	4	surface	AdTech
24	60.0650300115299	-54.068517814121	20.2288764692355	4	surface	AdTech
25	60	7.39966797892479	-11.0924213414776	4	surface	AdTech
26	61.7688929953412	-0.762201329592443	-5.41055911694714	4	surface	AdTech
27	62.6487184108005	-8.3757575145144	0.692468884117399	4	surface	AdTech
28	65.9771144463806	-16.1963590195439	4.50233966632302	4	surface	AdTech
29	65.217279330209	-24.3582283280612	10.1842018908535	4	surface	AdTech
30	65.8203141387712	-32.0131935770046	15.8285984481462	4	surface	AdTech
31	63.3845097175659	-40.1750628855219	21.5104606726767	4	surface	AdTech
32	56.6620480183429	13.0898445349852	-4.58760635727777	4	surface	AdTech
33	59.5100331444326	5.85896521757242	0.102061645233721	4	surface	AdTech
34	64.1692425189431	-1.83740909539256	5.28782675875469	4	surface	AdTech
35	65.9340540613432	-9.95786933988828	11.4283204270569	4	surface	AdTech
36	65.7308538716492	-18.1197386484055	17.1101826515874	4	surface	AdTech
37	65.308318449775	-25.774703897349	22.7545792088801	4	surface	AdTech
38	63.7324245207958	-33.4296691462925	28.3989757661729	4	surface	AdTech
39	59.5331439351862	-41.0018162671929	34.9606352110092	4	surface	AdTech
40	58.6996392511551	18.3559351595148	2.87193718170332	4	surface	AdTech
41	60.7185277844653	12.1388639612496	7.48667384973942	4	surface	AdTech
42	62.874008182666	3.97699465273238	13.1685360742699	4	surface	AdTech
43	63.2589826004253	-3.17106653663733	18.7754669643249	4	surface	AdTech
44	64.1097677563879	-11.8398399047283	24.4947948560931	4	surface	AdTech
45	62.178354939107	-19.4533960896503	30.5978228571576	4	surface	AdTech
46	62.2314262338935	-27.6152653981675	36.2796850816881	4	surface	AdTech
47	58.1243993903109	-35.270230647111	41.9240816389808	4	surface	AdTech
48	57.5399425527039	25.6496420223395	10.1816180517336	4	surface	AdTech
49	60.0184616872273	17.911858645353	14.9087517214828	4	surface	AdTech
50	59.8224357563569	3.10883220703985	26.1600791688306	4	surface	AdTech
51	57.3343916151645	-5.0944461654989	31.3833099495893	4	surface	AdTech
52	59.6466294130974	-12.7080023504209	37.4863379506538	4	surface	AdTech
53	57.5658363990719	-20.9112807229596	42.7095687314125	4	surface	AdTech
54	54.3824452217984	-28.5248369078816	48.812596732477	4	surface	AdTech
55	52.9467801780276	31.8467226379737	16.6489673686958	4	surface	AdTech
56	54.0728689682463	25.1227473801347	21.3011697039695	4	surface	AdTech
57	54.2811131055916	17.5091911952128	27.4041977050341	4	surface	AdTech
58	55.5748886787466	9.38873095071704	33.5446913733363	4	surface	AdTech
59	55.3079179568141	1.69235663775205	38.7304564868573	4	surface	AdTech
60	53.065776877278	-6.46951267076518	44.4123187113877	4	surface	AdTech
61	50.9391107782051	-13.6175738601349	50.0192496014428	4	surface	AdTech
62	48.0755330160288	-21.9036703607167	54.3252174946579	4	surface	AdTech
