filename	acq_time
acq-emptyroom_run-01_meg.fif	2009-04-09
acq-emptyroom_run-02_meg.fif	2009-05-06
acq-emptyroom_run-03_meg.fif	2009-05-11
acq-emptyroom_run-04_meg.fif    2009-05-15
acq-emptyroom_run-05_meg.fif    2009-05-18
acq-emptyroom_run-06_meg.fif    2009-06-01
acq-emptyroom_run-07_meg.fif    2009-11-26
acq-emptyroom_run-08_meg.fif    2009-12-08
