onset	duration	trial_number	event_type	executed_movement	correct_movement	shown_stimulus	reported_gs	correct_gs	included_trial	reason_for_exclusion
9.97999999999956	25.02	1	stimulus	n/a	n/a	white X	n/a	n/a	0	test trial
35	11.0608456999998	1	stimulus	n/a	n/a	QQCQOCGO	3	1	0	test trial
36.7220027999992	0	1	finger press	4	4	n/a	n/a	n/a	0	test trial
37.7061654999998	0	1	finger press	3	3	n/a	n/a	n/a	0	test trial
38.4021361999994	0	1	finger press	4	4	n/a	n/a	n/a	0	test trial
39.1699919999992	0	1	finger press	1	1	n/a	n/a	n/a	0	test trial
39.8657967999998	0	1	finger press	4	4	n/a	n/a	n/a	0	test trial
40.5461071999998	0	1	finger press	1	1	n/a	n/a	n/a	0	test trial
41.9380711999993	0	1	finger press	2	2	n/a	n/a	n/a	0	test trial
42.5783595999992	0	1	finger press	4	4	n/a	n/a	n/a	0	test trial
43.1539863999997	0	1	finger press	3	3	n/a	n/a	n/a	0	test trial
43.7699034999996	0	1	finger press	2	2	n/a	n/a	n/a	0	test trial
44.4419986999992	0	1	finger press	1	1	n/a	n/a	n/a	0	test trial
45.1380817999998	0	1	finger press	2	2	n/a	n/a	n/a	0	test trial
46.1199999999999	5	1	stimulus	n/a	n/a	white X	n/a	n/a	0	test trial
79.6999999999998	24.02	2	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
103.659828399999	8.69638329999998	2	stimulus	n/a	n/a	QQQOCQQO	0	0	1	n/a
104.4340195	0	2	finger press	4	4	n/a	n/a	n/a	1	n/a
105.217964799999	0	2	finger press	3	3	n/a	n/a	n/a	1	n/a
105.9618879	0	2	finger press	4	4	n/a	n/a	n/a	1	n/a
106.5779414	0	2	finger press	1	1	n/a	n/a	n/a	1	n/a
107.257973399999	0	2	finger press	4	4	n/a	n/a	n/a	1	n/a
108.1137687	0	2	finger press	1	1	n/a	n/a	n/a	1	n/a
108.7459248	0	2	finger press	2	2	n/a	n/a	n/a	1	n/a
109.369704	0	2	finger press	4	4	n/a	n/a	n/a	1	n/a
110.0099209	0	2	finger press	3	3	n/a	n/a	n/a	1	n/a
110.6263935	0	2	finger press	2	2	n/a	n/a	n/a	1	n/a
111.242018399999	0	2	finger press	1	1	n/a	n/a	n/a	1	n/a
111.8580401	0	2	finger press	2	2	n/a	n/a	n/a	1	n/a
112.42	5	2	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
131.4	24.02	3	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
155.3606129	9.97329009999976	3	stimulus	n/a	n/a	CQOGQCGG	2	3	1	n/a
156.073736099999	0	3	finger press	4	4	n/a	n/a	n/a	1	n/a
156.8664903	0	3	finger press	3	3	n/a	n/a	n/a	1	n/a
157.425904299999	0	3	finger press	4	4	n/a	n/a	n/a	1	n/a
157.937917499999	0	3	finger press	1	1	n/a	n/a	n/a	1	n/a
158.5218668	0	3	finger press	4	4	n/a	n/a	n/a	1	n/a
158.977855599999	0	3	finger press	1	1	n/a	n/a	n/a	1	n/a
159.4578594	0	3	finger press	2	2	n/a	n/a	n/a	1	n/a
160.050431799999	0	3	finger press	4	4	n/a	n/a	n/a	1	n/a
160.5057913	0	3	finger press	3	3	n/a	n/a	n/a	1	n/a
161.0736884	0	3	finger press	2	2	n/a	n/a	n/a	1	n/a
161.6179895	0	3	finger press	1	1	n/a	n/a	n/a	1	n/a
162.137774999999	0	3	finger press	2	2	n/a	n/a	n/a	1	n/a
165.4	5	3	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
180.94	22	4	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
202.8859081	10.3889008999995	4	stimulus	n/a	n/a	OOCCGQGO	2	2	1	n/a
203.785891699999	0	4	finger press	4	4	n/a	n/a	n/a	1	n/a
204.401806	0	4	finger press	3	3	n/a	n/a	n/a	1	n/a
205.0099685	0	4	finger press	4	4	n/a	n/a	n/a	1	n/a
205.5458721	0	4	finger press	1	1	n/a	n/a	n/a	1	n/a
206.0498238	0	4	finger press	4	4	n/a	n/a	n/a	1	n/a
206.593739499999	0	4	finger press	1	1	n/a	n/a	n/a	1	n/a
207.0256958	0	4	finger press	2	2	n/a	n/a	n/a	1	n/a
207.601701199999	0	4	finger press	4	4	n/a	n/a	n/a	1	n/a
208.569757099999	0	4	finger press	3	3	n/a	n/a	n/a	1	n/a
209.169905	0	4	finger press	2	2	n/a	n/a	n/a	1	n/a
209.705897299999	0	4	finger press	1	1	n/a	n/a	n/a	1	n/a
210.281725899999	0	4	finger press	2	2	n/a	n/a	n/a	1	n/a
213.34	5	4	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
265.24	21.02	5	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
286.199707399999	10.2211721000003	5	stimulus	n/a	n/a	CGQGQCQG	3	3	1	n/a
286.9457398	0	5	finger press	4	4	n/a	n/a	n/a	1	n/a
287.4895994	0	5	finger press	3	3	n/a	n/a	n/a	1	n/a
288.1056786	0	5	finger press	4	4	n/a	n/a	n/a	1	n/a
288.7297364	0	5	finger press	1	1	n/a	n/a	n/a	1	n/a
289.2657635	0	5	finger press	4	4	n/a	n/a	n/a	1	n/a
289.817649699999	0	5	finger press	1	1	n/a	n/a	n/a	1	n/a
290.3937222	0	5	finger press	2	2	n/a	n/a	n/a	1	n/a
290.9938198	0	5	finger press	4	4	n/a	n/a	n/a	1	n/a
291.521739999999	0	5	finger press	3	3	n/a	n/a	n/a	1	n/a
292.1219702	0	5	finger press	2	2	n/a	n/a	n/a	1	n/a
292.6737616	0	5	finger press	1	1	n/a	n/a	n/a	1	n/a
293.2896394	0	5	finger press	2	2	n/a	n/a	n/a	1	n/a
296.48	5	5	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
333.86	24	6	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
357.8076094	9.04613359999985	6	stimulus	n/a	n/a	GQQGOCCO	2	2	1	n/a
358.5456245	0	6	finger press	4	4	n/a	n/a	n/a	1	n/a
359.6097549	0	6	finger press	3	3	n/a	n/a	n/a	1	n/a
360.281613499999	0	6	finger press	4	4	n/a	n/a	n/a	1	n/a
360.9056229	0	6	finger press	1	1	n/a	n/a	n/a	1	n/a
361.609662999999	0	6	finger press	4	4	n/a	n/a	n/a	1	n/a
362.241641299999	0	6	finger press	1	1	n/a	n/a	n/a	1	n/a
362.8736738	0	6	finger press	2	2	n/a	n/a	n/a	1	n/a
363.545525799999	0	6	finger press	4	4	n/a	n/a	n/a	1	n/a
364.185530299999	0	6	finger press	3	3	n/a	n/a	n/a	1	n/a
364.817652899999	0	6	finger press	2	2	n/a	n/a	n/a	1	n/a
365.537668	0	6	finger press	1	1	n/a	n/a	n/a	1	n/a
366.4337581	0	6	finger press	2	2	n/a	n/a	n/a	1	n/a
366.92	5	6	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
389.3	23	7	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
412.2474334	9.46728649999932	7	stimulus	n/a	n/a	GOCOGOOO	2	2	1	n/a
412.649533399999	0	7	finger press	4	4	n/a	n/a	n/a	1	n/a
413.409660099999	0	7	finger press	3	3	n/a	n/a	n/a	1	n/a
414.097502299999	0	7	finger press	4	4	n/a	n/a	n/a	1	n/a
414.6976871	0	7	finger press	1	1	n/a	n/a	n/a	1	n/a
415.3294824	0	7	finger press	4	4	n/a	n/a	n/a	1	n/a
416.0016896	0	7	finger press	1	1	n/a	n/a	n/a	1	n/a
416.6895957	0	7	finger press	2	2	n/a	n/a	n/a	1	n/a
417.3935819	0	7	finger press	4	4	n/a	n/a	n/a	1	n/a
418.0574687	0	7	finger press	3	3	n/a	n/a	n/a	1	n/a
418.697590299999	0	7	finger press	2	2	n/a	n/a	n/a	1	n/a
419.3055909	0	7	finger press	1	1	n/a	n/a	n/a	1	n/a
419.993430099999	0	7	finger press	2	2	n/a	n/a	n/a	1	n/a
421.78	5	7	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
447.4	22	8	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
469.3399757	8.77380279999943	8	stimulus	n/a	n/a	GCQCQQQC	1	1	1	n/a
470.105736099999	0	8	finger press	4	4	n/a	n/a	n/a	1	n/a
470.833443799999	0	8	finger press	3	3	n/a	n/a	n/a	1	n/a
471.4415449	0	8	finger press	4	4	n/a	n/a	n/a	1	n/a
472.065510099999	0	8	finger press	1	1	n/a	n/a	n/a	1	n/a
472.7055335	0	8	finger press	4	4	n/a	n/a	n/a	1	n/a
473.3133547	0	8	finger press	1	1	n/a	n/a	n/a	1	n/a
473.921393099999	0	8	finger press	2	2	n/a	n/a	n/a	1	n/a
474.538082499999	0	8	finger press	4	4	n/a	n/a	n/a	1	n/a
475.1856024	0	8	finger press	3	3	n/a	n/a	n/a	1	n/a
475.833365099999	0	8	finger press	2	2	n/a	n/a	n/a	1	n/a
476.4019878	0	8	finger press	1	1	n/a	n/a	n/a	1	n/a
477.025684599999	0	8	finger press	2	2	n/a	n/a	n/a	1	n/a
478.18	5	8	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
489.44	23	9	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
512.389112899999	7.87986720000026	9	stimulus	n/a	n/a	QOOCQOGO	1	1	1	n/a
513.1855645	0	9	finger press	4	4	n/a	n/a	n/a	1	n/a
513.7695962	0	9	finger press	3	3	n/a	n/a	n/a	1	n/a
514.521330699999	0	9	finger press	4	4	n/a	n/a	n/a	1	n/a
515.1533878	0	9	finger press	1	1	n/a	n/a	n/a	1	n/a
515.793896599999	0	9	finger press	4	4	n/a	n/a	n/a	1	n/a
516.465082899999	0	9	finger press	1	1	n/a	n/a	n/a	1	n/a
517.121320599999	0	9	finger press	2	2	n/a	n/a	n/a	1	n/a
