onset	duration	trial_number	event_type	executed_movement	correct_movement	shown_stimulus	reported_gs	correct_gs	included_trial	reason_for_exclusion
13	22	1	stimulus	n/a	n/a	white X	n/a	n/a	0	test trial
35	10.6700949999995	1	stimulus	n/a	n/a	OQCQQGGG	3	3	0	test trial
45.6800000000003	5	1	stimulus	n/a	n/a	white X	n/a	n/a	0	test trial
78.1400000000003	23.02	2	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
101.1644501	8.30454639999971	2	stimulus	n/a	n/a	GQQOOOCG	2	2	1	n/a
109.48	5	2	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
139.34	23.02	3	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
162.3481697	8.78932619999978	3	stimulus	n/a	n/a	QGCQQGCG	3	3	1	n/a
171.14	5	3	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
183.02	23.02	4	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
206.026959299999	9.69588970000041	4	stimulus	n/a	n/a	GOCGQCQO	2	2	1	n/a
215.72	5	4	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
226.44	24	5	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
250.4541239	8.66128200000003	5	stimulus	n/a	n/a	OOGGQCQQ	2	2	1	n/a
259.12	5	5	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
285.86	21.02	6	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
306.8811804	11.1874215999997	6	stimulus	n/a	n/a	GQOQQGOC	2	2	1	n/a
318.06	5	6	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
330.62	24.02	7	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
354.6366884	8.10271169999942	7	stimulus	n/a	n/a	OCCQCGCQ	1	1	1	n/a
362.74	5	7	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
372.2	25.02	8	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
397.2218486	8.98386329999994	8	stimulus	n/a	n/a	QQOCOOQO	0	0	1	n/a
406.2	5	8	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
415.14	23.02	9	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
438.1599574	8.33496259999993	9	stimulus	n/a	n/a	QCGOGOOG	3	3	1	n/a
446.5	5	9	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
455.08	23.02	10	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
478.100399399999	10.3954299000006	10	stimulus	n/a	n/a	QQCOGGOQ	2	2	1	n/a
488.5	5	10	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
497.16	22	11	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
519.1753031	9.75218949999999	11	stimulus	n/a	n/a	CQCCOQOC	0	0	1	n/a
528.92	5	11	stimulus	n/a	n/a	white X	n/a	n/a	1	n/a
n/a	0	1	foot step	4	4	n/a	n/a	n/a	0	test trial
n/a	0	1	foot step	3	3	n/a	n/a	n/a	0	test trial
n/a	0	1	foot step	4	4	n/a	n/a	n/a	0	test trial
n/a	0	1	foot step	1	1	n/a	n/a	n/a	0	test trial
n/a	0	1	foot step	4	4	n/a	n/a	n/a	0	test trial
n/a	0	1	foot step	1	1	n/a	n/a	n/a	0	test trial
n/a	0	1	foot step	2	2	n/a	n/a	n/a	0	test trial
n/a	0	1	foot step	4	4	n/a	n/a	n/a	0	test trial
n/a	0	1	foot step	3	3	n/a	n/a	n/a	0	test trial
n/a	0	1	foot step	2	2	n/a	n/a	n/a	0	test trial
n/a	0	1	foot step	1	1	n/a	n/a	n/a	0	test trial
n/a	0	1	foot step	2	2	n/a	n/a	n/a	0	test trial
n/a	0	2	foot step	4	4	n/a	n/a	n/a	1	n/a
n/a	0	2	foot step	3	3	n/a	n/a	n/a	1	n/a
n/a	0	2	foot step	4	4	n/a	n/a	n/a	1	n/a
n/a	0	2	foot step	1	1	n/a	n/a	n/a	1	n/a
n/a	0	2	foot step	4	4	n/a	n/a	n/a	1	n/a
n/a	0	2	foot step	1	1	n/a	n/a	n/a	1	n/a
n/a	0	2	foot step	2	2	n/a	n/a	n/a	1	n/a
n/a	0	2	foot step	4	4	n/a	n/a	n/a	1	n/a
n/a	0	2	foot step	3	3	n/a	n/a	n/a	1	n/a
n/a	0	2	foot step	2	2	n/a	n/a	n/a	1	n/a
n/a	0	2	foot step	1	1	n/a	n/a	n/a	1	n/a
n/a	0	2	foot step	2	2	n/a	n/a	n/a	1	n/a
n/a	0	3	foot step	4	4	n/a	n/a	n/a	1	n/a
n/a	0	3	foot step	3	3	n/a	n/a	n/a	1	n/a
n/a	0	3	foot step	4	4	n/a	n/a	n/a	1	n/a
n/a	0	3	foot step	1	1	n/a	n/a	n/a	1	n/a
