onset	duration	trial_type	cash_demean	control_pumps_demean	explode_demean	pumps_demean
0.064	1.4169999999999998	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
0.064	0.772	control_pumps_demean	n/a	-1.0	n/a	n/a
3.891	0.772	control_pumps_demean	n/a	0.0	n/a	n/a
3.891	1.062	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
6.827999999999999	0.429	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
6.827999999999999	0.772	control_pumps_demean	n/a	1.0	n/a	n/a
15.739	0.772	pumps_demean	n/a	n/a	n/a	-0.5
15.739	0.99	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
18.372	0.772	pumps_demean	n/a	n/a	n/a	0.5
18.372	0.516	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
20.89	0.772	explode_demean	n/a	n/a	-1.545	n/a
28.745	0.772	pumps_demean	n/a	n/a	n/a	-1.5
28.745	0.6629999999999999	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
30.624000000000002	0.772	pumps_demean	n/a	n/a	n/a	-0.5
30.624000000000002	1.072	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
33.974000000000004	0.772	pumps_demean	n/a	n/a	n/a	0.5
33.974000000000004	1.2429999999999999	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
36.939	1.5730000000000002	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
36.939	0.772	pumps_demean	n/a	n/a	n/a	1.5
40.118	0.772	cash_demean	-0.273	n/a	n/a	n/a
40.118	0.922	cash_fixed_real_RT	n/a	n/a	n/a	n/a
47.38399999999999	0.8170000000000001	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
47.38399999999999	0.772	pumps_demean	n/a	n/a	n/a	-2.5
49.812	0.8290000000000001	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
49.812	0.772	pumps_demean	n/a	n/a	n/a	-1.5
52.515	0.772	pumps_demean	n/a	n/a	n/a	-0.5
52.515	0.8540000000000001	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
56.168	0.772	pumps_demean	n/a	n/a	n/a	0.5
56.168	0.72	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
59.104	1.234	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
59.104	0.772	pumps_demean	n/a	n/a	n/a	1.5
62.483999999999995	1.7080000000000002	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
62.483999999999995	0.772	pumps_demean	n/a	n/a	n/a	2.5
66.07600000000001	0.772	explode_demean	n/a	n/a	2.455	n/a
70.604	0.7559999999999999	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
70.604	0.772	control_pumps_demean	n/a	-0.5	n/a	n/a
73.48100000000001	0.401	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
73.48100000000001	0.772	control_pumps_demean	n/a	0.5	n/a	n/a
81.76899999999999	0.44	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
81.76899999999999	0.772	pumps_demean	n/a	n/a	n/a	-2.0
83.53200000000001	0.772	pumps_demean	n/a	n/a	n/a	-1.0
83.53200000000001	0.573	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
86.929	0.5920000000000001	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
86.929	0.772	pumps_demean	n/a	n/a	n/a	0.0
89.34200000000001	0.7709999999999999	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
89.34200000000001	0.772	pumps_demean	n/a	n/a	n/a	1.0
93.02	0.772	pumps_demean	n/a	n/a	n/a	2.0
93.02	0.645	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
95.45299999999999	0.772	explode_demean	n/a	n/a	1.455	n/a
99.694	0.772	pumps_demean	n/a	n/a	n/a	-0.5
99.694	0.42700000000000005	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
102.988	0.772	pumps_demean	n/a	n/a	n/a	0.5
102.988	0.6609999999999999	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
105.86200000000001	0.772	explode_demean	n/a	n/a	-1.545	n/a
115.59	0.555	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
115.59	0.772	control_pumps_demean	n/a	-5.0	n/a	n/a
117.476	0.772	control_pumps_demean	n/a	-4.0	n/a	n/a
117.476	0.365	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
120.198	0.371	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
120.198	0.772	control_pumps_demean	n/a	-3.0	n/a	n/a
122.805	0.772	control_pumps_demean	n/a	-2.0	n/a	n/a
122.805	0.35600000000000004	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
124.78299999999999	0.8109999999999999	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
124.78299999999999	0.772	control_pumps_demean	n/a	-1.0	n/a	n/a
126.787	0.772	control_pumps_demean	n/a	0.0	n/a	n/a
126.787	0.391	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
128.906	0.391	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
128.906	0.772	control_pumps_demean	n/a	1.0	n/a	n/a
131.82299999999998	0.354	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
131.82299999999998	0.772	control_pumps_demean	n/a	2.0	n/a	n/a
135.172	0.772	control_pumps_demean	n/a	3.0	n/a	n/a
135.172	0.469	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
137.968	0.772	control_pumps_demean	n/a	4.0	n/a	n/a
137.968	0.354	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
140.614	0.772	control_pumps_demean	n/a	5.0	n/a	n/a
140.614	0.531	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
148.549	0.5489999999999999	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
148.549	0.772	pumps_demean	n/a	n/a	n/a	-1.0
152.055	0.772	pumps_demean	n/a	n/a	n/a	0.0
152.055	0.426	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
154.053	0.556	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
154.053	0.772	pumps_demean	n/a	n/a	n/a	1.0
156.32299999999998	0.772	cash_demean	-1.273	n/a	n/a	n/a
156.32299999999998	0.462	cash_fixed_real_RT	n/a	n/a	n/a	n/a
165.87	0.772	control_pumps_demean	n/a	-2.0	n/a	n/a
165.87	0.364	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
167.71900000000002	0.282	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
167.71900000000002	0.772	control_pumps_demean	n/a	-1.0	n/a	n/a
170.578	0.575	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
170.578	0.772	control_pumps_demean	n/a	0.0	n/a	n/a
172.843	0.772	control_pumps_demean	n/a	1.0	n/a	n/a
172.843	0.495	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
176.00599999999997	0.3	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
176.00599999999997	0.772	control_pumps_demean	n/a	2.0	n/a	n/a
190.72799999999998	0.466	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
190.72799999999998	0.772	pumps_demean	n/a	n/a	n/a	-1.5
193.02900000000002	0.423	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
193.02900000000002	0.772	pumps_demean	n/a	n/a	n/a	-0.5
194.852	0.772	pumps_demean	n/a	n/a	n/a	0.5
194.852	0.413	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
196.40400000000002	0.772	pumps_demean	n/a	n/a	n/a	1.5
196.40400000000002	0.42200000000000004	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
198.671	0.674	cash_fixed_real_RT	n/a	n/a	n/a	n/a
198.671	0.772	cash_demean	-0.273	n/a	n/a	n/a
205.425	0.772	control_pumps_demean	n/a	-2.0	n/a	n/a
205.425	1.0170000000000001	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
208.138	0.799	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
208.138	0.772	control_pumps_demean	n/a	-1.0	n/a	n/a
210.96599999999998	0.779	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
210.96599999999998	0.772	control_pumps_demean	n/a	0.0	n/a	n/a
213.601	0.772	control_pumps_demean	n/a	1.0	n/a	n/a
213.601	0.457	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
216.483	0.772	control_pumps_demean	n/a	2.0	n/a	n/a
216.483	0.36700000000000005	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
225.243	0.772	pumps_demean	n/a	n/a	n/a	-1.5
225.243	0.591	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
227.423	0.44299999999999995	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
227.423	0.772	pumps_demean	n/a	n/a	n/a	-0.5
230.521	0.772	pumps_demean	n/a	n/a	n/a	0.5
230.521	0.506	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
233.868	0.46299999999999997	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
233.868	0.772	pumps_demean	n/a	n/a	n/a	1.5
237.03099999999998	0.772	cash_demean	-0.273	n/a	n/a	n/a
237.03099999999998	1.123	cash_fixed_real_RT	n/a	n/a	n/a	n/a
244.05599999999998	0.772	control_pumps_demean	n/a	-3.0	n/a	n/a
244.05599999999998	0.514	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
247.326	0.772	control_pumps_demean	n/a	-2.0	n/a	n/a
247.326	0.461	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
248.967	0.772	control_pumps_demean	n/a	-1.0	n/a	n/a
248.967	0.507	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
251.328	0.772	control_pumps_demean	n/a	0.0	n/a	n/a
251.328	0.36200000000000004	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
253.208	0.772	control_pumps_demean	n/a	1.0	n/a	n/a
253.208	0.306	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
256.512	0.426	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
256.512	0.772	control_pumps_demean	n/a	2.0	n/a	n/a
259.043	0.772	control_pumps_demean	n/a	3.0	n/a	n/a
259.043	0.36	control_pumps_fixed_real_RT	n/a	n/a	n/a	n/a
267.219	0.772	pumps_demean	n/a	n/a	n/a	-2.0
267.219	0.615	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
269.38599999999997	0.772	pumps_demean	n/a	n/a	n/a	-1.0
269.38599999999997	0.48	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
271.57	0.377	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
271.57	0.772	pumps_demean	n/a	n/a	n/a	0.0
273.621	0.772	pumps_demean	n/a	n/a	n/a	1.0
273.621	0.414	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
276.64799999999997	0.772	pumps_demean	n/a	n/a	n/a	2.0
276.64799999999997	0.746	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
279.89599999999996	0.772	cash_demean	0.727	n/a	n/a	n/a
279.89599999999996	0.723	cash_fixed_real_RT	n/a	n/a	n/a	n/a
284.357	0.772	pumps_demean	n/a	n/a	n/a	-2.5
284.357	0.581	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
287.05	0.772	pumps_demean	n/a	n/a	n/a	-1.5
287.05	0.529	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
289.194	0.433	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
289.194	0.772	pumps_demean	n/a	n/a	n/a	-0.5
291.942	0.772	pumps_demean	n/a	n/a	n/a	0.5
291.942	0.501	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
293.52	1.1540000000000001	pumps_fixed_real_RT	n/a	n/a	n/a	n/a
293.52	0.772	pumps_demean	n/a	n/a	n/a	1.5
