onset	duration	onset_sample	stim_type	trigger	stim_file
24.794	0	25344	Famous	5	meg/f015.bmp
28.358	0	28908	Scrambled	17	meg/s114.bmp
31.813	0	32363	Unfamiliar	13	meg/u054.bmp
35.139	0	35689	Scrambled	17	meg/s143.bmp
38.612	0	39162	Famous	5	meg/f097.bmp
42.103	0	42653	Famous	6	meg/f097.bmp
45.613	0	46163	Famous	5	meg/f040.bmp
49.252	0	49802	Famous	7	meg/f015.bmp
52.781	0	53331	Famous	5	meg/f061.bmp
56.271	0	56821	Famous	6	meg/f061.bmp
59.854	0	60404	Scrambled	19	meg/s114.bmp
63.382	0	63932	Unfamiliar	13	meg/u055.bmp
66.966	0	67516	Unfamiliar	15	meg/u054.bmp
70.531	0	71081	Famous	5	meg/f100.bmp
74.004	0	74554	Famous	6	meg/f100.bmp
77.605	0	78155	Scrambled	19	meg/s143.bmp
81.17	0	81720	Scrambled	17	meg/s044.bmp
84.606	0	85156	Scrambled	17	meg/s053.bmp
88.171	0	88721	Famous	7	meg/f040.bmp
91.626	0	92176	Famous	5	meg/f143.bmp
95.21	0	95760	Scrambled	17	meg/s122.bmp
98.792	0	99342	Scrambled	18	meg/s122.bmp
102.1	0	102650	Unfamiliar	15	meg/u055.bmp
105.518	0	106068	Unfamiliar	13	meg/u050.bmp
108.826	0	109376	Unfamiliar	14	meg/u050.bmp
112.28	0	112830	Scrambled	17	meg/s084.bmp
115.79	0	116340	Scrambled	19	meg/s044.bmp
119.245	0	119795	Unfamiliar	13	meg/u074.bmp
122.699	0	123249	Unfamiliar	14	meg/u074.bmp
126.191	0	126741	Scrambled	19	meg/s053.bmp
129.608	0	130158	Famous	5	meg/f104.bmp
133.118	0	133668	Famous	7	meg/f143.bmp
136.738	0	137288	Unfamiliar	13	meg/u100.bmp
140.248	0	140798	Unfamiliar	14	meg/u100.bmp
143.611	0	144161	Scrambled	17	meg/s129.bmp
147.102	0	147652	Scrambled	18	meg/s129.bmp
150.483	0	151033	Scrambled	17	meg/s126.bmp
154.067	0	154617	Scrambled	18	meg/s126.bmp
157.576	0	158126	Scrambled	19	meg/s084.bmp
160.921	0	161471	Scrambled	17	meg/s095.bmp
164.394	0	164944	Scrambled	18	meg/s095.bmp
167.885	0	168435	Famous	5	meg/f005.bmp
171.174	0	171724	Famous	6	meg/f005.bmp
174.813	0	175363	Famous	7	meg/f104.bmp
178.286	0	178836	Unfamiliar	13	meg/u009.bmp
181.63	0	182180	Unfamiliar	14	meg/u009.bmp
185.103	0	185653	Scrambled	17	meg/s047.bmp
188.466	0	189016	Famous	5	meg/f093.bmp
192.086	0	192636	Unfamiliar	13	meg/u070.bmp
195.687	0	196237	Unfamiliar	14	meg/u070.bmp
199.124	0	199674	Unfamiliar	13	meg/u066.bmp
202.708	0	203258	Unfamiliar	13	meg/u103.bmp
206.18	0	206730	Unfamiliar	14	meg/u103.bmp
209.488	0	210038	Famous	5	meg/f074.bmp
212.961	0	213511	Scrambled	19	meg/s047.bmp
216.508	0	217058	Unfamiliar	13	meg/u042.bmp
220.09	0	220640	Unfamiliar	14	meg/u042.bmp
223.398	0	223948	Famous	7	meg/f093.bmp
227.018	0	227568	Scrambled	17	meg/s081.bmp
230.565	0	231115	Scrambled	18	meg/s081.bmp
234.038	0	234588	Famous	5	meg/f118.bmp
237.511	0	238061	Unfamiliar	15	meg/u066.bmp
241.112	0	241662	Scrambled	17	meg/s136.bmp
244.695	0	245245	Famous	5	meg/f063.bmp
248.095	0	248645	Famous	7	meg/f074.bmp
251.477	0	252027	Scrambled	17	meg/s139.bmp
255.023	0	255573	Scrambled	18	meg/s139.bmp
258.44	0	258990	Unfamiliar	13	meg/u026.bmp
261.858	0	262408	Unfamiliar	14	meg/u026.bmp
265.386	0	265936	Famous	5	meg/f010.bmp
268.749	0	269299	Famous	7	meg/f118.bmp
272.241	0	272791	Unfamiliar	13	meg/u060.bmp
275.64	0	276190	Scrambled	19	meg/s136.bmp
279.058	0	279608	Unfamiliar	13	meg/u141.bmp
282.623	0	283173	Unfamiliar	14	meg/u141.bmp
286.243	0	286793	Famous	7	meg/f063.bmp
289.753	0	290303	Scrambled	17	meg/s024.bmp
293.317	0	293867	Unfamiliar	13	meg/u002.bmp
296.901	0	297451	Unfamiliar	14	meg/u002.bmp
300.282	0	300832	Scrambled	17	meg/s037.bmp
303.681	0	304231	Famous	7	meg/f010.bmp
307.338	0	307888	Famous	5	meg/f109.bmp
311.013	0	311563	Unfamiliar	15	meg/u060.bmp
314.541	0	315091	Unfamiliar	13	meg/u130.bmp
318.07	0	318620	Unfamiliar	14	meg/u130.bmp
321.415	0	321965	Scrambled	17	meg/s119.bmp
324.997	0	325547	Scrambled	19	meg/s024.bmp
328.525	0	329075	Scrambled	17	meg/s096.bmp
331.98	0	332530	Scrambled	18	meg/s096.bmp
335.508	0	336058	Scrambled	17	meg/s072.bmp
339.146	0	339696	Scrambled	18	meg/s072.bmp
342.693	0	343243	Scrambled	19	meg/s037.bmp
345.982	0	346532	Unfamiliar	13	meg/u098.bmp
349.474	0	350024	Famous	7	meg/f109.bmp
353.075	0	353625	Unfamiliar	13	meg/u085.bmp
356.494	0	357044	Famous	5	meg/f045.bmp
360.003	0	360553	Famous	6	meg/f045.bmp
363.476	0	364026	Scrambled	19	meg/s119.bmp
366.967	0	367517	Scrambled	17	meg/s060.bmp
370.587	0	371137	Famous	5	meg/f014.bmp
374.189	0	374739	Famous	6	meg/f014.bmp
377.736	0	378286	Famous	5	meg/f131.bmp
381.411	0	381961	Famous	6	meg/f131.bmp
384.773	0	385323	Unfamiliar	15	meg/u098.bmp
388.21	0	388760	Famous	5	meg/f013.bmp
391.664	0	392214	Unfamiliar	15	meg/u085.bmp
395.082	0	395632	Unfamiliar	13	meg/u091.bmp
398.703	0	399253	Unfamiliar	14	meg/u091.bmp
402.065	0	402615	Unfamiliar	13	meg/u001.bmp
405.611	0	406161	Scrambled	19	meg/s060.bmp
409.158	0	409708	Unfamiliar	13	meg/u057.bmp
412.815	0	413365	Unfamiliar	14	meg/u057.bmp
416.178	0	416728	Famous	5	meg/f071.bmp
419.742	0	420292	Scrambled	17	meg/s093.bmp
423.178	0	423728	Scrambled	18	meg/s093.bmp
426.688	0	427238	Famous	7	meg/f013.bmp
430.18	0	430730	Scrambled	17	meg/s004.bmp
433.689	0	434239	Scrambled	17	meg/s108.bmp
437.107	0	437657	Scrambled	18	meg/s108.bmp
440.525	0	441075	Unfamiliar	15	meg/u001.bmp
443.998	0	444548	Famous	5	meg/f124.bmp
447.49	0	448040	Scrambled	17	meg/s020.bmp
451.018	0	451568	Scrambled	18	meg/s020.bmp
454.472	0	455022	Famous	7	meg/f071.bmp
458.019	0	458569	Scrambled	17	meg/s092.bmp
461.492	0	462042	Scrambled	18	meg/s092.bmp
464.855	0	465405	Unfamiliar	13	meg/u064.bmp
468.309	0	468859	Unfamiliar	14	meg/u064.bmp
471.745	0	472295	Scrambled	19	meg/s004.bmp
475.292	0	475842	Famous	5	meg/f136.bmp
478.765	0	479315	Famous	5	meg/f060.bmp
482.238	0	482788	Famous	7	meg/f124.bmp
485.582	0	486132	Famous	5	meg/f106.bmp
489.11	0	489660	Unfamiliar	13	meg/u082.bmp
492.694	0	493244	Scrambled	17	meg/s041.bmp
496.167	0	496717	Famous	5	meg/f058.bmp
499.713	0	500263	Famous	6	meg/f058.bmp
503.223	0	503773	Famous	7	meg/f136.bmp
506.806	0	507356	Unfamiliar	13	meg/u105.bmp
510.224	0	510774	Unfamiliar	14	meg/u105.bmp
513.753	0	514303	Famous	7	meg/f060.bmp
517.152	0	517702	Famous	5	meg/f075.bmp
520.588	0	521138	Famous	7	meg/f106.bmp
524.079	0	524629	Unfamiliar	13	meg/u008.bmp
527.516	0	528066	Unfamiliar	15	meg/u082.bmp
