name	type	x	y	z	template_x	template_y	template_z
Rx2	detector	36.21019215	46.66378771	117.6081416	n/a	n/a	n/a
Rx1	detector	27.24768061	66.31588177	96.89754377	n/a	n/a	n/a
Rx4	detector	20.738639	21.70832942	140.8557136	n/a	n/a	n/a
Rx3	detector	-15.67266904	52.79121549	134.0525869	n/a	n/a	n/a
Rx6	detector	-55.24506278	73.35080808	77.89668014	n/a	n/a	n/a
Rx5	detector	62.29111824	65.49664884	52.16714725	n/a	n/a	n/a
Rx8	detector	-70.35411503	50.26925056	109.7160913	n/a	n/a	n/a
Rx7	detector	31.08605834	75.39319368	73.08108387	n/a	n/a	n/a
Rx9	detector	68.18595664	-63.46887907	54.42546168	n/a	n/a	n/a
Rx11	detector	33.71510756	-74.72045356	74.23757663	n/a	n/a	n/a
Rx10	detector	-54.26411875	-73.6267724	86.46437448	n/a	n/a	n/a
Rx12	detector	-69.25822455	-52.60332386	113.2400414	n/a	n/a	n/a
Tx1a	source	45.24392975	45.03087015	113.12167	n/a	n/a	n/a
Tx4	source	44.93099362	20.08328074	132.3618516	n/a	n/a	n/a
Tx1b	source	36.44677375	64.71270507	92.9919577	n/a	n/a	n/a
Tx3	source	12.59050713	52.00286107	126.2559409	n/a	n/a	n/a
Tx1c	source	20.31266238	11.56794514	142.3741916	n/a	n/a	n/a
Tx2	source	3.156831374	71.41624365	109.5554438	n/a	n/a	n/a
Tx5	source	-11.24454551	15.48239192	149.2347005	n/a	n/a	n/a
Tx1d	source	-23.84300216	52.01277993	132.4433367	n/a	n/a	n/a
Tx6a	source	-49.01687481	74.69127599	71.20906996	n/a	n/a	n/a
Tx9	source	-81.13198118	58.04898507	81.41340456	n/a	n/a	n/a
Tx6b	source	70.75839626	60.89844737	51.64665599	n/a	n/a	n/a
Tx8	source	36.143726	77.76682982	43.62806421	n/a	n/a	n/a
Tx6c	source	-73.05565667	42.46942128	114.9065783	n/a	n/a	n/a
Tx7	source	56.874355	61.39282366	83.08472766	n/a	n/a	n/a
Tx10	source	-47.49902088	66.5406135	106.4916867	n/a	n/a	n/a
Tx6d	source	23.17119861	76.14113218	75.23422385	n/a	n/a	n/a
Tx12	source	38.3123571	-78.20994292	44.28676116	n/a	n/a	n/a
Tx13	source	60.76085034	-59.02869313	86.76795147	n/a	n/a	n/a
Tx14	source	-80.6351023	-58.04109553	85.62856366	n/a	n/a	n/a
Tx15	source	-44.08419715	-65.6850411	108.9236305	n/a	n/a	n/a
Tx11a	source	75.86851507	-59.09368727	51.58386559	n/a	n/a	n/a
Tx11b	source	-48.88044854	-76.56932346	77.7147106	n/a	n/a	n/a
Tx11c	source	25.91609938	-75.8421961	78.21142485	n/a	n/a	n/a
Tx11d	source	-72.65332605	-43.45792573	117.0144684	n/a	n/a	n/a
