onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
0	.921	.431	FAMOUS	5	7	.922	func/f126.bmp
3.24	.965	.545	FAMOUS	6	7	.492	func/f126.bmp
6.581	1.000	.505	SCRAMBLED	17	7	1.019	func/s119.bmp
9.738	.917	.400	SCRAMBLED	17	4	.898	func/s125.bmp
12.895	.839	.470	FAMOUS	5	7	.913	func/f119.bmp
15.985	.807	.479	FAMOUS	5	7	.812	func/f115.bmp
19.025	.833	.457	FAMOUS	6	7	.502	func/f115.bmp
22.166	.961	.547	SCRAMBLED	17	7	.615	func/s118.bmp
25.323	.880	.424	SCRAMBLED	18	7	.503	func/s118.bmp
27.945	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
48.407	.920	.417	UNFAMILIAR	13	7	.908	func/u124.bmp
51.598	.993	.492	UNFAMILIAR	14	7	.539	func/u124.bmp
54.821	.837	.466	SCRAMBLED	19	7	.774	func/s119.bmp
57.962	.868	.533	FAMOUS	5	7	.880	func/f122.bmp
61.052	.924	.463	FAMOUS	6	7	.749	func/f122.bmp
64.209	.946	.456	SCRAMBLED	19	4	.997	func/s125.bmp
67.349	.967	.406	FAMOUS	5	7	.896	func/f125.bmp
70.573	.949	.493	FAMOUS	6	7	.749	func/f125.bmp
73.73	.973	.445	FAMOUS	7	7	.565	func/f119.bmp
76.954	.819	.473	FAMOUS	5	7	.682	func/f118.bmp
80.027	.977	.461	SCRAMBLED	17	7	1.019	func/s129.bmp
83.318	.807	.550	SCRAMBLED	17	4	.822	func/s115.bmp
86.358	.833	.466	SCRAMBLED	18	4	.927	func/s115.bmp
89.532	.859	.582	UNFAMILIAR	13	7	.605	func/u130.bmp
92.689	.830	.518	UNFAMILIAR	13	7	.852	func/u118.bmp
95.829	.807	.538	UNFAMILIAR	14	7	.600	func/u118.bmp
98.886	.998	.469	FAMOUS	5	7	1.035	func/f123.bmp
102.243	.997	.597	FAMOUS	7	7	.858	func/f118.bmp
105.601	.918	.592	SCRAMBLED	17	7	.976	func/s114.bmp
108.707	.995	.422	SCRAMBLED	19	7	.889	func/s129.bmp
111.447	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
132.076	.931	.593	UNFAMILIAR	13	7	1.089	func/u119.bmp
135.266	.838	.498	UNFAMILIAR	14	7	.696	func/u119.bmp
138.373	.976	.489	SCRAMBLED	17	7	.909	func/s126.bmp
141.597	.938	.477	SCRAMBLED	18	7	.740	func/s126.bmp
144.804	.962	.492	UNFAMILIAR	15	7	.849	func/u130.bmp
147.944	.886	.414	FAMOUS	5	7	.836	func/f114.bmp
151.101	.860	.513	FAMOUS	5	4	1.413	func/f129.bmp
154.242	.971	.512	FAMOUS	7	7	1.367	func/f123.bmp
157.499	.843	.510	FAMOUS	5	7	.720	func/f121.bmp
160.522	.822	.410	FAMOUS	6	7	1.344	func/f121.bmp
163.562	.924	.442	SCRAMBLED	19	4	.924	func/s114.bmp
166.819	.809	.565	UNFAMILIAR	13	7	1.007	func/u126.bmp
169.793	.907	.400	UNFAMILIAR	14	7	.514	func/u126.bmp
173	.937	.518	UNFAMILIAR	13	7	.942	func/u116.bmp
176.257	.997	.552	UNFAMILIAR	14	7	.434	func/u116.bmp
179.549	.906	.525	UNFAMILIAR	13	7	.664	func/u121.bmp
182.788	.864	.558	UNFAMILIAR	14	7	.778	func/u121.bmp
186.012	.821	.597	FAMOUS	7	4	1.164	func/f114.bmp
188.584	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
209.147	.962	.526	UNFAMILIAR	13	7	.717	func/u127.bmp
212.32	.888	.444	FAMOUS	7	4	1.024	func/f129.bmp
215.494	.809	.513	SCRAMBLED	17	7	1.108	func/s120.bmp
218.484	.835	.404	FAMOUS	5	7	1.096	func/f120.bmp
221.541	.811	.453	UNFAMILIAR	13	7	.835	func/u129.bmp
224.597	.903	.480	UNFAMILIAR	13	7	.901	func/u120.bmp
227.805	.947	.549	UNFAMILIAR	14	7	.834	func/u120.bmp
231.112	.807	.525	SCRAMBLED	17	7	.763	func/s116.bmp
234.269	.995	.580	UNFAMILIAR	15	7	.879	func/u127.bmp
237.459	.904	.425	SCRAMBLED	17	4	1.129	func/s123.bmp
240.733	.840	.596	SCRAMBLED	18	4	1.313	func/s123.bmp
243.907	.814	.555	SCRAMBLED	19	4	1.253	func/s120.bmp
246.997	.809	.502	FAMOUS	5	7	1.243	func/f127.bmp
250.037	.820	.464	FAMOUS	7	7	1.014	func/f120.bmp
253.077	.983	.436	UNFAMILIAR	13	4	1.545	func/u114.bmp
256.334	.841	.512	UNFAMILIAR	15	7	.869	func/u129.bmp
259.475	.998	.532	SCRAMBLED	17	4	1.318	func/s127.bmp
262.648	.868	.409	UNFAMILIAR	13	4	1.127	func/u115.bmp
265.722	.991	.448	UNFAMILIAR	14	4	.827	func/u115.bmp
269.046	.984	.564	SCRAMBLED	19	4	1.127	func/s116.bmp
271.769	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
292.231	.967	.425	SCRAMBLED	17	4	1.207	func/s130.bmp
295.471	.979	.504	FAMOUS	5	7	.763	func/f124.bmp
298.695	.855	.480	FAMOUS	7	7	1.015	func/f127.bmp
301.902	.900	.579	FAMOUS	5	7	1.025	func/f116.bmp
304.975	.938	.414	UNFAMILIAR	15	4	1.354	func/u114.bmp
308.283	.958	.588	SCRAMBLED	17	n/a	0	func/s124.bmp
311.558	.854	.552	SCRAMBLED	18	7	.987	func/s124.bmp
314.697	.953	.504	SCRAMBLED	19	7	.952	func/s127.bmp
317.887	.911	.481	SCRAMBLED	17	7	1.259	func/s122.bmp
320.994	.918	.425	SCRAMBLED	18	7	.923	func/s122.bmp
324.135	.897	.466	FAMOUS	5	7	.819	func/f128.bmp
327.275	.907	.476	SCRAMBLED	19	4	.912	func/s130.bmp
330.415	.815	.462	UNFAMILIAR	13	7	.899	func/u128.bmp
333.555	.969	.559	UNFAMILIAR	14	7	.907	func/u128.bmp
336.846	.996	.566	FAMOUS	7	7	.802	func/f124.bmp
340.103	.955	.487	SCRAMBLED	17	7	1.164	func/s128.bmp
343.427	.956	.589	SCRAMBLED	18	7	.681	func/s128.bmp
346.601	.950	.444	FAMOUS	7	7	.905	func/f116.bmp
349.29	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
369.853	.802	.527	UNFAMILIAR	13	7	.709	func/u125.bmp
372.976	.817	.565	UNFAMILIAR	14	7	.731	func/u125.bmp
376.066	.946	.511	UNFAMILIAR	13	7	.847	func/u123.bmp
379.257	.954	.482	UNFAMILIAR	14	7	.716	func/u123.bmp
382.447	.808	.464	SCRAMBLED	17	4	1.323	func/s121.bmp
385.437	.909	.412	FAMOUS	7	7	.840	func/f128.bmp
388.694	.926	.580	FAMOUS	5	7	.884	func/f130.bmp
391.918	.811	.525	FAMOUS	6	7	.853	func/f130.bmp
395.025	.802	.531	UNFAMILIAR	13	7	.899	func/u122.bmp
397.597	.012	0	n/a	999	0	0	func/Circle.bmp
