session_id	acq_time	proposal_facility	proposal_reference	proposal_title	proposal_members	session_doi
ses-01	2020-07-24T00:00:00	ESRF	md1252	Multiscale Quantification of Covid-19's impact on lung vasculature from whole lobe to alveolar/microvascular scales	Peter D. Lee, Paul Tafforeau, Danny D. Jonigk, Maximilian Ackermann, Mark P. Kühnel, Elodie Boller, Willi L. Wagner	doi:10.15151/ESRF-DC-572252655
