onset	duration	trial_type	TrialType	Stimulus	SSD	Response	response_time	CorrectGo	SuccStop
0.000	1.500	failed stop	1	1	0.150	50	0.504	1	0
3.250	1.500	go	0	0	0.000	49	0.424	1	0
7.250	1.500	go	0	0	0.000	49	0.463	1	0
9.625	1.500	go	0	1	0.000	50	0.496	1	0
12.125	1.500	go	0	0	0.000	49	0.420	1	0
14.500	1.500	go	0	1	0.000	50	0.373	1	0
19.000	1.500	successful stop	1	1	0.300	0	0.000	0	1
24.500	1.500	go	0	0	0.000	49	0.413	1	0
26.625	1.500	go	0	0	0.000	49	0.424	1	0
28.750	1.500	go	0	1	0.000	50	0.339	1	0
31.750	1.500	go	0	0	0.000	49	0.379	1	0
34.500	1.500	failed stop	1	1	0.250	50	0.373	1	0
37.375	1.500	go	0	1	0.000	50	0.330	1	0
40.875	1.500	successful stop	1	1	0.200	0	0.000	0	1
46.000	1.500	go	0	0	0.000	49	0.393	1	0
48.875	1.500	go	0	0	0.000	49	0.430	1	0
51.250	1.500	go	0	1	0.000	50	0.460	1	0
53.375	1.500	go	0	1	0.000	50	0.482	1	0
55.500	1.500	successful stop	1	0	0.100	0	0.000	0	1
57.750	1.500	go	0	0	0.000	49	0.555	1	0
60.500	1.500	go	0	1	0.000	50	0.453	1	0
64.000	1.500	failed stop	1	0	0.250	49	0.401	1	0
66.750	1.500	go	0	0	0.000	49	0.608	1	0
69.125	1.500	go	0	1	0.000	50	0.460	1	0
71.125	1.500	go	0	0	0.000	49	0.444	1	0
73.375	1.500	successful stop	1	0	0.200	0	0.000	0	1
75.375	1.500	go	0	1	0.000	50	0.491	1	0
78.125	1.500	go	0	1	0.000	50	0.468	1	0
80.625	1.500	failed stop	1	0	0.350	49	0.480	1	0
82.875	1.500	go	0	1	0.000	50	0.478	1	0
87.375	1.500	go	0	1	0.000	50	0.474	1	0
90.000	1.500	go	0	0	0.000	49	0.530	1	0
92.500	1.500	go	0	0	0.000	49	0.490	1	0
95.000	1.500	go	0	1	0.000	50	0.473	1	0
97.000	1.500	go	0	0	0.000	49	0.409	1	0
99.625	1.500	successful stop	1	1	0.150	0	0.000	0	1
104.375	1.500	go	0	0	0.000	49	0.538	1	0
107.000	1.500	go	0	1	0.000	50	0.497	1	0
109.625	1.500	successful stop	1	1	0.300	0	0.000	0	1
112.375	1.500	go	0	0	0.000	49	0.514	1	0
115.250	1.500	go	0	0	0.000	49	0.559	1	0
118.000	1.500	successful stop	1	1	0.200	0	0.000	0	1
121.625	1.500	go	0	1	0.000	50	0.472	1	0
123.625	1.500	go	0	0	0.000	49	0.497	1	0
125.750	1.500	go	0	0	0.000	49	0.443	1	0
128.500	1.500	go	0	0	0.000	49	0.405	1	0
130.625	1.500	go	0	1	0.000	50	0.424	1	0
133.375	1.500	successful stop	1	1	0.250	0	0.000	0	1
135.875	1.500	go	0	1	0.000	50	0.491	1	0
138.500	1.500	go	0	0	0.000	49	0.429	1	0
142.375	1.500	go	0	0	0.000	49	0.498	1	0
