onset	trial_type	eventcode
27264	unfamiliar_new	13
27871	response	0
30774	unfamiliar_second_early	14
31372	response	0
34284	scrambled_new	17
34938	response	0
37793	scrambled_second_early	18
38269	response	0
41211	scrambled_new	17
41827	response	0
44831	scrambled_second_early	18
45259	response	0
48397	scrambled_new	17
49091	response	0
51686	scrambled_new	17
52434	response	0
55324	famous_new	5
56034	response	0
58816	scrambled_new	17
59466	response	0
62307	scrambled_new	17
63173	response	0
65853	famous_new	5
66566	response	0
69345	famous_second_early	6
69949	response	0
72818	scrambled_second_late	19
73641	response	0
76144	scrambled_new	17
76891	response	0
79708	scrambled_second_early	18
80267	response	0
83108	scrambled_second_late	19
84521	response	0
86636	famous_new	5
87218	response	0
89999	famous_second_early	6
90566	response	0
93472	famous_second_late	7
94648	response	0
96871	scrambled_new	17
97736	response	0
100252	scrambled_second_late	19
101254	response	0
103652	unfamiliar_new	13
104411	response	0
107199	scrambled_second_late	19
108012	response	0
110580	unfamiliar_new	13
111431	response	0
114034	scrambled_new	17
114873	response	0
117709	scrambled_second_early	18
118513	response	0
121164	unfamiliar_new	13
121853	response	0
124582	unfamiliar_second_early	14
125250	response	0
128018	unfamiliar_new	13
128901	response	0
131381	scrambled_second_late	19
132307	response	0
134817	unfamiliar_new	13
135496	response	0
138382	unfamiliar_second_late	15
139017	response	0
141837	famous_new	5
142631	response	0
145273	unfamiliar_second_late	15
146408	response	0
148764	scrambled_new	17
149724	response	0
152329	famous_new	5
152927	response	0
156004	famous_second_early	6
156515	response	0
159349	unfamiliar_new	13
160555	response	0
162950	unfamiliar_second_late	15
164155	response	0
166442	famous_new	5
167462	response	0
169915	famous_second_early	6
170756	response	0
173333	unfamiliar_second_late	15
174730	response	0
176751	scrambled_new	17
177706	response	0
180168	scrambled_second_early	18
180657	response	0
183733	famous_second_late	7
184529	response	0
187225	famous_new	5
187950	response	0
190845	famous_second_early	6
191535	response	0
194391	scrambled_second_late	19
195145	response	0
197809	scrambled_new	17
198464	response	0
201264	scrambled_second_early	18
202484	response	0
204957	scrambled_new	17
205773	response	0
208413	unfamiliar_second_late	15
209235	response	0
211793	famous_new	5
212660	response	0
215211	famous_second_early	6
215747	response	0
218868	famous_new	5
219697	response	0
222543	unfamiliar_new	13
224089	response	0
226089	famous_new	5
226887	response	0
229526	famous_second_early	6
230052	response	0
232888	unfamiliar_new	13
233602	response	0
236325	unfamiliar_second_early	14
236896	response	0
239981	scrambled_second_late	19
240717	response	0
243436	famous_new	5
244347	response	0
247038	famous_second_early	6
247758	response	0
250566	unfamiliar_new	13
251330	response	0
254075	famous_second_late	7
254708	response	0
257548	scrambled_new	17
258475	response	0
261095	unfamiliar_second_late	15
261792	response	0
264697	scrambled_new	17
265504	response	0
268023	scrambled_second_early	18
268847	response	0
271477	scrambled_new	17
272101	response	0
275005	scrambled_new	17
275820	response	0
278570	famous_new	5
279156	response	0
282043	famous_second_early	6
282595	response	0
285571	unfamiliar_second_late	15
286528	response	0
289063	unfamiliar_new	13
289864	response	0
292517	unfamiliar_second_early	14
293168	response	0
295954	scrambled_second_late	19
299629	scrambled_new	17
303028	unfamiliar_new	13
303746	response	0
306446	unfamiliar_second_early	14
306904	response	0
309956	scrambled_second_late	19
310731	response	0
313576	unfamiliar_new	13
314362	response	0
317269	scrambled_second_late	19
318113	response	0
320834	unfamiliar_new	13
321835	response	0
324271	unfamiliar_second_early	14
324762	response	0
327633	famous_new	5
328406	response	0
331309	unfamiliar_new	13
332082	response	0
334910	unfamiliar_second_early	14
335372	response	0
338420	scrambled_second_late	19
339959	response	0
342040	unfamiliar_new	13
342817	response	0
345458	unfamiliar_second_early	14
346229	response	0
348931	scrambled_new	17
349584	response	0
352367	unfamiliar_second_late	15
353197	response	0
355840	famous_new	5
357093	response	0
359331	famous_new	5
360137	response	0
362786	famous_second_late	7
363819	response	0
366296	scrambled_new	17
367087	response	0
369769	unfamiliar_new	13
370520	response	0
373242	unfamiliar_new	13
373944	response	0
376532	scrambled_second_late	19
377370	response	0
379894	famous_new	5
381579	response	0
383348	famous_second_early	6
384513	response	0
386748	famous_second_late	7
387562	response	0
390276	scrambled_new	17
391172	response	0
393767	scrambled_second_early	18
394400	response	0
397167	famous_second_late	7
397937	response	0
400750	famous_new	5
401814	response	0
404205	famous_second_early	6
404908	response	0
407678	scrambled_second_late	19
408832	response	0
411077	famous_new	5
412096	response	0
414550	unfamiliar_second_late	15
