name	type	x	y	z	template_x	template_y	template_z
Rx2	detector	55.81208932	55.01566478	114.6552962	n/a	n/a	n/a
Rx1	detector	33.84891551	66.97385801	99.18188984	n/a	n/a	n/a
Rx4	detector	36.84379238	25.61055554	141.9067206	n/a	n/a	n/a
Rx3	detector	4.002396804	50.81311068	134.6087077	n/a	n/a	n/a
Rx6	detector	-36.16556843	75.12326522	90.18887523	n/a	n/a	n/a
Rx5	detector	66.8057438	69.08841016	31.73379453	n/a	n/a	n/a
Rx8	detector	-48.49261783	49.48159397	114.2981932	n/a	n/a	n/a
Rx7	detector	45.3069232	73.40934685	61.38246809	n/a	n/a	n/a
Rx9	detector	75.31170533	-63.03958806	42.16947929	n/a	n/a	n/a
Rx11	detector	53.04829374	-67.30992562	68.06783806	n/a	n/a	n/a
Rx10	detector	-23.14866064	-70.55801404	87.63853718	n/a	n/a	n/a
Rx12	detector	-39.36067404	-49.89829611	114.3984886	n/a	n/a	n/a
Tx1a	source	64.34550773	53.41855174	107.875466	n/a	n/a	n/a
Tx4	source	61.41703638	25.48604169	126.0536422	n/a	n/a	n/a
Tx1b	source	42.82374852	66.1344733	95.40178175	n/a	n/a	n/a
Tx3	source	31.82411146	53.15397793	125.5862764	n/a	n/a	n/a
Tx1c	source	38.27378201	16.33794065	142.4365913	n/a	n/a	n/a
Tx2	source	6.676097576	70.73403357	107.2022932	n/a	n/a	n/a
Tx5	source	14.4702993	22.63283024	146.3829643	n/a	n/a	n/a
Tx1d	source	-4.903887864	49.69881668	136.5956172	n/a	n/a	n/a
Tx6a	source	-28.03009688	73.37901256	76.1058872	n/a	n/a	n/a
Tx9	source	-60.37044726	54.73792345	85.85582703	n/a	n/a	n/a
Tx6b	source	69.58918318	64.29047702	22.94868227	n/a	n/a	n/a
Tx8	source	37.24832254	80.15679209	34.89423442	n/a	n/a	n/a
Tx6c	source	-49.83204884	43.66704289	120.5297377	n/a	n/a	n/a
Tx7	source	72.87673288	60.43716523	58.90728372	n/a	n/a	n/a
Tx10	source	-25.25945797	65.79290061	110.1279181	n/a	n/a	n/a
Tx6d	source	42.7467384	73.1636326	69.01973204	n/a	n/a	n/a
Tx12	source	50.21687907	-75.48687668	43.49387916	n/a	n/a	n/a
Tx13	source	83.78131558	-51.99953158	65.79661778	n/a	n/a	n/a
Tx14	source	-50.74460799	-59.60075994	87.73835053	n/a	n/a	n/a
Tx15	source	-10.66680513	-64.17580012	109.7361259	n/a	n/a	n/a
Tx11a	source	80.44089339	-57.95979985	34.18910274	n/a	n/a	n/a
Tx11b	source	-18.65879514	-72.28275671	81.38370374	n/a	n/a	n/a
Tx11c	source	48.24953425	-66.66165171	76.67064132	n/a	n/a	n/a
Tx11d	source	-41.07143919	-41.65314484	118.8122266	n/a	n/a	n/a
