onset	duration	trial_number	event_type	executed_movement	correct_movement	shown_stimulus	included_trial	reason_for_exclusion
12	23	1	stimulus	n/a	n/a	white X	0	test trial
35	9.50314080005046	1	stimulus	n/a	n/a	red X	0	test trial
35.6951619000174	0	1	finger press	2	2	n/a	0	test trial
36.2246378000127	0	1	finger press	1	1	n/a	0	test trial
36.7663871000987	0	1	finger press	2	2	n/a	0	test trial
37.3213754000608	0	1	finger press	3	3	n/a	0	test trial
37.830531100044	0	1	finger press	2	2	n/a	0	test trial
38.3861599001102	0	1	finger press	1	1	n/a	0	test trial
38.9776382000418	0	1	finger press	3	3	n/a	0	test trial
39.527578300098	0	1	finger press	2	2	n/a	0	test trial
40.3028835000005	0	1	finger press	4	4	n/a	0	test trial
40.8257485000649	0	1	finger press	2	2	n/a	0	test trial
41.3764502000995	0	1	finger press	4	4	n/a	0	test trial
41.9373774999985	0	1	finger press	1	1	n/a	0	test trial
44.5200000000186	5	1	stimulus	n/a	n/a	white X	0	test trial
54.5600000000559	22.02	2	stimulus	n/a	n/a	white X	1	n/a
76.5619793001097	9.50321119988803	2	stimulus	n/a	n/a	red X	1	n/a
77.1132087000879	0	2	finger press	2	2	n/a	1	n/a
77.6809092001058	0	2	finger press	1	1	n/a	1	n/a
78.2247945000418	0	2	finger press	2	2	n/a	1	n/a
78.8291697000386	0	2	finger press	3	3	n/a	1	n/a
79.3972268000944	0	2	finger press	2	2	n/a	1	n/a
79.9538152000168	0	2	finger press	1	1	n/a	1	n/a
80.534828200005	0	2	finger press	3	3	n/a	1	n/a
81.0951344000641	0	2	finger press	2	2	n/a	1	n/a
81.7070693999995	0	2	finger press	4	4	n/a	1	n/a
82.2691727000056	0	2	finger press	2	2	n/a	1	n/a
82.8292814000743	0	2	finger press	4	4	n/a	1	n/a
83.4486000000034	0	2	finger press	1	1	n/a	1	n/a
86.0799999999581	5	2	stimulus	n/a	n/a	white X	1	n/a
95.140000000014	21	3	stimulus	n/a	n/a	white X	1	n/a
116.140644600033	9.50443600001745	3	stimulus	n/a	n/a	red X	1	n/a
116.832671700045	0	3	finger press	2	2	n/a	1	n/a
117.384742000024	0	3	finger press	1	1	n/a	1	n/a
117.938028500066	0	3	finger press	2	2	n/a	1	n/a
118.498291800031	0	3	finger press	3	3	n/a	1	n/a
119.031068600016	0	3	finger press	2	2	n/a	1	n/a
119.576305399998	0	3	finger press	1	1	n/a	1	n/a
120.120576100075	0	3	finger press	3	3	n/a	1	n/a
120.672431300045	0	3	finger press	2	2	n/a	1	n/a
121.231060500024	0	3	finger press	4	4	n/a	1	n/a
121.783542200108	0	3	finger press	2	2	n/a	1	n/a
122.326627800008	0	3	finger press	4	4	n/a	1	n/a
122.897298400057	0	3	finger press	1	1	n/a	1	n/a
125.660000000033	5	3	stimulus	n/a	n/a	white X	1	n/a
133.780000000028	24.02	4	stimulus	n/a	n/a	white X	1	n/a
157.785649400088	9.50406289997045	4	stimulus	n/a	n/a	red X	1	n/a
158.257024500053	0	4	finger press	2	2	n/a	1	n/a
158.814006000059	0	4	finger press	1	1	n/a	1	n/a
159.353095600032	0	4	finger press	2	2	n/a	1	n/a
159.902890200028	0	4	finger press	3	3	n/a	1	n/a
160.455567300087	0	4	finger press	2	2	n/a	1	n/a
161.037577500101	0	4	finger press	1	1	n/a	1	n/a
161.593550700112	0	4	finger press	3	3	n/a	1	n/a
162.161186900106	0	4	finger press	2	2	n/a	1	n/a
162.766962400055	0	4	finger press	4	4	n/a	1	n/a
163.322853800026	0	4	finger press	2	2	n/a	1	n/a
163.879954600008	0	4	finger press	4	4	n/a	1	n/a
164.466297200066	0	4	finger press	1	1	n/a	1	n/a
167.300000000047	5	4	stimulus	n/a	n/a	white X	1	n/a
174.680000000051	22	5	stimulus	n/a	n/a	white X	1	n/a
196.681293800008	9.50358820008114	5	stimulus	n/a	n/a	red X	1	n/a
197.245828200015	0	5	finger press	2	2	n/a	1	n/a
197.850597900106	0	5	finger press	1	1	n/a	1	n/a
