onset	duration	trial_type	easy_par	hard_par
16.012	4.500	easy_par	-0.292	n/a
21.256	4.500	easy_par	-0.292	n/a
31.761	4.500	easy_par	-0.292	n/a
37.005	4.500	easy_par	-0.292	n/a
42.266	4.500	hard_par	n/a	-0.021
47.510	4.500	easy_par	0.708	n/a
52.755	4.500	easy_par	-0.292	n/a
58.015	4.500	easy_par	-0.292	n/a
63.260	4.500	hard_par	n/a	-0.021
68.504	4.500	hard_par	n/a	-0.021
73.765	4.500	hard_par	n/a	-0.021
79.009	4.500	easy_par	-0.292	n/a
84.253	4.500	easy_par	0.708	n/a
89.514	4.500	easy_par	-0.292	n/a
94.759	4.500	easy_par	0.708	n/a
105.264	4.500	hard_par	n/a	-0.021
110.508	4.500	hard_par	n/a	-0.021
115.752	4.500	hard_par	n/a	-0.021
121.013	4.500	easy_par	-0.292	n/a
126.257	4.500	hard_par	n/a	-0.021
131.502	4.500	hard_par	n/a	-0.021
136.762	4.500	easy_par	-0.292	n/a
142.007	4.500	easy_par	-0.292	n/a
147.251	4.500	hard_par	n/a	-0.021
152.512	4.500	easy_par	0.708	n/a
157.756	4.500	hard_par	n/a	-0.021
163.017	4.500	hard_par	n/a	-0.021
168.261	4.500	hard_par	n/a	-0.021
178.767	4.500	easy_par	-0.292	n/a
184.011	4.500	hard_par	n/a	-0.021
189.255	4.500	hard_par	n/a	-0.021
194.516	4.500	easy_par	0.708	n/a
199.760	4.500	easy_par	-0.292	n/a
205.005	4.500	hard_par	n/a	-0.021
210.265	4.500	hard_par	n/a	-0.021
215.510	4.500	hard_par	n/a	0.979
220.754	4.500	hard_par	n/a	-0.021
226.015	4.500	easy_par	-0.292	n/a
231.259	4.500	easy_par	0.708	n/a
236.503	4.500	hard_par	n/a	-0.021
241.764	4.500	easy_par	-0.292	n/a
252.253	4.500	easy_par	-0.292	n/a
257.514	4.500	easy_par	-0.292	n/a
262.758	4.500	hard_par	n/a	-0.021
268.002	4.500	easy_par	-0.292	n/a
273.263	4.500	easy_par	-0.292	n/a
278.507	4.500	hard_par	n/a	-0.021
283.752	4.500	easy_par	0.708	n/a
289.012	4.500	easy_par	-0.292	n/a
294.257	4.500	hard_par	n/a	-0.021
299.501	4.500	hard_par	n/a	-0.021
304.762	4.500	easy_par	-0.292	n/a
310.006	4.500	easy_par	0.708	n/a
315.267	4.500	hard_par	n/a	-0.021
325.755	4.500	easy_par	-0.292	n/a
331.016	4.500	easy_par	-0.292	n/a
336.261	4.500	hard_par	n/a	-0.021
341.505	4.500	hard_par	n/a	-0.021
346.766	4.500	hard_par	n/a	-0.021
352.010	4.500	easy_par	-0.292	n/a
357.256	4.500	hard_par	n/a	-0.021
362.515	4.500	easy_par	-0.292	n/a
367.759	4.500	hard_par	n/a	-0.021
373.004	4.500	easy_par	-0.292	n/a
378.265	4.500	easy_par	0.708	n/a
383.509	4.500	easy_par	-0.292	n/a
388.753	4.500	hard_par	n/a	-0.021
399.258	4.500	hard_par	n/a	-0.021
404.502	4.500	easy_par	-0.292	n/a
409.763	4.500	hard_par	n/a	-0.021
415.008	4.500	hard_par	n/a	-0.021
420.252	4.500	hard_par	n/a	-0.021
425.513	4.500	easy_par	-0.292	n/a
430.757	4.500	hard_par	n/a	-0.021
436.001	4.500	hard_par	n/a	-0.021
441.262	4.500	easy_par	0.708	n/a
446.507	4.500	hard_par	n/a	-0.021
451.751	4.500	hard_par	n/a	-0.021
457.012	4.500	easy_par	0.708	n/a
462.256	4.500	easy_par	-0.292	n/a
472.761	4.500	easy_par	-0.292	n/a
478.005	4.500	hard_par	n/a	-0.021
483.266	4.500	hard_par	n/a	-0.021
488.510	4.500	easy_par	-0.292	n/a
493.755	4.500	hard_par	n/a	-0.021
499.016	4.500	easy_par	0.708	n/a
504.260	4.500	easy_par	-0.292	n/a
509.504	4.500	easy_par	0.708	n/a
514.765	4.500	hard_par	n/a	-0.021
520.009	4.500	easy_par	0.708	n/a
525.254	4.500	hard_par	n/a	-0.021
530.514	4.500	hard_par	n/a	-0.021
535.759	4.500	easy_par	-0.292	n/a
546.264	4.500	hard_par	n/a	-0.021
551.508	4.500	hard_par	n/a	-0.021
556.752	4.500	hard_par	n/a	-0.021
