onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
0	.896	.574	SCRAMBLED	17	4	.936	func/s113.bmp
3.291	.956	.576	SCRAMBLED	17	4	.762	func/s111.bmp
6.665	.863	.540	SCRAMBLED	18	4	.676	func/s111.bmp
9.789	.843	.501	FAMOUS	5	4	.769	func/f100.bmp
12.829	.867	.420	FAMOUS	6	4	.625	func/f100.bmp
15.919	.817	.460	SCRAMBLED	17	4	.603	func/s105.bmp
19.027	.817	.535	SCRAMBLED	18	4	.665	func/s105.bmp
22.166	.876	.555	SCRAMBLED	17	4	.547	func/s107.bmp
25.239	.940	.428	SCRAMBLED	18	4	.714	func/s107.bmp
27.929	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
48.541	.836	.573	FAMOUS	5	4	.700	func/f101.bmp
51.631	.840	.495	FAMOUS	6	4	.796	func/f101.bmp
54.788	.880	.541	SCRAMBLED	19	7	1.052	func/s113.bmp
57.912	.893	.470	UNFAMILIAR	13	7	.935	func/u098.bmp
61.086	.936	.508	UNFAMILIAR	13	4	1.015	func/u105.bmp
64.243	.959	.457	UNFAMILIAR	14	4	.860	func/u105.bmp
67.55	.861	.572	FAMOUS	5	7	.856	func/f099.bmp
70.69	.923	.510	SCRAMBLED	17	4	.805	func/s106.bmp
73.831	.844	.434	SCRAMBLED	17	4	.676	func/s100.bmp
76.871	.966	.401	SCRAMBLED	17	4	.705	func/s108.bmp
80.078	.846	.480	UNFAMILIAR	15	7	.753	func/u098.bmp
83.252	.816	.555	FAMOUS	5	7	.869	func/f108.bmp
86.392	.803	.541	FAMOUS	5	4	.751	func/f105.bmp
89.449	.836	.493	FAMOUS	6	4	.672	func/f105.bmp
92.572	.871	.533	FAMOUS	7	7	.699	func/f099.bmp
95.796	.825	.584	FAMOUS	5	7	.697	func/f106.bmp
98.986	.948	.589	SCRAMBLED	19	4	.888	func/s106.bmp
102.327	.937	.597	UNFAMILIAR	13	4	.695	func/u108.bmp
105.551	.850	.516	UNFAMILIAR	14	4	.678	func/u108.bmp
108.658	.890	.491	SCRAMBLED	19	4	.725	func/s100.bmp
111.297	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
131.809	.999	.472	SCRAMBLED	17	7	.613	func/s109.bmp
135.033	.889	.459	SCRAMBLED	18	7	.800	func/s109.bmp
138.207	.819	.514	SCRAMBLED	19	7	.645	func/s108.bmp
141.364	.933	.569	FAMOUS	5	4	.838	func/f109.bmp
144.604	.834	.542	FAMOUS	6	4	.745	func/f109.bmp
147.678	.983	.469	FAMOUS	7	7	.563	func/f108.bmp
150.935	.999	.512	FAMOUS	5	7	.742	func/f103.bmp
154.276	.897	.571	UNFAMILIAR	13	4	.689	func/u100.bmp
157.466	.838	.527	UNFAMILIAR	14	4	.647	func/u100.bmp
160.556	.880	.476	FAMOUS	7	4	.742	func/f106.bmp
163.797	.898	.589	SCRAMBLED	17	4	.798	func/s104.bmp
166.92	.865	.459	UNFAMILIAR	13	7	.766	func/u109.bmp
169.977	.945	.430	UNFAMILIAR	14	7	.688	func/u109.bmp
173.251	.803	.557	FAMOUS	5	4	.747	func/f104.bmp
176.408	.937	.573	FAMOUS	6	4	.657	func/f104.bmp
179.665	.994	.545	FAMOUS	5	4	.907	func/f102.bmp
182.923	.912	.495	FAMOUS	7	7	.622	func/f103.bmp
186.096	.854	.488	UNFAMILIAR	13	7	.640	func/u101.bmp
188.702	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
209.147	.962	.407	UNFAMILIAR	13	4	.775	func/u113.bmp
212.455	.893	.579	UNFAMILIAR	14	4	.610	func/u113.bmp
215.612	.932	.500	SCRAMBLED	19	4	.860	func/s104.bmp
218.802	.906	.489	UNFAMILIAR	13	4	.696	func/u110.bmp
222.059	.845	.573	UNFAMILIAR	13	4	.779	func/u111.bmp
225.166	.960	.495	UNFAMILIAR	13	4	.689	func/u112.bmp
228.474	.919	.582	UNFAMILIAR	14	4	.618	func/u112.bmp
231.781	.902	.552	FAMOUS	7	4	.833	func/f102.bmp
234.905	.885	.463	FAMOUS	5	7	.721	func/f111.bmp
238.045	.910	.492	UNFAMILIAR	15	7	.552	func/u101.bmp
241.185	.938	.463	UNFAMILIAR	13	7	.773	func/u102.bmp
244.426	.883	.527	UNFAMILIAR	14	7	.836	func/u102.bmp
247.599	.846	.532	FAMOUS	5	7	.660	func/f113.bmp
250.673	.980	.463	UNFAMILIAR	15	4	.725	func/u110.bmp
253.897	.974	.477	SCRAMBLED	17	4	.742	func/s103.bmp
257.171	.909	.534	UNFAMILIAR	15	4	.768	func/u111.bmp
